album_id,name,artist_id,album_type,release_date,total_tracks,label
alb_0000,Album 0,art_0018,single,2019-02-19,9,
alb_0001,Album 1,art_0008,album,2014-03-29,15,
alb_0002,Album 2,art_0014,single,2000-04-20,13,
alb_0003,Album 3,art_0011,single,2004-01-09,14,
alb_0004,Album 4,art_0026,single,2021-04-16,19,
alb_0005,Album 5,art_0020,album,2005-06-15,12,
alb_0006,Album 6,art_0017,single,2010-07-06,9,
alb_0007,Album 7,art_0010,single,2005-05-11,19,
alb_0008,Album 8,art_0010,single,2016-03-15,14,
alb_0009,Album 9,art_0027,album,2009-12-29,5,
alb_0010,Album 10,art_0000,single,2017-08-13,15,
alb_0011,Album 11,art_0005,single,2002-02-12,10,
alb_0012,Album 12,art_0042,album,2007-08-03,13,
alb_0013,Album 13,art_0046,album,2007-04-20,20,
alb_0014,Album 14,art_0038,album,2002-02-23,16,
alb_0015,Album 15,art_0008,single,2016-08-30,8,
alb_0016,Album 16,art_0033,album,2015-04-30,12,
alb_0017,Album 17,art_0025,single,2012-07-10,7,
alb_0018,Album 18,art_0013,single,2019-05-17,19,
alb_0019,Album 19,art_0005,album,2002-06-22,13,
alb_0020,Album 20,art_0004,album,2015-11-07,9,
alb_0021,Album 21,art_0035,album,2001-04-30,10,
alb_0022,Album 22,art_0023,album,2025-12-16,15,
alb_0023,Album 23,art_0042,single,2019-10-03,20,
alb_0024,Album 24,art_0013,single,2001-01-26,18,
alb_0025,Album 25,art_0043,album,2020-05-27,19,
alb_0026,Album 26,art_0004,album,2017-07-01,15,
alb_0027,Album 27,art_0032,album,2024-07-18,15,
alb_0028,Album 28,art_0013,single,2009-02-03,10,
alb_0029,Album 29,art_0049,single,2007-11-02,8,
alb_0030,Album 30,art_0025,single,2017-03-19,18,
alb_0031,Album 31,art_0026,album,2001-06-27,10,
alb_0032,Album 32,art_0032,single,2018-08-17,9,
alb_0033,Album 33,art_0025,single,2021-06-12,11,
alb_0034,Album 34,art_0030,album,2001-01-25,17,
alb_0035,Album 35,art_0037,single,2021-03-14,7,
alb_0036,Album 36,art_0028,single,2022-01-05,16,
alb_0037,Album 37,art_0003,album,2000-04-04,13,
alb_0038,Album 38,art_0032,single,2025-04-30,11,
alb_0039,Album 39,art_0026,album,2012-11-20,11,
alb_0040,Album 40,art_0039,single,2014-05-02,13,
alb_0041,Album 41,art_0030,single,2026-08-15,12,
alb_0042,Album 42,art_0048,album,2006-12-22,5,
alb_0043,Album 43,art_0003,album,2007-12-24,11,
alb_0044,Album 44,art_0008,single,2022-03-05,17,
alb_0045,Album 45,art_0040,album,2014-02-26,20,
alb_0046,Album 46,art_0010,album,2001-05-02,8,
alb_0047,Album 47,art_0011,album,2021-06-10,13,
alb_0048,Album 48,art_0039,single,2000-10-16,7,
alb_0049,Album 49,art_0005,album,2014-05-08,19,
alb_0050,Album 50,art_0012,single,2013-11-23,7,
alb_0051,Album 51,art_0017,single,2014-06-06,14,
alb_0052,Album 52,art_0031,single,2015-04-23,11,
alb_0053,Album 53,art_0038,single,2009-11-01,17,
alb_0054,Album 54,art_0013,single,2017-01-09,17,
alb_0055,Album 55,art_0044,single,2016-09-23,17,
alb_0056,Album 56,art_0008,album,2009-12-18,6,
alb_0057,Album 57,art_0007,single,2017-06-14,17,
alb_0058,Album 58,art_0046,album,2002-03-04,20,
alb_0059,Album 59,art_0031,album,2001-07-17,8,
alb_0060,Album 60,art_0002,album,2002-08-17,17,
alb_0061,Album 61,art_0014,album,2015-06-07,19,
alb_0062,Album 62,art_0041,single,2010-05-11,16,
alb_0063,Album 63,art_0029,single,2017-12-30,6,
alb_0064,Album 64,art_0029,single,2006-04-23,19,
alb_0065,Album 65,art_0043,album,2013-01-15,16,
alb_0066,Album 66,art_0037,single,2002-10-18,16,
alb_0067,Album 67,art_0018,album,2010-03-08,5,
alb_0068,Album 68,art_0016,album,2004-10-22,9,
alb_0069,Album 69,art_0011,album,2019-02-13,7,
alb_0070,Album 70,art_0010,single,2005-08-06,7,
alb_0071,Album 71,art_0021,single,2012-03-04,9,
alb_0072,Album 72,art_0027,single,2020-08-25,11,
alb_0073,Album 73,art_0006,album,2018-12-06,16,
alb_0074,Album 74,art_0024,single,2010-08-08,15,
alb_0075,Album 75,art_0041,album,2018-02-08,7,
alb_0076,Album 76,art_0032,single,2015-07-11,19,
alb_0077,Album 77,art_0029,single,2002-12-24,15,
alb_0078,Album 78,art_0042,single,2021-03-04,18,
alb_0079,Album 79,art_0012,single,2010-02-15,15,
alb_0080,Album 80,art_0006,single,2023-02-14,15,
alb_0081,Album 81,art_0010,single,2001-12-07,14,
alb_0082,Album 82,art_0032,single,2013-11-25,16,
alb_0083,Album 83,art_0010,album,2013-12-23,16,
alb_0084,Album 84,art_0005,single,2022-11-24,14,
alb_0085,Album 85,art_0019,album,2015-12-13,17,
alb_0086,Album 86,art_0002,single,2010-07-22,6,
alb_0087,Album 87,art_0009,album,2013-07-03,19,
alb_0088,Album 88,art_0049,album,2008-08-17,7,
alb_0089,Album 89,art_0045,single,2016-12-03,10,
alb_0090,Album 90,art_0044,single,2009-05-28,6,
alb_0091,Album 91,art_0012,album,2008-06-24,14,
alb_0092,Album 92,art_0029,album,2018-12-26,7,
alb_0093,Album 93,art_0049,album,2014-04-09,8,
alb_0094,Album 94,art_0009,single,2017-12-12,17,
alb_0095,Album 95,art_0006,album,2004-02-14,6,
alb_0096,Album 96,art_0021,single,2024-04-27,8,
alb_0097,Album 97,art_0009,single,2025-05-06,12,
alb_0098,Album 98,art_0035,single,2026-03-11,17,
alb_0099,Album 99,art_0041,single,2005-05-04,7,
alb_0100,Album 100,art_0033,single,2004-01-09,10,
alb_0101,Album 101,art_0050,single,2020-07-17,14,
alb_0102,Album 102,art_0050,single,2009-02-28,8,
alb_0103,Album 103,art_0034,album,2025-01-17,6,
alb_0104,Album 104,art_0004,album,2017-01-16,7,
alb_0105,Album 105,art_0004,album,2016-11-11,5,
alb_0106,Album 106,art_0047,album,2004-03-16,6,
alb_0107,Album 107,art_0049,single,2012-06-27,12,
alb_0108,Album 108,art_0040,single,2007-04-27,17,
alb_0109,Album 109,art_0016,single,2019-06-29,5,
alb_0110,Album 110,art_0043,single,2024-09-28,11,
alb_0111,Album 111,art_0019,album,2019-10-31,13,
alb_0112,Album 112,art_0007,album,2021-01-15,19,
alb_0113,Album 113,art_0009,album,2004-11-27,15,
alb_0114,Album 114,art_0007,album,2011-10-25,15,
alb_0115,Album 115,art_0042,album,2023-08-02,17,
alb_0116,Album 116,art_0035,album,2003-06-23,20,
alb_0117,Album 117,art_0010,album,2008-04-15,10,
alb_0118,Album 118,art_0020,single,2016-08-07,6,
alb_0119,Album 119,art_0034,album,2012-05-26,5,
