playlist_id,name,description,owner_id,public,collaborative
pl_greek,Greek Taverna Ambiance,Music for restaurant,sp_aaron,true,false
pl_bouzouki,Bouzouki Practice,Personal practice tracks,sp_aaron,false,false
pl_0000,Playlist 0,,sp_aaron,false,false
pl_0001,Playlist 1,,sp_aaron,true,false
pl_0002,Playlist 2,,sp_aaron,true,false
pl_0003,Playlist 3,,sp_aaron,true,false
pl_0004,Playlist 4,,sp_aaron,true,false
pl_0005,Playlist 5,,sp_aaron,true,false
pl_0006,Playlist 6,,sp_aaron,false,false
pl_0007,Playlist 7,,sp_aaron,true,false
pl_0008,Playlist 8,,sp_aaron,false,false
pl_0009,Playlist 9,,sp_aaron,true,false
pl_0010,Playlist 10,,sp_aaron,true,false
pl_0011,Playlist 11,,sp_aaron,false,false
pl_0012,Playlist 12,,sp_aaron,false,false
pl_0013,Playlist 13,,sp_aaron,false,false
pl_0014,Playlist 14,,sp_aaron,false,false
pl_0015,Playlist 15,,sp_aaron,false,false
pl_0016,Playlist 16,,sp_aaron,true,false
pl_0017,Playlist 17,,sp_aaron,true,false
pl_0018,Playlist 18,,sp_aaron,true,false
pl_0019,Playlist 19,,sp_aaron,false,false
pl_0020,Playlist 20,,sp_aaron,true,false
pl_0021,Playlist 21,,sp_aaron,true,false
pl_0022,Playlist 22,,sp_aaron,true,false
pl_0023,Playlist 23,,sp_aaron,false,false
pl_0024,Playlist 24,,sp_aaron,true,false
pl_0025,Playlist 25,,sp_aaron,true,false
pl_0026,Playlist 26,,sp_aaron,true,false
pl_0027,Playlist 27,,sp_aaron,false,false
pl_0028,Playlist 28,,sp_aaron,false,false
pl_0029,Playlist 29,,sp_aaron,true,false
pl_0030,Playlist 30,,sp_aaron,true,false
pl_0031,Playlist 31,,sp_aaron,true,false
pl_0032,Playlist 32,,sp_aaron,true,false
pl_0033,Playlist 33,,sp_aaron,false,false
pl_0034,Playlist 34,,sp_aaron,false,false
pl_0035,Playlist 35,,sp_aaron,true,false
pl_0036,Playlist 36,,sp_aaron,true,false
pl_0037,Playlist 37,,sp_aaron,true,false
pl_0038,Playlist 38,,sp_aaron,false,false
pl_0039,Playlist 39,,sp_aaron,true,false
pl_0040,Playlist 40,,sp_aaron,true,false
pl_0041,Playlist 41,,sp_aaron,false,false
pl_0042,Playlist 42,,sp_aaron,true,false
pl_0043,Playlist 43,,sp_aaron,true,false
pl_0044,Playlist 44,,sp_aaron,false,false
pl_0045,Playlist 45,,sp_aaron,true,false
pl_0046,Playlist 46,,sp_aaron,true,false
pl_0047,Playlist 47,,sp_aaron,true,false
pl_0048,Playlist 48,,sp_aaron,false,false
pl_0049,Playlist 49,,sp_aaron,true,false
pl_0050,Playlist 50,,sp_aaron,false,false
pl_0051,Playlist 51,,sp_aaron,false,false
pl_0052,Playlist 52,,sp_aaron,false,false
pl_0053,Playlist 53,,sp_aaron,true,false
pl_0054,Playlist 54,,sp_aaron,false,false
pl_0055,Playlist 55,,sp_aaron,true,false
pl_0056,Playlist 56,,sp_aaron,true,false
pl_0057,Playlist 57,,sp_aaron,true,false
pl_0058,Playlist 58,,sp_aaron,true,false
pl_0059,Playlist 59,,sp_aaron,false,false
pl_0060,Playlist 60,,sp_aaron,true,false
pl_0061,Playlist 61,,sp_aaron,false,false
pl_0062,Playlist 62,,sp_aaron,true,false
pl_0063,Playlist 63,,sp_aaron,false,false
pl_0064,Playlist 64,,sp_aaron,true,false
pl_0065,Playlist 65,,sp_aaron,true,false
pl_0066,Playlist 66,,sp_aaron,true,false
pl_0067,Playlist 67,,sp_aaron,true,false
pl_0068,Playlist 68,,sp_aaron,false,false
pl_0069,Playlist 69,,sp_aaron,true,false
pl_0070,Playlist 70,,sp_aaron,false,false
pl_0071,Playlist 71,,sp_aaron,true,false
pl_0072,Playlist 72,,sp_aaron,true,false
pl_0073,Playlist 73,,sp_aaron,false,false
pl_0074,Playlist 74,,sp_aaron,true,false
pl_0075,Playlist 75,,sp_aaron,false,false
pl_0076,Playlist 76,,sp_aaron,false,false
pl_0077,Playlist 77,,sp_aaron,false,false
pl_0078,Playlist 78,,sp_aaron,true,false
pl_0079,Playlist 79,,sp_aaron,false,false
pl_0080,Playlist 80,,sp_aaron,true,false
pl_0081,Playlist 81,,sp_aaron,false,false
pl_0082,Playlist 82,,sp_aaron,false,false
pl_0083,Playlist 83,,sp_aaron,false,false
pl_0084,Playlist 84,,sp_aaron,false,false
pl_0085,Playlist 85,,sp_aaron,false,false
pl_0086,Playlist 86,,sp_aaron,true,false
pl_0087,Playlist 87,,sp_aaron,false,false
pl_0088,Playlist 88,,sp_aaron,true,false
pl_0089,Playlist 89,,sp_aaron,false,false
pl_0090,Playlist 90,,sp_aaron,true,false
pl_0091,Playlist 91,,sp_aaron,true,false
pl_0092,Playlist 92,,sp_aaron,false,false
pl_0093,Playlist 93,,sp_aaron,true,false
pl_0094,Playlist 94,,sp_aaron,true,false
pl_0095,Playlist 95,,sp_aaron,true,false
pl_0096,Playlist 96,,sp_aaron,false,false
pl_0097,Playlist 97,,sp_aaron,true,false
pl_0098,Playlist 98,,sp_aaron,false,false
pl_0099,Playlist 99,,sp_aaron,true,false
pl_0100,Playlist 100,,sp_aaron,true,false
pl_0101,Playlist 101,,sp_aaron,false,false
pl_0102,Playlist 102,,sp_aaron,true,false
pl_0103,Playlist 103,,sp_aaron,false,false
pl_0104,Playlist 104,,sp_aaron,true,false
pl_0105,Playlist 105,,sp_aaron,true,false
pl_0106,Playlist 106,,sp_aaron,true,false
pl_0107,Playlist 107,,sp_aaron,true,false
pl_0108,Playlist 108,,sp_aaron,false,false
pl_0109,Playlist 109,,sp_aaron,true,false
pl_0110,Playlist 110,,sp_aaron,true,false
pl_0111,Playlist 111,,sp_aaron,true,false
pl_0112,Playlist 112,,sp_aaron,true,false
pl_0113,Playlist 113,,sp_aaron,true,false
pl_0114,Playlist 114,,sp_aaron,true,false
pl_0115,Playlist 115,,sp_aaron,true,false
pl_0116,Playlist 116,,sp_aaron,false,false
pl_0117,Playlist 117,,sp_aaron,false,false
pl_0118,Playlist 118,,sp_aaron,true,false
pl_0119,Playlist 119,,sp_aaron,false,false
