artist_id,name,genres,followers,popularity
art_0000,Artist 0,rebetiko,76431,91
art_0001,Artist 1,greek,42002,52
art_0002,Artist 2,rebetiko,5721,98
art_0003,Artist 3,rebetiko,20540,54
art_0004,Artist 4,mediterranean,65120,76
art_0005,Artist 5,greek,68980,83
art_0006,Artist 6,jazz,46261,16
art_0007,Artist 7,mediterranean,76721,97
art_0008,Artist 8,rebetiko,35919,23
art_0009,Artist 9,mediterranean,25796,97
art_0010,Artist 10,mediterranean,94045,76
art_0011,Artist 11,mediterranean,15808,12
art_0012,Artist 12,greek,53604,56
art_0013,Artist 13,rebetiko,67898,10
art_0014,Artist 14,jazz,31753,10
art_0015,Artist 15,greek,71720,100
art_0016,Artist 16,greek,86885,61
art_0017,Artist 17,classical,74388,54
art_0018,Artist 18,rebetiko,21714,95
art_0019,Artist 19,mediterranean,30883,58
art_0020,Artist 20,jazz,65777,38
art_0021,Artist 21,mediterranean,97919,69
art_0022,Artist 22,mediterranean,40256,17
art_0023,Artist 23,jazz,70363,12
art_0024,Artist 24,jazz,23336,80
art_0025,Artist 25,greek,48204,75
art_0026,Artist 26,jazz,73308,62
art_0027,Artist 27,greek,91585,10
art_0028,Artist 28,greek,32665,63
art_0029,Artist 29,jazz,10669,67
art_0030,Artist 30,mediterranean,18338,15
art_0031,Artist 31,jazz,81463,82
art_0032,Artist 32,classical,3601,41
art_0033,Artist 33,classical,98038,25
art_0034,Artist 34,mediterranean,82522,31
art_0035,Artist 35,greek,91424,63
art_0036,Artist 36,mediterranean,63279,44
art_0037,Artist 37,jazz,42225,15
art_0038,Artist 38,rebetiko,88088,47
art_0039,Artist 39,greek,69913,58
art_0040,Artist 40,rebetiko,23364,57
art_0041,Artist 41,rebetiko,87785,61
art_0042,Artist 42,rebetiko,17202,90
art_0043,Artist 43,rebetiko,41543,45
art_0044,Artist 44,jazz,47659,15
art_0045,Artist 45,mediterranean,67518,97
art_0046,Artist 46,mediterranean,51020,35
art_0047,Artist 47,classical,22353,80
art_0048,Artist 48,greek,99363,40
art_0049,Artist 49,classical,75044,33
art_0050,Artist 50,classical,30028,24
art_0051,Artist 51,greek,56676,22
art_0052,Artist 52,jazz,40116,54
art_0053,Artist 53,rebetiko,72524,81
art_0054,Artist 54,classical,67146,42
art_0055,Artist 55,jazz,38686,24
art_0056,Artist 56,classical,94095,35
art_0057,Artist 57,jazz,35799,71
art_0058,Artist 58,greek,7674,48
art_0059,Artist 59,greek,50906,71
art_0060,Artist 60,rebetiko,31334,98
art_0061,Artist 61,rebetiko,98770,71
art_0062,Artist 62,mediterranean,4835,43
art_0063,Artist 63,mediterranean,56619,50
art_0064,Artist 64,classical,84188,95
art_0065,Artist 65,greek,18284,56
art_0066,Artist 66,rebetiko,8466,48
art_0067,Artist 67,mediterranean,70122,57
art_0068,Artist 68,greek,95620,90
art_0069,Artist 69,mediterranean,59573,79
art_0070,Artist 70,rebetiko,78155,70
art_0071,Artist 71,rebetiko,18053,95
art_0072,Artist 72,classical,82541,20
art_0073,Artist 73,greek,87974,88
art_0074,Artist 74,jazz,25939,73
art_0075,Artist 75,mediterranean,70543,77
art_0076,Artist 76,classical,92914,64
art_0077,Artist 77,rebetiko,74128,11
art_0078,Artist 78,rebetiko,92312,88
art_0079,Artist 79,mediterranean,46446,65
art_0080,Artist 80,greek,40456,62
art_0081,Artist 81,rebetiko,57210,36
art_0082,Artist 82,classical,97426,73
art_0083,Artist 83,rebetiko,70925,86
art_0084,Artist 84,classical,41818,58
art_0085,Artist 85,mediterranean,15371,64
art_0086,Artist 86,greek,46719,62
art_0087,Artist 87,rebetiko,86974,100
art_0088,Artist 88,jazz,47690,51
art_0089,Artist 89,rebetiko,87859,22
art_0090,Artist 90,classical,67911,54
art_0091,Artist 91,greek,88146,24
art_0092,Artist 92,greek,76077,91
art_0093,Artist 93,classical,95692,98
art_0094,Artist 94,jazz,77737,93
art_0095,Artist 95,greek,57653,84
art_0096,Artist 96,classical,24221,89
art_0097,Artist 97,jazz,23166,77
art_0098,Artist 98,rebetiko,1508,85
art_0099,Artist 99,jazz,82998,68
art_0100,Artist 100,mediterranean,9676,81
art_0101,Artist 101,greek,13609,62
art_0102,Artist 102,greek,82946,59
art_0103,Artist 103,jazz,5768,65
art_0104,Artist 104,classical,45950,18
art_0105,Artist 105,greek,45352,76
art_0106,Artist 106,jazz,57765,56
art_0107,Artist 107,greek,50547,24
art_0108,Artist 108,classical,85628,89
art_0109,Artist 109,jazz,64839,79
art_0110,Artist 110,rebetiko,14519,57
art_0111,Artist 111,greek,48882,38
art_0112,Artist 112,greek,68825,56
art_0113,Artist 113,rebetiko,25861,55
art_0114,Artist 114,jazz,1633,59
art_0115,Artist 115,jazz,17845,70
art_0116,Artist 116,jazz,90443,60
art_0117,Artist 117,jazz,78883,13
art_0118,Artist 118,rebetiko,84145,66
art_0119,Artist 119,mediterranean,9287,24
