product_id,retailer_id,name,brand,category,unit_size,price,in_stock,sale_price,image_url
prd_001,ret_001,European Style Butter,Kerrygold,Dairy,8 oz,3.99,true,,
prd_002,ret_001,Bread Flour,King Arthur,Baking,5 lb,5.49,true,,
prd_003,ret_001,Organic Eggs,Vital Farms,Dairy,12 ct,2.99,true,,
prd_0004,ret_001,Product_0,Brand,Grocery,1 ea,6.93,true,,
prd_0005,ret_001,Product_1,Brand,Grocery,1 ea,13.85,true,,
prd_0006,ret_001,Product_2,Brand,Grocery,1 ea,6.98,true,,
prd_0007,ret_001,Product_3,Brand,Grocery,1 ea,11.71,true,,
prd_0008,ret_001,Product_4,Brand,Grocery,1 ea,5.23,true,,
prd_0009,ret_001,Product_5,Brand,Grocery,1 ea,4.48,true,,
prd_0010,ret_001,Product_6,Brand,Grocery,1 ea,10.45,true,,
prd_0011,ret_001,Product_7,Brand,Grocery,1 ea,1.39,true,,
prd_0012,ret_001,Product_8,Brand,Grocery,1 ea,10.81,true,,
prd_0013,ret_001,Product_9,Brand,Grocery,1 ea,13.42,true,,
prd_0014,ret_001,Product_10,Brand,Grocery,1 ea,5.10,true,,
prd_0015,ret_001,Product_11,Brand,Grocery,1 ea,9.50,true,,
prd_0016,ret_001,Product_12,Brand,Grocery,1 ea,4.69,true,,
prd_0017,ret_001,Product_13,Brand,Grocery,1 ea,10.06,true,,
prd_0018,ret_001,Product_14,Brand,Grocery,1 ea,9.96,true,,
prd_0019,ret_001,Product_15,Brand,Grocery,1 ea,13.58,true,,
prd_0020,ret_001,Product_16,Brand,Grocery,1 ea,8.20,true,,
prd_00021,ret_001,Apples,Brand,Grocery,1 ea,2.87,true,,
prd_00022,ret_001,Bananas,Brand,Grocery,1 ea,3.24,true,,
prd_00023,ret_001,Chicken,Brand,Grocery,1 ea,1.07,true,,
prd_00024,ret_001,Pasta,Brand,Grocery,1 ea,9.31,true,,
prd_00025,ret_001,Rice,Brand,Grocery,1 ea,11.99,true,,
prd_00026,ret_001,Cereal,Brand,Grocery,1 ea,13.15,true,,
prd_00027,ret_001,Coffee,Brand,Grocery,1 ea,2.00,true,,
prd_00028,ret_001,Tea,Brand,Grocery,1 ea,10.80,true,,
prd_00029,ret_001,Juice,Brand,Grocery,1 ea,10.10,true,,
prd_00030,ret_001,Milk,Brand,Grocery,1 ea,1.41,true,,
prd_00031,ret_001,Bread,Brand,Grocery,1 ea,5.27,true,,
prd_00032,ret_001,Eggs,Brand,Grocery,1 ea,13.94,true,,
prd_00033,ret_001,Cheese,Brand,Grocery,1 ea,6.46,true,,
prd_00034,ret_001,Butter,Brand,Grocery,1 ea,5.97,true,,
prd_00035,ret_001,Yogurt,Brand,Grocery,1 ea,9.72,true,,
prd_00036,ret_001,Apples,Brand,Grocery,1 ea,5.18,true,,
prd_00037,ret_001,Bananas,Brand,Grocery,1 ea,7.66,true,,
prd_00038,ret_001,Chicken,Brand,Grocery,1 ea,5.65,true,,
prd_00039,ret_001,Pasta,Brand,Grocery,1 ea,3.61,true,,
prd_00040,ret_001,Rice,Brand,Grocery,1 ea,2.33,true,,
prd_00041,ret_001,Cereal,Brand,Grocery,1 ea,4.29,true,,
prd_00042,ret_001,Coffee,Brand,Grocery,1 ea,13.94,true,,
prd_00043,ret_001,Tea,Brand,Grocery,1 ea,12.31,true,,
prd_00044,ret_001,Juice,Brand,Grocery,1 ea,6.22,true,,
prd_00045,ret_001,Milk,Brand,Grocery,1 ea,13.30,true,,
prd_00046,ret_001,Bread,Brand,Grocery,1 ea,13.53,true,,
prd_00047,ret_001,Eggs,Brand,Grocery,1 ea,2.19,true,,
prd_00048,ret_001,Cheese,Brand,Grocery,1 ea,11.24,true,,
prd_00049,ret_001,Butter,Brand,Grocery,1 ea,11.22,true,,
prd_00050,ret_001,Yogurt,Brand,Grocery,1 ea,5.93,true,,
