id,name,media_count
17840001016,teamfitness,2340000
17840001017,schoolsports,1560000
17840001018,fitnessclass,3890000
17840001019,athletics,5670000
17840001020,communityfitness,890000
17840001021,teamtraining,1230000
17840001022,gym,18900000
17840001023,training,21500000
17840001024,schoolsports,16639899
17840001025,gym,2557010
17840001026,gym,15957112
17840001027,gym,1927380
17840001028,teamtraining,4088739
17840001029,schoolsports,14964249
17840001030,gym,18717732
17840001031,gym,11041528
17840001032,communityfitness,20478128
17840001033,schoolsports,13077523
17840001034,training,21266269
17840001035,schoolsports,20610569
17840001036,teamfitness,20219028
17840001037,schoolsports,5765852
17840001038,teamfitness,1418645
17840001039,training,18680000
17840001040,fitnessclass,9674404
17840001041,teamfitness,20370270
17840001042,fitnessclass,17733791
17840001043,fitnessclass,1024384
17840001044,teamtraining,11921433
17840001045,schoolsports,9116522
17840001046,communityfitness,2176812
17840001047,training,2340106
17840001048,teamtraining,8746213
17840001049,teamtraining,958954
17840001050,fitnessclass,20144412
17840001051,schoolsports,2726217
17840001052,teamtraining,18050307
17840001053,training,20629928
17840001054,athletics,10899988
17840001055,teamfitness,3379946
17840001056,teamtraining,1863272
17840001057,teamfitness,8551779
17840001058,communityfitness,18757448
17840001059,gym,1495684
17840001060,teamtraining,5177998
17840001061,schoolsports,6032671
17840001062,schoolsports,12565975
17840001063,fitnessclass,9653399
17840001064,teamfitness,16193028
17840001065,teamfitness,4001145
17840001066,athletics,20216573
17840001067,training,5338093
17840001068,athletics,12885668
17840001069,gym,13198678
17840001070,teamfitness,19029779
17840001071,fitnessclass,12238426
17840001072,athletics,11981658
17840001073,schoolsports,12725958
17840001074,fitnessclass,9229740
17840001075,communityfitness,21076742
17840001076,communityfitness,19166467
17840001077,communityfitness,20183881
17840001078,training,11064297
17840001079,fitnessclass,11908529
17840001080,training,12806583
17840001081,training,7100002
17840001082,communityfitness,8685472
17840001083,schoolsports,16894206
17840001084,communityfitness,8448636
17840001085,teamtraining,3790262
17840001086,schoolsports,9806764
17840001087,athletics,15145099
17840001088,communityfitness,4721717
17840001089,schoolsports,13794358
17840001090,fitnessclass,7043262
17840001091,training,6210715
17840001092,teamfitness,18514159
17840001093,fitnessclass,20418411
17840001094,teamfitness,16467571
17840001095,training,12992535
17840001096,gym,5745316
17840001097,teamfitness,17168760
17840001098,fitnessclass,9303257
17840001099,schoolsports,16946611
17840001100,communityfitness,18257578
17840001101,teamfitness,18068471
17840001102,training,15797931
17840001103,teamfitness,8059615
17840001104,teamtraining,11946953
17840001105,fitnessclass,1033763
17840001106,communityfitness,20677042
17840001107,communityfitness,16034079
17840001108,athletics,6100548
17840001109,athletics,17752705
17840001110,gym,3542770
17840001111,training,12606800
17840001112,training,17433081
17840001113,training,20552060
17840001114,teamfitness,1402592
17840001115,athletics,5215236
17840001116,communityfitness,7595975
17840001117,athletics,17397099
17840001118,gym,20298837
17840001119,training,14466743
17840001120,fitnessclass,1633599
17840001121,gym,16620001
17840001122,schoolsports,6623638
17840001123,schoolsports,8315372
17840001124,schoolsports,7320654
17840001125,athletics,6411409
17840001126,athletics,8546247
17840001127,gym,8388996
17840001128,communityfitness,15455921
17840001129,teamtraining,19489685
17840001130,fitnessclass,7984852
17840001131,communityfitness,5889777
17840001132,training,7705544
17840001133,gym,11115778
17840001134,fitnessclass,909898
17840001135,teamtraining,15390269
17840001136,teamfitness,13778122
17840001137,fitnessclass,13337921
17840001138,communityfitness,16529587
17840001139,teamtraining,18645597
17840001140,communityfitness,5172155
17840001141,schoolsports,8982348
17840001142,teamtraining,18406346
17840001143,athletics,10681835
17840001144,communityfitness,17813160
17840001145,teamfitness,8031033
17840001146,teamtraining,19427803
17840001147,teamfitness,6395190
17840001148,athletics,10177283
17840001149,athletics,6384480
17840001150,gym,13597605
17840001151,training,9326621
17840001152,athletics,2426370
17840001153,training,21059673
17840001154,teamfitness,15489021
17840001155,schoolsports,20353754
17840001156,athletics,17793358
17840001157,training,14833675
17840001158,teamtraining,16619712
17840001159,communityfitness,6512283
17840001160,communityfitness,9772528
17840001161,teamtraining,11927566
17840001162,training,4967256
17840001163,schoolsports,8578566
17840001164,gym,2244909
17840001165,teamtraining,20152206
17840001166,teamfitness,18814538
17840001167,teamtraining,14020799
17840001168,communityfitness,15550537
17840001169,training,3852731
17840001170,teamtraining,8546623
17840001171,communityfitness,1677800
17840001172,teamtraining,14249979
17840001173,fitnessclass,11509175
17840001174,schoolsports,1702115
17840001175,fitnessclass,1977843
17840001176,gym,8841657
17840001177,training,13677273
17840001178,training,13112814
17840001179,teamfitness,18278859
17840001180,training,5932157
17840001181,gym,16966097
17840001182,training,5232794
17840001183,teamfitness,12662584
17840001184,teamtraining,14586999
17840001185,training,12797215
17840001186,schoolsports,5253098
17840001187,teamtraining,14020973
17840001188,athletics,10001942
17840001189,fitnessclass,14574586
17840001190,gym,12728535
17840001191,teamfitness,13812825
17840001192,teamtraining,9877746
17840001193,fitnessclass,7484297
17840001194,gym,923840
17840001195,gym,1623449
17840001196,teamfitness,20055869
17840001197,schoolsports,11448173
17840001198,teamfitness,9776607
17840001199,fitnessclass,7408970
17840001200,gym,20414528
17840001201,fitnessclass,9377551
17840001202,teamfitness,3053689
17840001203,communityfitness,12912199
17840001204,teamfitness,21110558
17840001205,fitnessclass,11246644
17840001206,teamtraining,14468904
17840001207,athletics,12270841
17840001208,teamfitness,15792108
17840001209,fitnessclass,16979007
17840001210,gym,15951492
17840001211,athletics,9148591
17840001212,athletics,18750336
17840001213,gym,2643810
17840001214,teamfitness,1743712
17840001215,athletics,18577166
17840001216,gym,9787874
17840001217,teamtraining,12277516
17840001218,schoolsports,16387706
17840001219,gym,15228042
17840001220,teamfitness,1282230
17840001221,teamfitness,5825926
17840001222,fitnessclass,13097855
17840001223,fitnessclass,18369155
17840001224,training,21139674
17840001225,communityfitness,12478016
17840001226,fitnessclass,20187086
17840001227,gym,13774467
17840001228,fitnessclass,13229155
17840001229,schoolsports,7208629
17840001230,teamtraining,3080757
17840001231,gym,4217281
17840001232,athletics,6691150
17840001233,training,5478308
17840001234,athletics,15024516
17840001235,teamfitness,11746974
17840001236,fitnessclass,11807571
17840001237,training,3019462
17840001238,schoolsports,14747838
17840001239,communityfitness,13881524
17840001240,teamfitness,9745377
17840001241,gym,14828526
17840001242,fitnessclass,6018464
17840001243,training,12573025
17840001244,teamfitness,17979672
17840001245,athletics,11315757
17840001246,teamtraining,4778989
17840001247,gym,6276340
17840001248,schoolsports,10009261
17840001249,gym,16069601
17840001250,gym,1546657
17840001251,fitnessclass,12810669
17840001252,athletics,19718279
17840001253,training,2171859
17840001254,athletics,16978766
17840001255,schoolsports,11514438
17840001256,fitnessclass,3015640
17840001257,gym,1819664
17840001258,training,18136765
17840001259,schoolsports,10880089
17840001260,training,3884264
