media_id,impressions,reach,engagement,saves,shares,profile_visits,follows
17900001029,28500,23000,3562,340,175,230,55
17900001030,11600,9400,1453,98,45,78,15
17900001031,8600,7000,1083,42,18,35,5
17900001032,28800,23200,3584,348,180,235,57
17900001033,11400,9200,1430,95,42,75,14
17900001034,8800,7100,1105,44,20,37,6
17900001035,28200,22800,3540,335,170,225,53
17900001036,11800,9500,1475,100,48,80,16
17900001037,22667,8033,1231,291,116,170,30
17900001038,26678,16271,2674,244,86,60,40
17900001039,15147,13030,1831,163,54,50,43
17900001040,28697,22542,2684,145,49,143,42
17900001041,10325,19599,2098,84,107,40,11
17900001042,12751,7788,1605,320,123,186,23
17900001043,16302,8127,2340,90,154,230,7
17900001044,15513,15543,3135,153,157,52,52
17900001045,24513,18785,2347,141,173,39,55
17900001046,26523,19900,1487,240,172,161,26
17900001047,10535,11220,3314,338,129,79,47
17900001048,14892,15216,2708,269,44,222,42
17900001049,17189,11758,3143,99,104,192,34
17900001050,28158,19541,1872,107,25,114,46
17900001051,16372,10937,1702,299,62,86,15
17900001052,10819,18803,3060,56,46,191,42
17900001053,19108,21377,2276,116,151,200,26
17900001054,18665,18970,1599,227,122,68,51
17900001055,18269,20819,2131,239,31,95,49
17900001056,18461,17523,2135,289,123,107,7
17900001057,23610,8835,1580,190,120,130,15
17900001058,13957,18833,1609,114,42,146,18
17900001059,19512,15134,1841,299,94,97,27
17900001060,16383,8224,2935,219,69,59,11
17900001061,12736,8596,2876,194,121,94,51
17900001062,12339,20541,3515,343,110,64,54
17900001063,26156,17626,1425,115,136,61,13
17900001064,24117,10959,1757,255,111,120,52
17900001065,14045,20090,1807,154,81,233,39
17900001066,16069,16516,3030,335,59,137,55
17900001067,16259,12142,1366,141,58,100,52
17900001068,25370,21821,2431,113,153,41,14
17900001069,15516,22896,1186,339,79,52,23
17900001070,15108,11745,1240,82,41,178,33
17900001071,9881,21408,1087,198,140,187,48
17900001072,25955,22486,3014,124,93,220,43
17900001073,9112,18321,1780,102,96,140,33
17900001074,20030,13021,1607,128,38,135,8
17900001075,27257,17095,2066,206,178,83,33
17900001076,9295,9335,2799,77,77,59,54
17900001077,9177,7334,2763,226,151,93,19
17900001078,23875,14218,1825,215,127,38,26
17900001079,18924,16691,2460,312,51,143,14
17900001080,18148,16070,1353,63,174,233,41
17900001081,18964,10868,1442,168,146,166,37
17900001082,20983,12716,3051,228,118,215,43
17900001083,26222,21979,3017,73,111,70,37
17900001084,12733,7756,2304,299,30,186,55
17900001085,9941,13012,2413,196,98,189,55
17900001086,14918,12164,1246,317,111,175,16
17900001087,18439,20668,3294,277,32,181,27
17900001088,21185,10535,2696,314,90,46,47
17900001089,21217,9193,2776,260,93,119,36
17900001090,17762,19566,1914,151,46,199,44
17900001091,13201,9299,1143,143,94,137,20
17900001092,9576,14499,2006,287,133,109,32
17900001093,21551,13950,2450,146,34,74,54
17900001094,26058,19322,2684,66,149,133,27
17900001095,14132,15567,2580,160,177,223,42
17900001096,19763,19716,3439,116,139,185,15
17900001097,27060,23119,3542,62,175,224,24
17900001098,20184,7195,3175,294,56,131,42
17900001099,17895,19544,2499,86,36,110,16
17900001100,19935,9595,1913,69,171,147,28
17900001101,12286,12174,2102,188,143,193,32
17900001102,19733,7556,2287,258,95,123,34
17900001103,10176,13092,2137,231,110,114,41
17900001104,24132,9478,2382,107,157,85,22
17900001105,28433,16672,2167,251,110,178,16
17900001106,24353,13446,3289,261,126,76,52
17900001107,19614,19187,2736,289,126,213,47
17900001108,25423,17782,2168,206,80,59,38
17900001109,8945,12294,3149,253,111,188,28
17900001110,12575,12720,2890,336,173,224,21
17900001111,19166,12810,1456,328,95,229,56
17900001112,17200,20675,1800,217,177,67,22
17900001113,21676,13722,1684,91,170,38,19
17900001114,11708,15059,2682,203,51,195,17
17900001115,27303,20614,1096,156,102,135,25
17900001116,12568,8364,3507,230,162,55,22
17900001117,9279,8204,2987,109,47,230,42
17900001118,23927,20764,3393,140,44,92,22
17900001119,14914,15240,1101,261,55,107,6
17900001120,13346,23002,1281,142,135,198,21
17900001121,18776,21063,2554,123,143,35,29
17900001122,17963,14544,3048,260,128,179,39
17900001123,19438,9839,1894,90,25,199,11
17900001124,11833,16810,2694,161,142,88,9
17900001125,9855,14997,2800,45,134,109,23
17900001126,17693,14985,3303,63,61,147,40
17900001127,14162,17729,3029,320,90,220,39
17900001128,22697,16734,3556,311,103,138,15
17900001129,24829,17307,1125,117,160,44,17
17900001130,20661,11807,3523,163,173,128,19
17900001131,23940,12547,3041,178,76,52,7
17900001132,13181,8934,3114,146,76,175,11
17900001133,22577,13284,1101,215,126,138,17
17900001134,15750,9729,1658,113,99,85,6
17900001135,19099,22330,2794,293,169,157,48
17900001136,18547,10934,2694,258,153,161,31
17900001137,27308,10257,1200,86,176,213,15
17900001138,11550,14238,1847,219,43,115,33
17900001139,23094,16615,2689,74,73,165,30
17900001140,20348,13005,1664,146,74,99,35
17900001141,23247,10948,1565,191,27,126,35
17900001142,19859,8282,3098,60,40,57,20
17900001143,13516,15323,2099,230,107,43,5
17900001144,17741,8259,1712,166,97,148,20
17900001145,21149,8389,1693,155,130,139,41
17900001146,9611,15385,1795,156,62,113,15
17900001147,8896,15837,2106,181,46,175,17
17900001148,26963,12337,3136,64,128,102,9
17900001149,26402,7286,2230,55,27,160,17
17900001150,18313,20278,3513,297,93,212,9
17900001151,22288,22503,1407,140,154,37,55
17900001152,27522,10912,3237,133,162,169,42
17900001153,18087,19078,1275,66,71,108,40
17900001154,16724,23107,1934,335,43,72,55
17900001155,12759,22199,1157,167,163,149,41
17900001156,28236,10658,1389,320,138,57,6
17900001157,9858,10689,1157,238,170,127,43
17900001158,22957,11795,2586,224,91,73,29
