catalog_object_id,location_id,quantity,state
VAR_DRAIN_CLEAN_R,LOC_FISHTOWN,9999,IN_STOCK
VAR_BOILER_REPAIR_R,LOC_FISHTOWN,9999,IN_STOCK
VAR_EMERGENCY_CALL_R,LOC_FISHTOWN,9999,IN_STOCK
VAR_HOSE_BIB_WINTER_R,LOC_FISHTOWN,9999,IN_STOCK
VAR_TOILET_REPLACE_R,LOC_FISHTOWN,9999,IN_STOCK
VAR_WATER_HEATER_R,LOC_FISHTOWN,9999,IN_STOCK
VAR_PIPE_REPAIR_PEX_R,LOC_FISHTOWN,9999,IN_STOCK
VAR_GREASE_TRAP_R,LOC_FISHTOWN,9999,IN_STOCK
VAR_REFUND_TENANT_R,LOC_FISHTOWN,9999,IN_STOCK
VAR_DISPATCH_FEE_R,LOC_FISHTOWN,9999,IN_STOCK
