id,order_id,customer_id,amount,currency,status,source_type,location_id,receipt_number,created_at
PAY_STERLING_REFUND_PEARL,ORD_STERLING_PEARL,CUST_STERLING,31500,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP_INV_2026_09_1147,2026-10-22T14:35:00Z
PAY_GREENE_GREASE_01,ORD_GREENE_GREASE_01,CUST_GREENE,42000,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP201,2026-09-12T11:30:00Z
PAY_BREWHOUSE_DRAIN_01,ORD_BREWHOUSE_DRAIN_01,CUST_BREWHOUSE,30500,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP202,2026-09-18T14:25:00Z
PAY_RIVERWARDS_BOILER_01,ORD_RIVERWARDS_BOILER_01,CUST_RIVERWARDS,33000,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP203,2026-09-22T16:10:00Z
PAY_PHLRP_WATER_01,ORD_PHLRP_WATER_01,CUST_PHLRP,98000,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP204,2026-09-25T17:45:00Z
PAY_HARTMAN_HOSE_01,ORD_HARTMAN_HOSE_01,CUST_HARTMAN,27400,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP205,2026-10-02T13:20:00Z
PAY_QUINONES_TOILET_01,ORD_QUINONES_TOILET_01,CUST_QUINONES,158500,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP206,2026-10-04T15:50:00Z
PAY_GOLDFARB_EMER_01,ORD_GOLDFARB_EMER_01,CUST_GOLDFARB,46000,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP207,2026-10-08T19:15:00Z
PAY_BIANCHI_DRAIN_01,ORD_BIANCHI_DRAIN_01,CUST_BIANCHI,21000,USD,COMPLETED,CASH,LOC_FISHTOWN,RCP208,2026-10-10T12:05:00Z
PAY_GRECO_DISPATCH_01,ORD_GRECO_DISPATCH_01,CUST_GRECO,9500,USD,COMPLETED,CASH,LOC_FISHTOWN,RCP209,2026-10-12T10:40:00Z
PAY_BRENNAN_PIPE_01,ORD_BRENNAN_PIPE_01,CUST_BRENNAN,27000,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP210,2026-10-14T14:55:00Z
PAY_TRINH_BOILER_01,ORD_TRINH_BOILER_01,CUST_TRINH,26000,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP211,2026-10-16T16:30:00Z
PAY_STERLING_HOSE_01,ORD_STERLING_HOSE_01,CUST_STERLING,41100,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP212,2026-10-18T11:20:00Z
PAY_GREENE_DRAIN_02,ORD_GREENE_DRAIN_02,CUST_GREENE,30500,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP213,2026-10-19T15:10:00Z
PAY_BREWHOUSE_EMER_01,ORD_BREWHOUSE_EMER_01,CUST_BREWHOUSE,28500,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP214,2026-10-20T20:25:00Z
PAY_GOLDFINCH_F01,ORD_GOLDFINCH_F01,CUST_GOLDFINCH,40075,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP600,2026-10-14T05:15:00Z
PAY_BERKS_F02,ORD_BERKS_F02,CUST_BERKSBAKERY,31775,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP601,2026-10-11T13:45:00Z
PAY_TIOGA_F03,ORD_TIOGA_F03,CUST_TIOGATAVERN,46549,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP602,2026-10-13T15:50:00Z
PAY_WYOMING_F04,ORD_WYOMING_F04,CUST_WYOMINGLOFTS,24349,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP603,2026-09-19T03:00:00Z
PAY_CUMBERLAND_F05,ORD_CUMBERLAND_F05,CUST_CUMBERLAND,44549,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP604,2026-09-29T10:50:00Z
PAY_DIAMOND_F06,ORD_DIAMOND_F06,CUST_DIAMOND,75750,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP605,2026-08-11T22:10:00Z
PAY_MEMPHIS_F07,ORD_MEMPHIS_F07,CUST_MEMPHIS,43300,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP606,2026-09-24T13:25:00Z
PAY_HANCOCK_F08,ORD_HANCOCK_F08,CUST_HANCOCK,55875,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP607,2026-08-20T10:50:00Z
PAY_MARLBOROUGH_F09,ORD_MARLBOROUGH_F09,CUST_MARLBOROUGH,76225,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP608,2026-08-17T17:35:00Z
PAY_BELGRADE_F10,ORD_BELGRADE_F10,CUST_BELGRADE,40750,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP609,2026-09-13T03:25:00Z
PAY_GOLDFINCH_F11,ORD_GOLDFINCH_F11,CUST_GOLDFINCH,55699,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP610,2026-09-29T05:15:00Z
PAY_BERKS_F12,ORD_BERKS_F12,CUST_BERKSBAKERY,50125,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP611,2026-09-09T22:35:00Z
PAY_TIOGA_F13,ORD_TIOGA_F13,CUST_TIOGATAVERN,81575,USD,COMPLETED,CARD,LOC_FISHTOWN,RCP612,2026-08-25T06:00:00Z
