id,name,country,state,lat,lon,timezone
5520993,El Paso,US,TX,31.7587,-106.4869,America/Denver
5484349,Las Cruces,US,NM,32.3199,-106.7637,America/Denver
4671654,Austin,US,TX,30.2672,-97.7431,America/Chicago
5527554,Alpine,US,TX,30.3585,-103.6614,America/Chicago
5461996,Santa Fe,US,NM,35.687,-105.9378,America/Denver
5391959,San Francisco,US,CA,37.7749,-122.4194,America/Los_Angeles
5419384,Denver,US,CO,39.7392,-104.9903,America/Denver
5391811,San Diego,US,CA,32.7157,-117.1611,America/Los_Angeles
5308655,Phoenix,US,AZ,33.4484,-112.074,America/Phoenix
5309842,Prescott,US,AZ,34.54,-112.4685,America/Phoenix
5473452,Ruidoso,US,NM,33.3317,-105.6708,America/Denver
5453840,Albuquerque,US,NM,35.0844,-106.6504,America/Denver
4726206,San Antonio,US,TX,29.4241,-98.4936,America/Chicago
5391960,San Marcos,US,TX,29.8833,-97.9414,America/Chicago
5540070,Van Horn,US,TX,31.0403,-104.833,America/Chicago
