city_id,weather_id,weather_main,weather_description,weather_icon,temp,feels_like,temp_min,temp_max,pressure,humidity,wind_speed,wind_deg,clouds,visibility,dt
5520993,800,Clear,clear sky,01d,44.9,42.1,41.9,47.6,1023,68,3.7,230,10,9500,1796272200
5484349,801,Clouds,few clouds,02d,42.6,40.1,37.4,45.1,1015,32,5.1,160,41,10000,1796275800
4671654,802,Clouds,scattered clouds,03d,59.0,56.4,53.7,63.3,1024,47,11.2,222,63,8000,1796279400
5527554,803,Clouds,broken clouds,04d,48.7,45.4,44.9,52.7,1018,31,13.5,67,43,10000,1796283000
5461996,500,Rain,light rain,10d,57.3,54.5,51.8,60.8,1014,47,10.1,86,19,8000,1796286600
5391959,600,Snow,light snow,13d,65.2,63.0,61.2,69.7,1021,54,5.4,48,47,10000,1796290200
5419384,701,Mist,mist,50d,61.4,58.4,57.9,65.6,1019,49,11.3,77,11,8000,1796293800
5391811,800,Clear,clear sky,01d,43.6,40.4,38.7,47.9,1017,54,9.6,53,66,10000,1796297400
5308655,801,Clouds,few clouds,02d,50.9,48.8,46.9,54.4,1018,60,12.6,150,2,8000,1796301000
5309842,802,Clouds,scattered clouds,03d,47.5,45.8,42.1,50.0,1014,40,7.2,104,0,9500,1796304600
5473452,803,Clouds,broken clouds,04d,39.3,37.8,35.9,41.7,1019,29,10.3,227,61,10000,1796308200
5453840,500,Rain,light rain,10d,67.4,65.8,64.0,69.6,1020,67,8.7,353,15,10000,1796311800
4726206,600,Snow,light snow,13d,53.6,51.4,47.6,57.3,1023,46,7.9,75,87,8000,1796315400
5391960,701,Mist,mist,50d,53.1,50.7,47.7,57.9,1010,66,5.9,313,48,6000,1796319000
5540070,800,Clear,clear sky,01d,46.9,45.2,42.6,51.6,1013,59,12.8,191,83,9500,1796322600
