city_id,dt,dt_txt,temp,feels_like,temp_min,temp_max,pressure,humidity,weather_id,weather_main,weather_description,weather_icon,wind_speed,wind_deg,clouds,pop
1,00,,28.0,28.0,28.0,28.0,1013,50,,Partly Cloudy,Partly Cloudy,,12,,50,0
1,00,,27.5,27.5,27.5,27.5,1013,50,,Partly Cloudy,Partly Cloudy,,12,,50,0
1,00,,27.0,27.0,27.0,27.0,1013,50,,Partly Cloudy,Partly Cloudy,,13,,50,0
1,00,,26.5,26.5,26.5,26.5,1013,50,,Partly Cloudy,Partly Cloudy,,14,,50,0
1,00,,26.0,26.0,26.0,26.0,1013,50,,Partly Cloudy,Partly Cloudy,,14,,50,0
1,00,,25.5,25.5,25.5,25.5,1013,50,,Partly Cloudy,Partly Cloudy,,14,,50,0
1,00,,25.0,25.0,25.0,25.0,1013,50,,Partly Cloudy,Partly Cloudy,,15,,50,0
1,00,,24.5,24.5,24.5,24.5,1013,50,,Partly Cloudy,Partly Cloudy,,16,,50,0
1,00,,24.0,24.0,24.0,24.0,1013,50,,Partly Cloudy,Partly Cloudy,,16,,50,0
1,00,,23.5,23.5,23.5,23.5,1013,50,,Partly Cloudy,Partly Cloudy,,16,,50,0
1,00,,23.0,23.0,23.0,23.0,1013,50,,Partly Cloudy,Partly Cloudy,,17,,50,0
1,00,,22.5,22.5,22.5,22.5,1013,50,,Partly Cloudy,Partly Cloudy,,18,,50,0
1,00,,22.0,22.0,22.0,22.0,1013,50,,Partly Cloudy,Partly Cloudy,,18,,50,0
1,00,,22.3,22.3,22.3,22.3,1013,50,,Partly Cloudy,Partly Cloudy,,18,,50,0
1,00,,22.6,22.6,22.6,22.6,1013,50,,Partly Cloudy,Partly Cloudy,,19,,50,0
1,00,,22.9,22.9,22.9,22.9,1013,50,,Partly Cloudy,Partly Cloudy,,20,,50,0
1,00,,23.2,23.2,23.2,23.2,1013,50,,Partly Cloudy,Partly Cloudy,,20,,50,0
1,00,,23.5,23.5,23.5,23.5,1013,50,,Partly Cloudy,Partly Cloudy,,20,,50,0
1,00,,23.8,23.8,23.8,23.8,1013,50,,Increasing Clouds,Increasing Clouds,,21,,50,0
1,00,,24.1,24.1,24.1,24.1,1013,50,,Increasing Clouds,Increasing Clouds,,22,,50,0
1,00,,24.4,24.4,24.4,24.4,1013,50,,Increasing Clouds,Increasing Clouds,,22,,50,0
1,00,,24.7,24.7,24.7,24.7,1013,50,,Increasing Clouds,Increasing Clouds,,22,,50,0
1,00,,25.0,25.0,25.0,25.0,1013,50,,Increasing Clouds,Increasing Clouds,,23,,50,0
1,00,,25.3,25.3,25.3,25.3,1013,50,,Increasing Clouds,Increasing Clouds,,24,,50,0
1,00,,25.0,25.0,25.0,25.0,1013,50,,Overcast,Overcast,,20,,50,0
1,00,,24.0,24.0,24.0,24.0,1013,50,,Overcast,Overcast,,21,,50,0
1,00,,23.0,23.0,23.0,23.0,1013,50,,Overcast,Overcast,,22,,50,0
1,00,,22.0,22.0,22.0,22.0,1013,50,,Overcast,Overcast,,23,,50,0
1,00,,21.0,21.0,21.0,21.0,1013,50,,Overcast,Overcast,,24,,50,0
1,00,,20.0,20.0,20.0,20.0,1013,50,,Overcast,Overcast,,25,,50,0
1,00,,19.0,19.0,19.0,19.0,1013,50,,Overcast,Overcast,,26,,50,0
1,00,,18.0,18.0,18.0,18.0,1013,50,,Overcast,Overcast,,27,,50,0
1,00,,17.0,17.0,17.0,17.0,1013,50,,Overcast,Overcast,,28,,50,0
1,00,,16.0,16.0,16.0,16.0,1013,50,,Overcast,Overcast,,29,,50,0
1,00,,15.0,15.0,15.0,15.0,1013,50,,Overcast,Overcast,,30,,50,0
1,00,,14.0,14.0,14.0,14.0,1013,50,,Overcast,Overcast,,31,,50,0
1,00,,13.0,13.0,13.0,13.0,1013,50,,Overcast,Overcast,,32,,50,0
1,00,,13.2,13.2,13.2,13.2,1013,50,,Overcast,Overcast,,33,,50,0
1,00,,13.4,13.4,13.4,13.4,1013,50,,Overcast,Overcast,,34,,50,0
1,00,,13.6,13.6,13.6,13.6,1013,50,,Snow Beginning,Snow Beginning,,35,,50,0
1,00,,13.8,13.8,13.8,13.8,1013,50,,Snow Beginning,Snow Beginning,,36,,50,0
1,00,,14.0,14.0,14.0,14.0,1013,50,,Snow Beginning,Snow Beginning,,37,,50,0
