id,parent_page_id,parent_block_id,author_id,text,created_time,resolved
cea790e4a248dab6ac4b6ae18544774f,pea790e4a248dab6ac4b6ae1854464f3,,uea790e4a248dab6ac4b6ae1854463c8,Looks great â€” one nit on the dates.,2025-12-14T13:23:38+00:00,false
cea790e4a248dab6ac4b6ae185447750,pea790e4a248dab6ac4b6ae1854464f4,,uea790e4a248dab6ac4b6ae1854463c8,Can we add owners next to each task?,2025-12-14T03:57:15+00:00,false
cea790e4a248dab6ac4b6ae185447751,pea790e4a248dab6ac4b6ae1854464f5,,uea790e4a248dab6ac4b6ae1854463c8,Quick sync on this tomorrow?,2025-12-14T23:12:43+00:00,false
cea790e4a248dab6ac4b6ae185447753,pea790e4a248dab6ac4b6ae1854464f9,,uea790e4a248dab6ac4b6ae1854463c8,Ready for sign-off.,2026-06-01T23:47:00+00:00,true
cea790e4a248dab6ac4b6ae185447754,pea790e4a248dab6ac4b6ae1854464f3,,uea790e4a248dab6ac4b6ae1854463c7,Please double-check the numbers in row 4.,2026-02-24T21:22:00+00:00,false
cea790e4a248dab6ac4b6ae185447755,pea790e4a248dab6ac4b6ae1854464f5,,uea790e4a248dab6ac4b6ae1854463c7,Nice work on this section.,2026-05-02T14:30:00+00:00,false
cea790e4a248dab6ac4b6ae185447756,pea790e4a248dab6ac4b6ae1854464f3,,uea790e4a248dab6ac4b6ae1854463c8,Can we add owners next to each task?,2026-02-08T12:43:00+00:00,true
cea790e4a248dab6ac4b6ae185447757,pea790e4a248dab6ac4b6ae1854464fa,,uea790e4a248dab6ac4b6ae1854463c7,Nice work on this section.,2026-09-23T07:16:00+00:00,true
cea790e4a248dab6ac4b6ae185447758,pea790e4a248dab6ac4b6ae1854464f3,,uea790e4a248dab6ac4b6ae1854463c7,Ready for sign-off.,2026-04-05T11:11:00+00:00,true
cea790e4a248dab6ac4b6ae185447759,pea790e4a248dab6ac4b6ae1854464f7,,uea790e4a248dab6ac4b6ae1854463c8,Please double-check the numbers in row 4.,2026-05-12T19:56:00+00:00,true
cea790e4a248dab6ac4b6ae185447760,pea790e4a248dab6ac4b6ae1854464f3,,uea790e4a248dab6ac4b6ae1854463c8,Moved to in review.,2026-01-25T15:47:00+00:00,false
cea790e4a248dab6ac4b6ae185447761,pea790e4a248dab6ac4b6ae1854464f6,,uea790e4a248dab6ac4b6ae1854463c7,Quick sync on this tomorrow?,2026-05-08T10:09:00+00:00,false
cea790e4a248dab6ac4b6ae185447762,pea790e4a248dab6ac4b6ae1854464fa,,uea790e4a248dab6ac4b6ae1854463c7,Please double-check the numbers in row 4.,2026-07-18T01:49:00+00:00,false
cea790e4a248dab6ac4b6ae185447763,pea790e4a248dab6ac4b6ae1854464f9,,uea790e4a248dab6ac4b6ae1854463c8,Moved to in review.,2026-03-05T05:50:00+00:00,true
cea790e4a248dab6ac4b6ae185447764,pea790e4a248dab6ac4b6ae1854464f6,,uea790e4a248dab6ac4b6ae1854463c7,Ready for sign-off.,2026-09-21T05:15:00+00:00,false
cea790e4a248dab6ac4b6ae185447765,pea790e4a248dab6ac4b6ae1854464f7,,uea790e4a248dab6ac4b6ae1854463c7,Ready for sign-off.,2026-01-07T17:52:00+00:00,true
cea790e4a248dab6ac4b6ae185447766,pea790e4a248dab6ac4b6ae1854464f9,,uea790e4a248dab6ac4b6ae1854463c7,Moved to in review.,2026-09-13T05:37:00+00:00,false
cea790e4a248dab6ac4b6ae185447767,pea790e4a248dab6ac4b6ae1854464f3,,uea790e4a248dab6ac4b6ae1854463c8,Quick sync on this tomorrow?,2026-09-03T11:26:00+00:00,true
cea790e4a248dab6ac4b6ae185447768,pea790e4a248dab6ac4b6ae1854464f5,,uea790e4a248dab6ac4b6ae1854463c7,Can we add owners next to each task?,2026-09-14T06:12:00+00:00,false
cea790e4a248dab6ac4b6ae185447769,pea790e4a248dab6ac4b6ae1854464f4,,uea790e4a248dab6ac4b6ae1854463c8,Looks good - one nit on the dates.,2026-03-03T18:23:00+00:00,true
cea790e4a248dab6ac4b6ae185447770,pea790e4a248dab6ac4b6ae1854464f3,,uea790e4a248dab6ac4b6ae1854463c7,Moved to in review.,2026-08-18T20:38:00+00:00,true
cea790e4a248dab6ac4b6ae185447771,pea790e4a248dab6ac4b6ae1854464f8,,uea790e4a248dab6ac4b6ae1854463c8,Can you link the source doc?,2026-08-27T06:19:00+00:00,true
cea790e4a248dab6ac4b6ae185447772,pea790e4a248dab6ac4b6ae1854464fa,,uea790e4a248dab6ac4b6ae1854463c8,Left a couple of suggestions inline.,2026-02-18T23:41:00+00:00,false
cea790e4a248dab6ac4b6ae185447773,pea790e4a248dab6ac4b6ae1854464f4,,uea790e4a248dab6ac4b6ae1854463c8,Can you link the source doc?,2026-05-01T07:51:00+00:00,false
cea790e4a248dab6ac4b6ae185447774,pea790e4a248dab6ac4b6ae1854464f6,,uea790e4a248dab6ac4b6ae1854463c7,Ready for sign-off.,2026-07-25T15:34:00+00:00,false
cea790e4a248dab6ac4b6ae185447775,pea790e4a248dab6ac4b6ae1854464f6,,uea790e4a248dab6ac4b6ae1854463c8,Looks good - one nit on the dates.,2026-05-13T07:40:00+00:00,false
