page_id,property_name,property_type,value
pea790e4a248dab6ac4b6ae1854464f3,Status,select,In progress
pea790e4a248dab6ac4b6ae1854464f3,Tags,multi_select,work
pea790e4a248dab6ac4b6ae1854464f4,Status,select,Done
pea790e4a248dab6ac4b6ae1854464f4,Tags,multi_select,work
pea790e4a248dab6ac4b6ae1854464f5,Status,select,Backlog
pea790e4a248dab6ac4b6ae1854464f5,Tags,multi_select,work
pea790e4a248dab6ac4b6ae1854464f6,Status,select,In review
pea790e4a248dab6ac4b6ae1854464f6,Tags,multi_select,work
pea790e4a248dab6ac4b6ae1854464f7,Status,select,Done
pea790e4a248dab6ac4b6ae1854464f7,Tags,multi_select,work
pea790e4a248dab6ac4b6ae1854464f8,Status,select,In progress
pea790e4a248dab6ac4b6ae1854464f8,Tags,multi_select,personal
pea790e4a248dab6ac4b6ae1854464f9,Status,select,Done
pea790e4a248dab6ac4b6ae1854464f9,Tags,multi_select,personal
pea790e4a248dab6ac4b6ae1854464fa,Status,select,Backlog
pea790e4a248dab6ac4b6ae1854464fa,Tags,multi_select,personal
