tracking_number,service_type,service_name,ship_date,origin_zip,dest_zip,weight_lb,currency,net_charge,label_url
771200000001,GROUND,FedEx Ground,2026-10-30,46203,43201,12,USD,31.95,https://fedex.example/labels/771200000001.pdf
771200000002,GROUND,FedEx Ground,2026-10-31,46203,43201,5,USD,28.31,https://fedex.example/labels/771200000002.pdf
771200011000,GROUND,FedEx Ground,2026-08-01,46203,43201,2,USD,17.57,https://fedex.example/labels/771200011000.pdf
771200011001,GROUND,FedEx Ground,2026-08-02,46203,43201,10,USD,28.55,https://fedex.example/labels/771200011001.pdf
771200011002,GROUND,FedEx Ground,2026-08-03,46203,43201,10,USD,12.05,https://fedex.example/labels/771200011002.pdf
771200011003,GROUND,FedEx Ground,2026-08-04,46203,43201,6,USD,33.81,https://fedex.example/labels/771200011003.pdf
771200011004,GROUND,FedEx Ground,2026-08-05,46203,43201,13,USD,41.20,https://fedex.example/labels/771200011004.pdf
771200011005,GROUND,FedEx Ground,2026-08-06,46203,43201,8,USD,28.56,https://fedex.example/labels/771200011005.pdf
771200011006,GROUND,FedEx Ground,2026-08-07,46203,43201,12,USD,12.18,https://fedex.example/labels/771200011006.pdf
771200011007,GROUND,FedEx Ground,2026-08-08,46203,43201,7,USD,41.55,https://fedex.example/labels/771200011007.pdf
771200011008,GROUND,FedEx Ground,2026-08-09,46203,43201,10,USD,37.64,https://fedex.example/labels/771200011008.pdf
771200011009,GROUND,FedEx Ground,2026-08-10,46203,43201,4,USD,17.81,https://fedex.example/labels/771200011009.pdf
771200011010,GROUND,FedEx Ground,2026-08-11,46203,43201,14,USD,9.85,https://fedex.example/labels/771200011010.pdf
771200011011,GROUND,FedEx Ground,2026-08-12,46203,43201,7,USD,24.25,https://fedex.example/labels/771200011011.pdf
771200011012,GROUND,FedEx Ground,2026-08-13,46203,43201,12,USD,43.02,https://fedex.example/labels/771200011012.pdf
771200011013,GROUND,FedEx Ground,2026-08-14,46203,43201,15,USD,21.81,https://fedex.example/labels/771200011013.pdf
771200011014,GROUND,FedEx Ground,2026-08-15,46203,43201,8,USD,10.13,https://fedex.example/labels/771200011014.pdf
771200011015,GROUND,FedEx Ground,2026-08-16,46203,43201,3,USD,42.01,https://fedex.example/labels/771200011015.pdf
771200011016,GROUND,FedEx Ground,2026-08-17,46203,43201,4,USD,44.62,https://fedex.example/labels/771200011016.pdf
771200011017,GROUND,FedEx Ground,2026-08-18,46203,43201,7,USD,27.31,https://fedex.example/labels/771200011017.pdf
771200011018,GROUND,FedEx Ground,2026-08-19,46203,43201,3,USD,36.07,https://fedex.example/labels/771200011018.pdf
771200011019,GROUND,FedEx Ground,2026-08-20,46203,43201,15,USD,24.66,https://fedex.example/labels/771200011019.pdf
771200011020,GROUND,FedEx Ground,2026-08-21,46203,43201,11,USD,13.35,https://fedex.example/labels/771200011020.pdf
771200011021,GROUND,FedEx Ground,2026-08-22,46203,43201,4,USD,8.13,https://fedex.example/labels/771200011021.pdf
771200011022,GROUND,FedEx Ground,2026-08-23,46203,43201,5,USD,18.58,https://fedex.example/labels/771200011022.pdf
771200011023,GROUND,FedEx Ground,2026-08-24,46203,43201,2,USD,26.56,https://fedex.example/labels/771200011023.pdf
771200011024,GROUND,FedEx Ground,2026-08-25,46203,43201,6,USD,38.02,https://fedex.example/labels/771200011024.pdf
771200011025,GROUND,FedEx Ground,2026-08-26,46203,43201,11,USD,22.79,https://fedex.example/labels/771200011025.pdf
771200011026,GROUND,FedEx Ground,2026-08-27,46203,43201,3,USD,19.02,https://fedex.example/labels/771200011026.pdf
771200011027,GROUND,FedEx Ground,2026-08-28,46203,43201,14,USD,39.71,https://fedex.example/labels/771200011027.pdf
771200011028,GROUND,FedEx Ground,2026-08-29,46203,43201,1,USD,10.22,https://fedex.example/labels/771200011028.pdf
771200011029,GROUND,FedEx Ground,2026-08-30,46203,43201,5,USD,12.34,https://fedex.example/labels/771200011029.pdf
771200011030,GROUND,FedEx Ground,2026-08-31,46203,43201,14,USD,34.81,https://fedex.example/labels/771200011030.pdf
771200011031,GROUND,FedEx Ground,2026-09-01,46203,43201,9,USD,28.71,https://fedex.example/labels/771200011031.pdf
771200011032,GROUND,FedEx Ground,2026-09-02,46203,43201,12,USD,11.90,https://fedex.example/labels/771200011032.pdf
771200011033,GROUND,FedEx Ground,2026-09-03,46203,43201,12,USD,27.66,https://fedex.example/labels/771200011033.pdf
771200011034,GROUND,FedEx Ground,2026-09-04,46203,43201,5,USD,35.31,https://fedex.example/labels/771200011034.pdf
771200011035,GROUND,FedEx Ground,2026-09-05,46203,43201,9,USD,31.72,https://fedex.example/labels/771200011035.pdf
771200011036,GROUND,FedEx Ground,2026-09-06,46203,43201,4,USD,25.08,https://fedex.example/labels/771200011036.pdf
771200011037,GROUND,FedEx Ground,2026-09-07,46203,43201,13,USD,13.19,https://fedex.example/labels/771200011037.pdf
771200011038,GROUND,FedEx Ground,2026-09-08,46203,43201,7,USD,36.07,https://fedex.example/labels/771200011038.pdf
771200011039,GROUND,FedEx Ground,2026-09-09,46203,43201,6,USD,17.47,https://fedex.example/labels/771200011039.pdf
771200011040,GROUND,FedEx Ground,2026-09-10,46203,43201,7,USD,14.17,https://fedex.example/labels/771200011040.pdf
771200011041,GROUND,FedEx Ground,2026-09-11,46203,43201,2,USD,41.13,https://fedex.example/labels/771200011041.pdf
771200011042,GROUND,FedEx Ground,2026-09-12,46203,43201,3,USD,18.10,https://fedex.example/labels/771200011042.pdf
771200011043,GROUND,FedEx Ground,2026-09-13,46203,43201,1,USD,35.74,https://fedex.example/labels/771200011043.pdf
771200011044,GROUND,FedEx Ground,2026-09-14,46203,43201,12,USD,30.23,https://fedex.example/labels/771200011044.pdf
771200011045,GROUND,FedEx Ground,2026-09-15,46203,43201,7,USD,40.95,https://fedex.example/labels/771200011045.pdf
771200011046,GROUND,FedEx Ground,2026-09-16,46203,43201,6,USD,11.81,https://fedex.example/labels/771200011046.pdf
771200011047,GROUND,FedEx Ground,2026-09-17,46203,43201,12,USD,22.78,https://fedex.example/labels/771200011047.pdf
771200011048,GROUND,FedEx Ground,2026-09-18,46203,43201,12,USD,8.88,https://fedex.example/labels/771200011048.pdf
771200011049,GROUND,FedEx Ground,2026-09-19,46203,43201,15,USD,13.72,https://fedex.example/labels/771200011049.pdf
771200011050,GROUND,FedEx Ground,2026-09-20,46203,43201,3,USD,22.12,https://fedex.example/labels/771200011050.pdf
771200011051,GROUND,FedEx Ground,2026-09-21,46203,43201,15,USD,32.35,https://fedex.example/labels/771200011051.pdf
771200011052,GROUND,FedEx Ground,2026-09-22,46203,43201,4,USD,40.42,https://fedex.example/labels/771200011052.pdf
771200011053,GROUND,FedEx Ground,2026-09-23,46203,43201,2,USD,29.21,https://fedex.example/labels/771200011053.pdf
771200011054,GROUND,FedEx Ground,2026-09-24,46203,43201,1,USD,14.90,https://fedex.example/labels/771200011054.pdf
771200011055,GROUND,FedEx Ground,2026-09-25,46203,43201,3,USD,15.48,https://fedex.example/labels/771200011055.pdf
771200011056,GROUND,FedEx Ground,2026-09-26,46203,43201,4,USD,9.07,https://fedex.example/labels/771200011056.pdf
771200011057,GROUND,FedEx Ground,2026-09-27,46203,43201,4,USD,36.19,https://fedex.example/labels/771200011057.pdf
771200011058,GROUND,FedEx Ground,2026-09-28,46203,43201,6,USD,29.07,https://fedex.example/labels/771200011058.pdf
771200011059,GROUND,FedEx Ground,2026-09-29,46203,43201,8,USD,15.81,https://fedex.example/labels/771200011059.pdf
771200011060,GROUND,FedEx Ground,2026-08-01,46203,43201,1,USD,8.78,https://fedex.example/labels/771200011060.pdf
771200011061,GROUND,FedEx Ground,2026-08-02,46203,43201,4,USD,10.56,https://fedex.example/labels/771200011061.pdf
771200011062,GROUND,FedEx Ground,2026-08-03,46203,43201,10,USD,39.69,https://fedex.example/labels/771200011062.pdf
771200011063,GROUND,FedEx Ground,2026-08-04,46203,43201,15,USD,10.49,https://fedex.example/labels/771200011063.pdf
771200011064,GROUND,FedEx Ground,2026-08-05,46203,43201,11,USD,37.76,https://fedex.example/labels/771200011064.pdf
