service_type,service_name,origin_zip,dest_zip,weight_lb,currency,net_charge,transit_days,delivery_day
GROUND,FedEx Ground,46203,43201,1,USD,7.21,3,Thu
GROUND,FedEx Ground,46203,43201,2,USD,8.93,3,Thu
GROUND,FedEx Ground,46203,43201,3,USD,12.27,3,Thu
GROUND,FedEx Ground,46203,43201,4,USD,12.84,3,Thu
GROUND,FedEx Ground,46203,43201,5,USD,18.42,3,Thu
GROUND,FedEx Ground,46203,43201,6,USD,25.39,3,Thu
GROUND,FedEx Ground,46203,43201,7,USD,22.95,3,Thu
GROUND,FedEx Ground,46203,43201,8,USD,20.42,3,Thu
GROUND,FedEx Ground,46203,43201,9,USD,22.45,3,Thu
GROUND,FedEx Ground,46203,43201,10,USD,18.47,3,Thu
GROUND,FedEx Ground,46203,43201,11,USD,34.42,3,Thu
GROUND,FedEx Ground,46203,43201,12,USD,23.08,3,Thu
GROUND,FedEx Ground,46203,43201,13,USD,34.43,3,Thu
GROUND,FedEx Ground,46203,43201,14,USD,31.17,3,Thu
GROUND,FedEx Ground,46203,43201,15,USD,40.52,3,Thu
GROUND,FedEx Ground,46203,43201,16,USD,42.63,3,Thu
GROUND,FedEx Ground,46203,43201,17,USD,33.18,3,Thu
GROUND,FedEx Ground,46203,43201,18,USD,45.86,3,Thu
GROUND,FedEx Ground,46203,43201,19,USD,33.05,3,Thu
GROUND,FedEx Ground,46203,43201,20,USD,66.32,3,Thu
GROUND,FedEx Ground,46203,60601,1,USD,6.86,3,Thu
GROUND,FedEx Ground,46203,60601,2,USD,10.50,3,Thu
GROUND,FedEx Ground,46203,60601,3,USD,13.66,3,Thu
GROUND,FedEx Ground,46203,60601,4,USD,18.08,3,Thu
GROUND,FedEx Ground,46203,60601,5,USD,21.18,3,Thu
GROUND,FedEx Ground,46203,60601,6,USD,22.34,3,Thu
GROUND,FedEx Ground,46203,60601,7,USD,29.29,3,Thu
GROUND,FedEx Ground,46203,60601,8,USD,18.78,3,Thu
GROUND,FedEx Ground,46203,60601,9,USD,23.06,3,Thu
GROUND,FedEx Ground,46203,60601,10,USD,20.40,3,Thu
GROUND,FedEx Ground,46203,60601,11,USD,43.02,3,Thu
GROUND,FedEx Ground,46203,60601,12,USD,19.79,3,Thu
GROUND,FedEx Ground,46203,60601,13,USD,23.30,3,Thu
GROUND,FedEx Ground,46203,60601,14,USD,24.67,3,Thu
GROUND,FedEx Ground,46203,60601,15,USD,42.87,3,Thu
GROUND,FedEx Ground,46203,60601,16,USD,42.01,3,Thu
GROUND,FedEx Ground,46203,60601,17,USD,44.53,3,Thu
GROUND,FedEx Ground,46203,60601,18,USD,41.85,3,Thu
GROUND,FedEx Ground,46203,60601,19,USD,50.82,3,Thu
GROUND,FedEx Ground,46203,60601,20,USD,31.04,3,Thu
GROUND,FedEx Ground,46203,38103,1,USD,6.85,3,Thu
GROUND,FedEx Ground,46203,38103,2,USD,9.41,3,Thu
GROUND,FedEx Ground,46203,38103,3,USD,10.13,3,Thu
GROUND,FedEx Ground,46203,38103,4,USD,18.09,3,Thu
GROUND,FedEx Ground,46203,38103,5,USD,11.51,3,Thu
GROUND,FedEx Ground,46203,38103,6,USD,12.93,3,Thu
GROUND,FedEx Ground,46203,38103,7,USD,16.41,3,Thu
GROUND,FedEx Ground,46203,38103,8,USD,22.13,3,Thu
GROUND,FedEx Ground,46203,38103,9,USD,17.67,3,Thu
GROUND,FedEx Ground,46203,38103,10,USD,33.19,3,Thu
GROUND,FedEx Ground,46203,38103,11,USD,37.96,3,Thu
GROUND,FedEx Ground,46203,38103,12,USD,26.75,3,Thu
GROUND,FedEx Ground,46203,38103,13,USD,30.14,3,Thu
GROUND,FedEx Ground,46203,38103,14,USD,35.75,3,Thu
GROUND,FedEx Ground,46203,38103,15,USD,30.51,3,Thu
GROUND,FedEx Ground,46203,38103,16,USD,57.98,3,Thu
GROUND,FedEx Ground,46203,38103,17,USD,39.33,3,Thu
GROUND,FedEx Ground,46203,38103,18,USD,39.89,3,Thu
GROUND,FedEx Ground,46203,38103,19,USD,45.01,3,Thu
GROUND,FedEx Ground,46203,38103,20,USD,31.01,3,Thu
GROUND,FedEx Ground,46203,46204,1,USD,6.84,3,Thu
GROUND,FedEx Ground,46203,46204,2,USD,9.10,3,Thu
GROUND,FedEx Ground,46203,46204,3,USD,10.43,3,Thu
GROUND,FedEx Ground,46203,46204,4,USD,17.17,3,Thu
GROUND,FedEx Ground,46203,46204,5,USD,16.51,3,Thu
GROUND,FedEx Ground,46203,46204,6,USD,14.80,3,Thu
GROUND,FedEx Ground,46203,46204,7,USD,29.35,3,Thu
GROUND,FedEx Ground,46203,46204,8,USD,17.77,3,Thu
GROUND,FedEx Ground,46203,46204,9,USD,15.82,3,Thu
GROUND,FedEx Ground,46203,46204,10,USD,30.37,3,Thu
GROUND,FedEx Ground,46203,46204,11,USD,41.13,3,Thu
GROUND,FedEx Ground,46203,46204,12,USD,22.95,3,Thu
GROUND,FedEx Ground,46203,46204,13,USD,37.90,3,Thu
GROUND,FedEx Ground,46203,46204,14,USD,38.01,3,Thu
GROUND,FedEx Ground,46203,46204,15,USD,28.34,3,Thu
GROUND,FedEx Ground,46203,46204,16,USD,56.33,3,Thu
GROUND,FedEx Ground,46203,46204,17,USD,32.81,3,Thu
GROUND,FedEx Ground,46203,46204,18,USD,38.34,3,Thu
GROUND,FedEx Ground,46203,46204,19,USD,34.23,3,Thu
GROUND,FedEx Ground,46203,46204,20,USD,48.10,3,Thu
2DAY,FedEx 2Day,46203,43201,1,USD,8.23,2,Wed
2DAY,FedEx 2Day,46203,43201,2,USD,10.42,2,Wed
2DAY,FedEx 2Day,46203,43201,3,USD,9.60,2,Wed
2DAY,FedEx 2Day,46203,43201,4,USD,10.22,2,Wed
2DAY,FedEx 2Day,46203,43201,5,USD,20.66,2,Wed
2DAY,FedEx 2Day,46203,43201,6,USD,18.08,2,Wed
2DAY,FedEx 2Day,46203,43201,7,USD,18.97,2,Wed
2DAY,FedEx 2Day,46203,43201,8,USD,32.69,2,Wed
2DAY,FedEx 2Day,46203,43201,9,USD,22.73,2,Wed
2DAY,FedEx 2Day,46203,43201,10,USD,20.16,2,Wed
2DAY,FedEx 2Day,46203,43201,11,USD,27.67,2,Wed
2DAY,FedEx 2Day,46203,43201,12,USD,35.32,2,Wed
2DAY,FedEx 2Day,46203,43201,13,USD,26.54,2,Wed
2DAY,FedEx 2Day,46203,43201,14,USD,34.57,2,Wed
2DAY,FedEx 2Day,46203,43201,15,USD,35.33,2,Wed
2DAY,FedEx 2Day,46203,43201,16,USD,31.35,2,Wed
2DAY,FedEx 2Day,46203,43201,17,USD,31.96,2,Wed
2DAY,FedEx 2Day,46203,43201,18,USD,50.56,2,Wed
2DAY,FedEx 2Day,46203,43201,19,USD,62.14,2,Wed
2DAY,FedEx 2Day,46203,43201,20,USD,60.39,2,Wed
2DAY,FedEx 2Day,46203,60601,1,USD,7.04,2,Wed
2DAY,FedEx 2Day,46203,60601,2,USD,8.71,2,Wed
2DAY,FedEx 2Day,46203,60601,3,USD,9.94,2,Wed
2DAY,FedEx 2Day,46203,60601,4,USD,15.28,2,Wed
2DAY,FedEx 2Day,46203,60601,5,USD,14.98,2,Wed
2DAY,FedEx 2Day,46203,60601,6,USD,22.79,2,Wed
2DAY,FedEx 2Day,46203,60601,7,USD,15.74,2,Wed
2DAY,FedEx 2Day,46203,60601,8,USD,18.08,2,Wed
2DAY,FedEx 2Day,46203,60601,9,USD,28.84,2,Wed
2DAY,FedEx 2Day,46203,60601,10,USD,17.35,2,Wed
2DAY,FedEx 2Day,46203,60601,11,USD,28.14,2,Wed
2DAY,FedEx 2Day,46203,60601,12,USD,27.17,2,Wed
2DAY,FedEx 2Day,46203,60601,13,USD,33.65,2,Wed
2DAY,FedEx 2Day,46203,60601,14,USD,45.36,2,Wed
2DAY,FedEx 2Day,46203,60601,15,USD,55.62,2,Wed
2DAY,FedEx 2Day,46203,60601,16,USD,60.69,2,Wed
2DAY,FedEx 2Day,46203,60601,17,USD,29.09,2,Wed
2DAY,FedEx 2Day,46203,60601,18,USD,44.27,2,Wed
2DAY,FedEx 2Day,46203,60601,19,USD,57.18,2,Wed
2DAY,FedEx 2Day,46203,60601,20,USD,35.82,2,Wed
2DAY,FedEx 2Day,46203,38103,1,USD,6.24,2,Wed
2DAY,FedEx 2Day,46203,38103,2,USD,8.42,2,Wed
2DAY,FedEx 2Day,46203,38103,3,USD,13.73,2,Wed
2DAY,FedEx 2Day,46203,38103,4,USD,10.43,2,Wed
2DAY,FedEx 2Day,46203,38103,5,USD,11.22,2,Wed
2DAY,FedEx 2Day,46203,38103,6,USD,15.80,2,Wed
2DAY,FedEx 2Day,46203,38103,7,USD,16.03,2,Wed
2DAY,FedEx 2Day,46203,38103,8,USD,23.40,2,Wed
2DAY,FedEx 2Day,46203,38103,9,USD,24.44,2,Wed
2DAY,FedEx 2Day,46203,38103,10,USD,35.72,2,Wed
2DAY,FedEx 2Day,46203,38103,11,USD,23.89,2,Wed
2DAY,FedEx 2Day,46203,38103,12,USD,28.10,2,Wed
2DAY,FedEx 2Day,46203,38103,13,USD,40.60,2,Wed
2DAY,FedEx 2Day,46203,38103,14,USD,53.96,2,Wed
2DAY,FedEx 2Day,46203,38103,15,USD,43.43,2,Wed
2DAY,FedEx 2Day,46203,38103,16,USD,33.01,2,Wed
2DAY,FedEx 2Day,46203,38103,17,USD,60.47,2,Wed
2DAY,FedEx 2Day,46203,38103,18,USD,41.68,2,Wed
2DAY,FedEx 2Day,46203,38103,19,USD,61.94,2,Wed
2DAY,FedEx 2Day,46203,38103,20,USD,53.21,2,Wed
2DAY,FedEx 2Day,46203,46204,1,USD,6.21,2,Wed
2DAY,FedEx 2Day,46203,46204,2,USD,8.47,2,Wed
2DAY,FedEx 2Day,46203,46204,3,USD,13.83,2,Wed
2DAY,FedEx 2Day,46203,46204,4,USD,15.31,2,Wed
2DAY,FedEx 2Day,46203,46204,5,USD,14.44,2,Wed
2DAY,FedEx 2Day,46203,46204,6,USD,19.09,2,Wed
2DAY,FedEx 2Day,46203,46204,7,USD,23.13,2,Wed
2DAY,FedEx 2Day,46203,46204,8,USD,18.86,2,Wed
2DAY,FedEx 2Day,46203,46204,9,USD,25.15,2,Wed
2DAY,FedEx 2Day,46203,46204,10,USD,30.38,2,Wed
2DAY,FedEx 2Day,46203,46204,11,USD,21.97,2,Wed
2DAY,FedEx 2Day,46203,46204,12,USD,43.92,2,Wed
2DAY,FedEx 2Day,46203,46204,13,USD,30.21,2,Wed
2DAY,FedEx 2Day,46203,46204,14,USD,25.11,2,Wed
2DAY,FedEx 2Day,46203,46204,15,USD,31.27,2,Wed
2DAY,FedEx 2Day,46203,46204,16,USD,33.07,2,Wed
2DAY,FedEx 2Day,46203,46204,17,USD,51.96,2,Wed
2DAY,FedEx 2Day,46203,46204,18,USD,49.25,2,Wed
2DAY,FedEx 2Day,46203,46204,19,USD,70.06,2,Wed
2DAY,FedEx 2Day,46203,46204,20,USD,48.88,2,Wed
PRIORITY,FedEx Priority Overnight,46203,43201,1,USD,7.21,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,2,USD,9.64,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,3,USD,14.82,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,4,USD,10.03,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,5,USD,22.20,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,6,USD,15.95,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,7,USD,22.51,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,8,USD,18.54,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,9,USD,19.80,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,10,USD,33.52,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,11,USD,20.02,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,12,USD,41.62,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,13,USD,37.43,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,14,USD,26.33,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,15,USD,40.37,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,16,USD,29.87,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,17,USD,52.17,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,18,USD,54.47,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,19,USD,51.11,1,Tue
PRIORITY,FedEx Priority Overnight,46203,43201,20,USD,66.12,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,1,USD,6.29,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,2,USD,9.10,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,3,USD,11.57,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,4,USD,17.04,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,5,USD,11.59,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,6,USD,17.90,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,7,USD,19.85,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,8,USD,15.98,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,9,USD,26.91,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,10,USD,23.75,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,11,USD,26.68,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,12,USD,44.20,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,13,USD,30.62,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,14,USD,35.97,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,15,USD,49.55,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,16,USD,25.35,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,17,USD,57.11,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,18,USD,33.91,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,19,USD,63.42,1,Tue
PRIORITY,FedEx Priority Overnight,46203,60601,20,USD,54.70,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,1,USD,6.84,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,2,USD,11.48,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,3,USD,10.87,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,4,USD,17.83,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,5,USD,12.45,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,6,USD,18.73,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,7,USD,17.65,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,8,USD,26.91,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,9,USD,33.54,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,10,USD,33.27,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,11,USD,40.41,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,12,USD,33.87,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,13,USD,27.74,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,14,USD,30.09,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,15,USD,26.73,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,16,USD,53.69,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,17,USD,34.28,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,18,USD,42.77,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,19,USD,46.72,1,Tue
PRIORITY,FedEx Priority Overnight,46203,38103,20,USD,36.38,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,1,USD,6.29,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,2,USD,11.31,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,3,USD,12.33,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,4,USD,18.32,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,5,USD,21.70,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,6,USD,21.72,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,7,USD,22.44,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,8,USD,17.53,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,9,USD,29.32,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,10,USD,17.02,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,11,USD,41.40,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,12,USD,34.47,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,13,USD,30.39,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,14,USD,40.16,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,15,USD,47.70,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,16,USD,58.59,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,17,USD,49.49,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,18,USD,56.76,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,19,USD,56.48,1,Tue
PRIORITY,FedEx Priority Overnight,46203,46204,20,USD,29.57,1,Tue
