artist_id,name,genres,followers,popularity
art_001,Lofi Girl,"lofi,chillhop,study",5000000,85
art_002,Lofi Girl,"lofi,chillhop,study",5000000,85
art_003,Lofi Girl,"lofi,chillhop,study",5000000,85
art_004,Lofi Girl,"lofi,chillhop,study",5000000,85
art_005,Lofi Girl,"lofi,chillhop,study",5000000,85
art_006,Lofi Girl,"lofi,chillhop,study",5000000,85
art_007,Lofi Girl,"lofi,chillhop,study",5000000,85
art_008,Lofi Girl,"lofi,chillhop,study",5000000,85
art_009,Lofi Girl,"lofi,chillhop,study",5000000,85
art_010,Lofi Girl,"lofi,chillhop,study",5000000,85
art_011,Lofi Girl,"lofi,chillhop,study",5000000,85
art_012,Lofi Girl,"lofi,chillhop,study",5000000,85
art_013,Lofi Girl,"lofi,chillhop,study",5000000,85
art_014,Lofi Girl,"lofi,chillhop,study",5000000,85
art_015,Lofi Girl,"lofi,chillhop,study",5000000,85
art_016,Lofi Girl,"lofi,chillhop,study",5000000,85
art_017,Lofi Girl,"lofi,chillhop,study",5000000,85
art_018,Lofi Girl,"lofi,chillhop,study",5000000,85
art_019,Lofi Girl,"lofi,chillhop,study",5000000,85
art_020,Lofi Girl,"lofi,chillhop,study",5000000,85
art_021,Lofi Girl,"lofi,chillhop,study",5000000,85
art_022,Lofi Girl,"lofi,chillhop,study",5000000,85
art_023,Lofi Girl,"lofi,chillhop,study",5000000,85
art_024,Lofi Girl,"lofi,chillhop,study",5000000,85
art_025,Lofi Girl,"lofi,chillhop,study",5000000,85
art_026,Lofi Girl,"lofi,chillhop,study",5000000,85
art_027,Lofi Girl,"lofi,chillhop,study",5000000,85
art_028,Lofi Girl,"lofi,chillhop,study",5000000,85
art_029,Lofi Girl,"lofi,chillhop,study",5000000,85
art_030,Lofi Girl,"lofi,chillhop,study",5000000,85
art_031,Lofi Girl,"lofi,chillhop,study",5000000,85
art_032,Lofi Girl,"lofi,chillhop,study",5000000,85
art_033,Lofi Girl,"lofi,chillhop,study",5000000,85
art_034,Lofi Girl,"lofi,chillhop,study",5000000,85
art_035,Lofi Girl,"lofi,chillhop,study",5000000,85
art_036,Lofi Girl,"lofi,chillhop,study",5000000,85
art_037,Lofi Girl,"lofi,chillhop,study",5000000,85
art_038,Lofi Girl,"lofi,chillhop,study",5000000,85
art_039,Lofi Girl,"lofi,chillhop,study",5000000,85
art_040,Lofi Girl,"lofi,chillhop,study",5000000,85
art_041,Lofi Girl,"lofi,chillhop,study",5000000,85
art_042,Lofi Girl,"lofi,chillhop,study",5000000,85
