tableId,id,name,type
tblDriverRoster,fldDriverId,driver_id,singleLineText
tblDriverRoster,fldName,name,singleLineText
tblDriverRoster,fldRole,role,singleLineText
tblDriverRoster,fldCdlExpiry,cdl_expiry,date
tblDriverRoster,fldMedEligible,medical_transport_eligible,singleLineText
tblMaintenance,fldWorkOrderId,work_order_id,singleLineText
tblMaintenance,fldVehicleId,vehicle_id,singleLineText
tblMaintenance,fldCategory,category,singleLineText
tblMaintenance,fldCost,cost_usd,currency
tblMaintenance,fldStatus,status,singleLineText
tblVehicles,fldVehicleId,vehicle_id,singleLineText
tblVehicles,fldType,type,singleLineText
tblVehicles,fldModEligible,mod_eligible,singleLineText
tblVehicles,fldVehStatus,status,singleLineText
