id,order_id,customer_id,amount,currency,status,source_type,location_id,receipt_number,created_at
pay-1,ord-1,customer_id_1000,0,USD,COMPLETED,CARD,location_id_1000,receipt_number 0,2026-10-15T15:01:00Z
pay-2,ord-2,customer_id_1001,0,USD,COMPLETED,CARD,location_id_1001,receipt_number 1,2026-10-16T16:01:00Z
id_noise_500,order_id_1500,customer_id_1500,0,USD,active,source_type 500,location_id_1500,receipt_number 500,2026-06-01T09:00:00Z
id_noise_501,order_id_1501,customer_id_1501,0,USD,active,source_type 501,location_id_1501,receipt_number 501,2026-06-01T09:00:00Z
id_noise_502,order_id_1502,customer_id_1502,0,USD,active,source_type 502,location_id_1502,receipt_number 502,2026-06-01T09:00:00Z
id_noise_503,order_id_1503,customer_id_1503,0,USD,active,source_type 503,location_id_1503,receipt_number 503,2026-06-01T09:00:00Z
id_noise_504,order_id_1504,customer_id_1504,0,USD,active,source_type 504,location_id_1504,receipt_number 504,2026-06-01T09:00:00Z
id_noise_505,order_id_1505,customer_id_1505,0,USD,active,source_type 505,location_id_1505,receipt_number 505,2026-06-01T09:00:00Z
id_noise_506,order_id_1506,customer_id_1506,0,USD,active,source_type 506,location_id_1506,receipt_number 506,2026-06-01T09:00:00Z
id_noise_507,order_id_1507,customer_id_1507,0,USD,active,source_type 507,location_id_1507,receipt_number 507,2026-06-01T09:00:00Z
id_noise_508,order_id_1508,customer_id_1508,0,USD,active,source_type 508,location_id_1508,receipt_number 508,2026-06-01T09:00:00Z
id_noise_509,order_id_1509,customer_id_1509,0,USD,active,source_type 509,location_id_1509,receipt_number 509,2026-06-01T09:00:00Z
id_noise_510,order_id_1510,customer_id_1510,0,USD,active,source_type 510,location_id_1510,receipt_number 510,2026-06-01T09:00:00Z
id_noise_511,order_id_1511,customer_id_1511,0,USD,active,source_type 511,location_id_1511,receipt_number 511,2026-06-01T09:00:00Z
id_noise_512,order_id_1512,customer_id_1512,0,USD,active,source_type 512,location_id_1512,receipt_number 512,2026-06-01T09:00:00Z
id_noise_513,order_id_1513,customer_id_1513,0,USD,active,source_type 513,location_id_1513,receipt_number 513,2026-06-01T09:00:00Z
id_noise_514,order_id_1514,customer_id_1514,0,USD,active,source_type 514,location_id_1514,receipt_number 514,2026-06-01T09:00:00Z
id_noise_515,order_id_1515,customer_id_1515,0,USD,active,source_type 515,location_id_1515,receipt_number 515,2026-06-01T09:00:00Z
id_noise_516,order_id_1516,customer_id_1516,0,USD,active,source_type 516,location_id_1516,receipt_number 516,2026-06-01T09:00:00Z
id_noise_517,order_id_1517,customer_id_1517,0,USD,active,source_type 517,location_id_1517,receipt_number 517,2026-06-01T09:00:00Z
id_noise_518,order_id_1518,customer_id_1518,0,USD,active,source_type 518,location_id_1518,receipt_number 518,2026-06-01T09:00:00Z
id_noise_519,order_id_1519,customer_id_1519,0,USD,active,source_type 519,location_id_1519,receipt_number 519,2026-06-01T09:00:00Z
id_noise_520,order_id_1520,customer_id_1520,0,USD,active,source_type 520,location_id_1520,receipt_number 520,2026-06-01T09:00:00Z
id_noise_521,order_id_1521,customer_id_1521,0,USD,active,source_type 521,location_id_1521,receipt_number 521,2026-06-01T09:00:00Z
id_noise_522,order_id_1522,customer_id_1522,0,USD,active,source_type 522,location_id_1522,receipt_number 522,2026-06-01T09:00:00Z
