id,customer_id,location_id,line_items,total_amount,currency,state,created_at
ord-1,customer_id_1000,loc-shop,line_items 0,0,USD,COMPLETED,2026-10-15T15:00:00Z
ord-2,customer_id_1001,loc-shop,line_items 1,0,USD,COMPLETED,2026-10-16T16:00:00Z
id_noise_500,customer_id_1500,location_id_1500,line_items 500,0,USD,active,2026-06-01T09:00:00Z
id_noise_501,customer_id_1501,location_id_1501,line_items 501,0,USD,active,2026-06-01T09:00:00Z
id_noise_502,customer_id_1502,location_id_1502,line_items 502,0,USD,active,2026-06-01T09:00:00Z
id_noise_503,customer_id_1503,location_id_1503,line_items 503,0,USD,active,2026-06-01T09:00:00Z
id_noise_504,customer_id_1504,location_id_1504,line_items 504,0,USD,active,2026-06-01T09:00:00Z
id_noise_505,customer_id_1505,location_id_1505,line_items 505,0,USD,active,2026-06-01T09:00:00Z
id_noise_506,customer_id_1506,location_id_1506,line_items 506,0,USD,active,2026-06-01T09:00:00Z
id_noise_507,customer_id_1507,location_id_1507,line_items 507,0,USD,active,2026-06-01T09:00:00Z
id_noise_508,customer_id_1508,location_id_1508,line_items 508,0,USD,active,2026-06-01T09:00:00Z
id_noise_509,customer_id_1509,location_id_1509,line_items 509,0,USD,active,2026-06-01T09:00:00Z
id_noise_510,customer_id_1510,location_id_1510,line_items 510,0,USD,active,2026-06-01T09:00:00Z
id_noise_511,customer_id_1511,location_id_1511,line_items 511,0,USD,active,2026-06-01T09:00:00Z
id_noise_512,customer_id_1512,location_id_1512,line_items 512,0,USD,active,2026-06-01T09:00:00Z
id_noise_513,customer_id_1513,location_id_1513,line_items 513,0,USD,active,2026-06-01T09:00:00Z
id_noise_514,customer_id_1514,location_id_1514,line_items 514,0,USD,active,2026-06-01T09:00:00Z
id_noise_515,customer_id_1515,location_id_1515,line_items 515,0,USD,active,2026-06-01T09:00:00Z
id_noise_516,customer_id_1516,location_id_1516,line_items 516,0,USD,active,2026-06-01T09:00:00Z
id_noise_517,customer_id_1517,location_id_1517,line_items 517,0,USD,active,2026-06-01T09:00:00Z
id_noise_518,customer_id_1518,location_id_1518,line_items 518,0,USD,active,2026-06-01T09:00:00Z
id_noise_519,customer_id_1519,location_id_1519,line_items 519,0,USD,active,2026-06-01T09:00:00Z
id_noise_520,customer_id_1520,location_id_1520,line_items 520,0,USD,active,2026-06-01T09:00:00Z
id_noise_521,customer_id_1521,location_id_1521,line_items 521,0,USD,active,2026-06-01T09:00:00Z
id_noise_522,customer_id_1522,location_id_1522,line_items 522,0,USD,active,2026-06-01T09:00:00Z
