catalog_object_id,location_id,quantity,state
itm-4,loc-shop,36,IN_STOCK
itm-2,loc-shop,12,IN_STOCK
catalog_object_id_noise_500,location_id_1500,0,active
catalog_object_id_noise_501,location_id_1501,0,active
catalog_object_id_noise_502,location_id_1502,0,active
catalog_object_id_noise_503,location_id_1503,0,active
catalog_object_id_noise_504,location_id_1504,0,active
catalog_object_id_noise_505,location_id_1505,0,active
catalog_object_id_noise_506,location_id_1506,0,active
catalog_object_id_noise_507,location_id_1507,0,active
catalog_object_id_noise_508,location_id_1508,0,active
catalog_object_id_noise_509,location_id_1509,0,active
catalog_object_id_noise_510,location_id_1510,0,active
catalog_object_id_noise_511,location_id_1511,0,active
catalog_object_id_noise_512,location_id_1512,0,active
catalog_object_id_noise_513,location_id_1513,0,active
catalog_object_id_noise_514,location_id_1514,0,active
catalog_object_id_noise_515,location_id_1515,0,active
catalog_object_id_noise_516,location_id_1516,0,active
catalog_object_id_noise_517,location_id_1517,0,active
catalog_object_id_noise_518,location_id_1518,0,active
catalog_object_id_noise_519,location_id_1519,0,active
catalog_object_id_noise_520,location_id_1520,0,active
catalog_object_id_noise_521,location_id_1521,0,active
catalog_object_id_noise_522,location_id_1522,0,active
