id,business_id,rating,text,user_name,time_created
rev_2026_019,haris-auto-body-and-paint-edison,2,"Took my car to Pete's Auto Body on Route 1 and they scratched the whole passenger side during the repair. Terrible work, would not recommend. The paint doesn't even match.",Mike T.,2026-09-30T14:00:00-04:00
rev_2026_018,haris-auto-body-and-paint-edison,5,Hari and his team did an amazing job on my Accord. The paint match is perfect and they finished a day early. Best body shop in Edison.,Sarah K.,2026-09-26T10:00:00-04:00
rev_2026_017,haris-auto-body-and-paint-edison,4,Good work on my F-150. Tailgate looks like new. Only took 5 days which is faster than the other shops I called. Would use again.,David K.,2026-09-22T15:00:00-04:00
rev_2026_016,haris-auto-body-and-paint-edison,5,Had my CR-V repaired here after a parking lot incident. Amit was super helpful and kept me updated throughout. The work is flawless.,Rachel G.,2026-08-18T11:00:00-04:00
rev_2026_015,haris-auto-body-and-paint-edison,4,Solid body shop. Fixed a deep scratch on my BMW for a reasonable price. Professional team.,James P.,2026-08-25T09:00:00-04:00
rev_2026_014,haris-auto-body-and-paint-edison,5,Been bringing my cars here since 2017. Hari always gives honest estimates and does quality work. The Envirobase paint they use is top notch.,Anisha P.,2026-07-30T14:00:00-04:00
rev_2026_013,haris-auto-body-and-paint-edison,3,Work was good but took a little longer than estimated. Communication could be better. End result was fine though.,Tom B.,2026-07-15T10:00:00-04:00
rev_2026_012,haris-auto-body-and-paint-edison,5,"Just picked up my Malibu. Door ding is completely gone, can't even tell where it was. Fast turnaround too. Highly recommend!",Sandra W.,2026-07-18T16:00:00-04:00
rev_2026_011,haris-auto-body-and-paint-edison,4,"Fair pricing, good quality. They handled my insurance claim without any hassle. Maya in the office is very helpful.",Luis M.,2026-09-25T13:00:00-04:00
rev_2026_010,haris-auto-body-and-paint-edison,4,Had a fender bender and took it here on a friend's recommendation. They did a great job and the price was fair. Will definitely come back.,Marcus W.,2026-06-20T11:00:00-04:00
rev_bg_100,hari-auto-body-edison,5,Professional and friendly. My car looks great.,Sam C.,2026-09-02T09:00:00-04:00
rev_bg_101,hari-auto-body-edison,5,"Hari did an amazing job on my car, looks brand new!",Victor R.,2026-03-20T09:00:00-04:00
rev_bg_102,hari-auto-body-edison,5,Professional and friendly. My car looks great.,Sophia L.,2026-09-14T09:00:00-04:00
rev_bg_103,hari-auto-body-edison,5,"Fast, honest, fair pricing. Highly recommend.",Sophia L.,2026-02-18T09:00:00-04:00
rev_bg_104,hari-auto-body-edison,3,"Great experience, will come back.",Deepa N.,2026-06-04T09:00:00-04:00
rev_bg_105,hari-auto-body-edison,3,Professional and friendly. My car looks great.,Victor R.,2026-08-18T09:00:00-04:00
rev_bg_106,hari-auto-body-edison,4,"Great experience, will come back.",Tom B.,2026-06-22T09:00:00-04:00
rev_bg_107,hari-auto-body-edison,4,Best body shop in Edison. Matched the paint perfectly.,Anthony R.,2026-07-16T09:00:00-04:00
rev_bg_108,hari-auto-body-edison,4,Professional and friendly. My car looks great.,Victor R.,2026-04-17T09:00:00-04:00
rev_bg_109,hari-auto-body-edison,4,Best body shop in Edison. Matched the paint perfectly.,Ben C.,2026-08-17T09:00:00-04:00
rev_bg_110,hari-auto-body-edison,3,"Great experience, will come back.",Anthony R.,2026-04-28T09:00:00-04:00
rev_bg_111,hari-auto-body-edison,4,"Fast, honest, fair pricing. Highly recommend.",Michael T.,2026-05-07T09:00:00-04:00
rev_bg_112,hari-auto-body-edison,4,Best body shop in Edison. Matched the paint perfectly.,Jenny L.,2026-04-22T09:00:00-04:00
rev_bg_113,hari-auto-body-edison,4,Best body shop in Edison. Matched the paint perfectly.,Nina S.,2026-01-18T09:00:00-04:00
rev_bg_114,hari-auto-body-edison,4,Best body shop in Edison. Matched the paint perfectly.,Luis M.,2026-09-04T09:00:00-04:00
rev_bg_115,hari-auto-body-edison,5,"Great experience, will come back.",Sophia L.,2026-04-08T09:00:00-04:00
rev_bg_116,hari-auto-body-edison,4,"Hari did an amazing job on my car, looks brand new!",Maria R.,2026-04-19T09:00:00-04:00
rev_bg_117,hari-auto-body-edison,3,"Hari did an amazing job on my car, looks brand new!",Luis M.,2026-04-19T09:00:00-04:00
rev_bg_118,hari-auto-body-edison,4,"Great experience, will come back.",Priya D.,2026-04-07T09:00:00-04:00
rev_bg_119,hari-auto-body-edison,5,"Fast, honest, fair pricing. Highly recommend.",Victor R.,2026-01-17T09:00:00-04:00
rev_bg_120,hari-auto-body-edison,3,Best body shop in Edison. Matched the paint perfectly.,Jenny L.,2026-07-07T09:00:00-04:00
rev_bg_121,hari-auto-body-edison,4,"Fast, honest, fair pricing. Highly recommend.",Ben C.,2026-07-04T09:00:00-04:00
rev_bg_122,hari-auto-body-edison,5,"Fast, honest, fair pricing. Highly recommend.",Nina S.,2026-06-24T09:00:00-04:00
rev_bg_123,hari-auto-body-edison,3,"Fast, honest, fair pricing. Highly recommend.",Maria R.,2026-09-19T09:00:00-04:00
rev_bg_124,hari-auto-body-edison,4,Professional and friendly. My car looks great.,Victor R.,2026-06-24T09:00:00-04:00
rev_bg_125,hari-auto-body-edison,4,"Great experience, will come back.",James P.,2026-02-21T09:00:00-04:00
rev_bg_126,hari-auto-body-edison,4,Best body shop in Edison. Matched the paint perfectly.,Laila A.,2026-08-03T09:00:00-04:00
rev_bg_127,hari-auto-body-edison,4,"Hari did an amazing job on my car, looks brand new!",Sam C.,2026-03-16T09:00:00-04:00
rev_bg_128,hari-auto-body-edison,3,Best body shop in Edison. Matched the paint perfectly.,Nina S.,2026-05-01T09:00:00-04:00
rev_bg_129,hari-auto-body-edison,4,Best body shop in Edison. Matched the paint perfectly.,Luis M.,2026-09-10T09:00:00-04:00
rev_bg_130,hari-auto-body-edison,3,Professional and friendly. My car looks great.,Nina S.,2026-07-10T09:00:00-04:00
rev_bg_131,hari-auto-body-edison,5,Best body shop in Edison. Matched the paint perfectly.,Ravi K.,2026-01-05T09:00:00-04:00
rev_bg_132,hari-auto-body-edison,5,Best body shop in Edison. Matched the paint perfectly.,Rachel G.,2026-07-26T09:00:00-04:00
rev_bg_133,hari-auto-body-edison,5,"Hari did an amazing job on my car, looks brand new!",Tom B.,2026-09-15T09:00:00-04:00
rev_bg_134,hari-auto-body-edison,5,"Fast, honest, fair pricing. Highly recommend.",Ravi K.,2026-04-20T09:00:00-04:00
rev_bg_135,hari-auto-body-edison,5,"Great experience, will come back.",Sam C.,2026-08-16T09:00:00-04:00
rev_bg_136,hari-auto-body-edison,4,"Fast, honest, fair pricing. Highly recommend.",Karen W.,2026-08-10T09:00:00-04:00
rev_bg_137,hari-auto-body-edison,4,Best body shop in Edison. Matched the paint perfectly.,Jenny L.,2026-04-15T09:00:00-04:00
rev_bg_138,hari-auto-body-edison,3,"Fast, honest, fair pricing. Highly recommend.",Victor R.,2026-03-24T09:00:00-04:00
rev_bg_139,hari-auto-body-edison,5,"Great experience, will come back.",Ben C.,2026-05-27T09:00:00-04:00
rev_bg_140,hari-auto-body-edison,4,"Fast, honest, fair pricing. Highly recommend.",Laila A.,2026-09-08T09:00:00-04:00
rev_bg_141,hari-auto-body-edison,5,Professional and friendly. My car looks great.,Maria R.,2026-07-07T09:00:00-04:00
rev_bg_142,hari-auto-body-edison,5,"Hari did an amazing job on my car, looks brand new!",Karen W.,2026-05-11T09:00:00-04:00
rev_bg_143,hari-auto-body-edison,5,"Hari did an amazing job on my car, looks brand new!",Priya D.,2026-07-16T09:00:00-04:00
rev_bg_144,hari-auto-body-edison,4,"Fast, honest, fair pricing. Highly recommend.",Deepa N.,2026-01-02T09:00:00-04:00
rev_bg_145,hari-auto-body-edison,5,"Fast, honest, fair pricing. Highly recommend.",Luis M.,2026-07-26T09:00:00-04:00
rev_bg_146,hari-auto-body-edison,5,"Fast, honest, fair pricing. Highly recommend.",Karen W.,2026-02-25T09:00:00-04:00
rev_bg_147,hari-auto-body-edison,5,Professional and friendly. My car looks great.,James P.,2026-02-15T09:00:00-04:00
