artist_id,name,genres,followers,popularity
ar_0000,Artist 0,pop,160070,92
ar_0001,Artist 1,r&b,3932576,83
ar_0002,Artist 2,rock,2543837,62
ar_0003,Artist 3,country,4033475,78
ar_0004,Artist 4,pop,2390478,55
ar_0005,Artist 5,country,1441928,69
ar_0006,Artist 6,rock,2697265,47
ar_0007,Artist 7,country,295071,42
ar_0008,Artist 8,r&b,596643,92
ar_0009,Artist 9,country,3954671,69
ar_0010,Artist 10,pop,2322168,77
ar_0011,Artist 11,pop,2656175,65
ar_0012,Artist 12,country,4865383,75
ar_0013,Artist 13,indie,2196808,38
ar_0014,Artist 14,indie,2980248,82
ar_0015,Artist 15,country,2201118,59
ar_0016,Artist 16,country,1150781,73
ar_0017,Artist 17,country,3728633,59
ar_0018,Artist 18,indie,4705985,62
ar_0019,Artist 19,pop,2312464,91
ar_0020,Artist 20,indie,2996199,25
ar_0021,Artist 21,rock,2610056,52
ar_0022,Artist 22,rock,937648,90
ar_0023,Artist 23,indie,4494835,85
ar_0024,Artist 24,pop,346645,71
ar_0025,Artist 25,r&b,2113530,93
ar_0026,Artist 26,r&b,3019875,71
ar_0027,Artist 27,rock,4650643,70
ar_0028,Artist 28,country,4815377,61
ar_0029,Artist 29,r&b,1988223,79
ar_0030,Artist 30,pop,1947641,73
ar_0031,Artist 31,rock,4978320,54
ar_0032,Artist 32,rock,809197,88
ar_0033,Artist 33,rock,3729997,77
ar_0034,Artist 34,country,178390,68
ar_0035,Artist 35,pop,1057641,82
ar_0036,Artist 36,rock,3316566,73
ar_0037,Artist 37,r&b,1998862,91
ar_0038,Artist 38,rock,623467,51
ar_0039,Artist 39,indie,4761525,52
ar_0040,Artist 40,country,3178246,48
ar_0041,Artist 41,r&b,2398083,32
ar_0042,Artist 42,indie,4743872,29
ar_0043,Artist 43,country,3404468,43
ar_0044,Artist 44,country,4103774,73
ar_0045,Artist 45,country,1417688,60
ar_0046,Artist 46,country,3559669,29
ar_0047,Artist 47,pop,2345469,22
ar_0048,Artist 48,rock,1498299,55
ar_0049,Artist 49,r&b,2456893,51
ar_0050,Artist 50,country,378899,84
ar_0051,Artist 51,country,1269278,64
ar_0052,Artist 52,r&b,966589,59
ar_0053,Artist 53,pop,1303327,28
ar_0054,Artist 54,rock,4128788,29
ar_0055,Artist 55,indie,473945,77
ar_0056,Artist 56,country,1125856,87
ar_0057,Artist 57,country,1657397,86
ar_0058,Artist 58,country,3250137,22
ar_0059,Artist 59,pop,1625806,50
ar_0060,Artist 60,pop,1872663,87
ar_0061,Artist 61,rock,3338681,61
ar_0062,Artist 62,indie,1612861,24
ar_0063,Artist 63,r&b,2275074,72
ar_0064,Artist 64,country,2206916,96
ar_0065,Artist 65,r&b,3671964,55
ar_0066,Artist 66,country,1616027,55
ar_0067,Artist 67,country,820899,93
ar_0068,Artist 68,r&b,4427796,23
ar_0069,Artist 69,country,412478,20
ar_0070,Artist 70,pop,3385972,74
ar_0071,Artist 71,pop,185908,37
ar_0072,Artist 72,pop,1544742,90
ar_0073,Artist 73,pop,3308792,50
ar_0074,Artist 74,country,2878268,67
ar_0075,Artist 75,country,3455974,47
ar_0076,Artist 76,rock,3533721,24
ar_0077,Artist 77,r&b,3248560,64
ar_0078,Artist 78,country,3396184,29
ar_0079,Artist 79,pop,4297842,46
ar_0080,Artist 80,indie,718847,21
ar_0081,Artist 81,rock,3358799,59
ar_0082,Artist 82,rock,908169,42
ar_0083,Artist 83,country,3719072,57
ar_0084,Artist 84,country,326215,35
ar_0085,Artist 85,indie,4689986,62
ar_0086,Artist 86,indie,635446,65
ar_0087,Artist 87,indie,476573,98
ar_0088,Artist 88,r&b,4048029,24
ar_0089,Artist 89,rock,1054745,21
ar_0090,Artist 90,pop,169121,35
ar_0091,Artist 91,r&b,3000435,56
ar_0092,Artist 92,pop,2949435,90
ar_0093,Artist 93,pop,1996049,99
ar_0094,Artist 94,r&b,2119184,56
ar_0095,Artist 95,indie,4222175,66
ar_0096,Artist 96,pop,3418263,88
ar_0097,Artist 97,indie,1406251,22
ar_0098,Artist 98,indie,3206091,70
ar_0099,Artist 99,rock,2154548,27
ar_0100,Artist 100,r&b,277706,54
ar_0101,Artist 101,rock,397919,48
ar_0102,Artist 102,indie,2759272,72
ar_0103,Artist 103,pop,2581542,25
ar_0104,Artist 104,indie,943830,58
ar_0105,Artist 105,r&b,4242206,38
ar_0106,Artist 106,pop,2479310,49
ar_0107,Artist 107,rock,1327479,30
ar_0108,Artist 108,indie,2749251,53
ar_0109,Artist 109,indie,4942193,49
ar_0110,Artist 110,indie,1788825,82
ar_0111,Artist 111,country,2575596,67
ar_0112,Artist 112,r&b,1402628,27
ar_0113,Artist 113,pop,1317137,82
ar_0114,Artist 114,indie,3743762,70
ar_0115,Artist 115,r&b,3497383,85
ar_0116,Artist 116,indie,3334641,60
ar_0117,Artist 117,r&b,2002209,42
ar_0118,Artist 118,country,2567022,23
ar_0119,Artist 119,pop,4128617,24
ar_0120,Artist 120,indie,3162301,37
ar_0121,Artist 121,rock,3087989,28
ar_0122,Artist 122,rock,4797315,47
ar_0123,Artist 123,r&b,532512,47
ar_0124,Artist 124,rock,197728,99
ar_0125,Artist 125,country,2619419,43
ar_0126,Artist 126,indie,1895781,53
ar_0127,Artist 127,rock,4012807,30
ar_0128,Artist 128,indie,1637840,30
ar_0129,Artist 129,rock,4340397,89
ar_0130,Artist 130,rock,940601,75
ar_0131,Artist 131,country,3025965,98
ar_0132,Artist 132,country,2747053,24
ar_0133,Artist 133,rock,1163262,72
ar_0134,Artist 134,country,1357706,63
ar_0135,Artist 135,r&b,1848582,46
ar_0136,Artist 136,indie,2008848,42
ar_0137,Artist 137,country,2217751,62
ar_0138,Artist 138,rock,638221,87
ar_0139,Artist 139,country,1839332,76
ar_0140,Artist 140,rock,3961242,27
ar_0141,Artist 141,pop,4823375,89
ar_0142,Artist 142,rock,4569386,41
ar_0143,Artist 143,r&b,3756165,23
ar_0144,Artist 144,indie,899439,70
ar_0145,Artist 145,rock,1814064,49
ar_0146,Artist 146,indie,3258659,53
ar_0147,Artist 147,pop,185419,82
ar_0148,Artist 148,indie,1633742,29
ar_0149,Artist 149,indie,668587,94
ar_0150,Artist 150,indie,429554,44
ar_0151,Artist 151,rock,1403871,29
ar_0152,Artist 152,rock,3001496,91
ar_0153,Artist 153,country,3839139,29
ar_0154,Artist 154,r&b,4498797,91
ar_0155,Artist 155,country,2707122,73
ar_0156,Artist 156,country,4593459,41
ar_0157,Artist 157,pop,1996372,36
ar_0158,Artist 158,indie,4369787,92
ar_0159,Artist 159,country,311836,30
ar_0160,Artist 160,r&b,4851787,32
ar_0161,Artist 161,rock,2775331,49
