id,order_id,status,amount_value,currency_code,final_capture,create_time
cap_001,pp_001,COMPLETED,150.00,USD,true,2026-07-25T14:00:00-04:00
cap_002,pp_002,COMPLETED,75.00,USD,true,2026-06-15T10:00:00-04:00
cap_003,pp_003,COMPLETED,200.00,USD,true,2026-07-15T11:30:00-04:00
cap_004,pp_004,COMPLETED,120.00,USD,true,2026-08-10T09:00:00-04:00
cap_005,pp_005,COMPLETED,85.00,USD,true,2026-09-05T16:00:00-04:00
cap_bg_000,ord_bg_0,COMPLETED,509.75,USD,true,2026-08-19T09:00:00-04:00
cap_bg_001,ord_bg_1,COMPLETED,347.35,USD,true,2026-07-04T09:00:00-04:00
cap_bg_002,ord_bg_2,COMPLETED,286.94,USD,true,2026-08-04T09:00:00-04:00
cap_bg_003,ord_bg_3,COMPLETED,378.92,USD,true,2026-09-04T09:00:00-04:00
cap_bg_004,ord_bg_4,COMPLETED,112.88,USD,true,2026-08-24T09:00:00-04:00
cap_bg_005,ord_bg_5,COMPLETED,167.07,USD,true,2026-08-02T09:00:00-04:00
cap_bg_006,ord_bg_6,COMPLETED,470.63,USD,true,2026-06-22T09:00:00-04:00
cap_bg_007,ord_bg_7,COMPLETED,399.12,USD,true,2026-06-02T09:00:00-04:00
cap_bg_008,ord_bg_8,COMPLETED,460.78,USD,true,2026-06-04T09:00:00-04:00
cap_bg_009,ord_bg_9,COMPLETED,294.84,USD,true,2026-06-26T09:00:00-04:00
cap_bg_010,ord_bg_10,COMPLETED,231.21,USD,true,2026-06-27T09:00:00-04:00
cap_bg_011,ord_bg_11,COMPLETED,252.65,USD,true,2026-06-10T09:00:00-04:00
cap_bg_012,ord_bg_12,COMPLETED,301.57,USD,true,2026-08-12T09:00:00-04:00
cap_bg_013,ord_bg_13,COMPLETED,271.32,USD,true,2026-08-05T09:00:00-04:00
cap_bg_014,ord_bg_14,COMPLETED,489.77,USD,true,2026-06-26T09:00:00-04:00
cap_bg_015,ord_bg_15,COMPLETED,223.62,USD,true,2026-06-26T09:00:00-04:00
cap_bg_016,ord_bg_16,COMPLETED,435.14,USD,true,2026-06-12T09:00:00-04:00
cap_bg_017,ord_bg_17,COMPLETED,325.88,USD,true,2026-07-28T09:00:00-04:00
cap_bg_018,ord_bg_18,COMPLETED,345.85,USD,true,2026-09-17T09:00:00-04:00
cap_bg_019,ord_bg_19,COMPLETED,288.52,USD,true,2026-07-01T09:00:00-04:00
