id,name,primary,type,currency_code,currency_name,balance_amount,native_balance_amount,native_currency,created_at,updated_at
cb-acct-aw-btc,BTC Wallet,true,wallet,BTC,Bitcoin,0.02410000,1731.59,USD,2021-03-14T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-eth,ETH Wallet,false,wallet,ETH,Ethereum,0.02400000,88.32,USD,2021-05-02T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-usdc,USDC Wallet,false,wallet,USDC,USD Coin,0.04000000,0.04,USD,2022-08-11T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-btc-e001,BTC Wallet,true-e001,wallet,BTC,Bitcoin,0.02410000,1731.59,USD,2021-03-14T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-eth-e001,ETH Wallet,false-e001,wallet,ETH,Ethereum,0.02400000,88.32,USD,2021-05-02T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-usdc-e001,USDC Wallet,false-e001,wallet,USDC,USD Coin,0.04000000,0.04,USD,2022-08-11T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-btc-e002,BTC Wallet,true-e002,wallet,BTC,Bitcoin,0.02410000,1731.59,USD,2021-03-14T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-eth-e002,ETH Wallet,false-e002,wallet,ETH,Ethereum,0.02400000,88.32,USD,2021-05-02T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-usdc-e002,USDC Wallet,false-e002,wallet,USDC,USD Coin,0.04000000,0.04,USD,2022-08-11T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-btc-e003,BTC Wallet,true-e003,wallet,BTC,Bitcoin,0.02410000,1731.59,USD,2021-03-14T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-eth-e003,ETH Wallet,false-e003,wallet,ETH,Ethereum,0.02400000,88.32,USD,2021-05-02T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-usdc-e003,USDC Wallet,false-e003,wallet,USDC,USD Coin,0.04000000,0.04,USD,2022-08-11T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-btc-e004,BTC Wallet,true-e004,wallet,BTC,Bitcoin,0.02410000,1731.59,USD,2021-03-14T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-eth-e004,ETH Wallet,false-e004,wallet,ETH,Ethereum,0.02400000,88.32,USD,2021-05-02T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-usdc-e004,USDC Wallet,false-e004,wallet,USDC,USD Coin,0.04000000,0.04,USD,2022-08-11T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-btc-e005,BTC Wallet,true-e005,wallet,BTC,Bitcoin,0.02410000,1731.59,USD,2021-03-14T00:00:00Z,2026-10-12T13:00:00Z
cb-acct-aw-eth-e005,ETH Wallet,false-e005,wallet,ETH,Ethereum,0.02400000,88.32,USD,2021-05-02T00:00:00Z,2026-10-12T13:00:00Z
