id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
cb-tx-aw-btc-buy-01,cb-acct-aw-btc,buy,completed,0.01200000,BTC,540.00,USD,BTC buy (recurring $180),2021-04-01T00:00:00Z
cb-tx-aw-btc-buy-02,cb-acct-aw-btc,buy,completed,0.00700000,BTC,325.50,USD,BTC buy (recurring $180),2021-11-14T00:00:00Z
cb-tx-aw-btc-buy-03,cb-acct-aw-btc,buy,completed,0.00510000,BTC,236.90,USD,BTC buy (final DCA lot),2023-03-22T00:00:00Z
cb-tx-aw-eth-buy-01,cb-acct-aw-eth,buy,completed,0.02400000,ETH,142.60,USD,ETH buy (single lot),2021-05-02T00:00:00Z
cb-tx-aw-btc-buy-01-e001,cb-acct-aw-btc-e001,buy,completed,0.01200000,BTC,540.00,USD,BTC buy (recurring $180),2021-04-01T00:00:00Z
cb-tx-aw-btc-buy-02-e001,cb-acct-aw-btc-e001,buy,completed,0.00700000,BTC,325.50,USD,BTC buy (recurring $180),2021-11-14T00:00:00Z
cb-tx-aw-btc-buy-03-e001,cb-acct-aw-btc-e001,buy,completed,0.00510000,BTC,236.90,USD,BTC buy (final DCA lot),2023-03-22T00:00:00Z
cb-tx-aw-eth-buy-01-e001,cb-acct-aw-eth-e001,buy,completed,0.02400000,ETH,142.60,USD,ETH buy (single lot),2021-05-02T00:00:00Z
cb-tx-aw-btc-buy-01-e002,cb-acct-aw-btc-e002,buy,completed,0.01200000,BTC,540.00,USD,BTC buy (recurring $180),2021-04-01T00:00:00Z
cb-tx-aw-btc-buy-02-e002,cb-acct-aw-btc-e002,buy,completed,0.00700000,BTC,325.50,USD,BTC buy (recurring $180),2021-11-14T00:00:00Z
cb-tx-aw-btc-buy-03-e002,cb-acct-aw-btc-e002,buy,completed,0.00510000,BTC,236.90,USD,BTC buy (final DCA lot),2023-03-22T00:00:00Z
cb-tx-aw-eth-buy-01-e002,cb-acct-aw-eth-e002,buy,completed,0.02400000,ETH,142.60,USD,ETH buy (single lot),2021-05-02T00:00:00Z
cb-tx-aw-btc-buy-01-e003,cb-acct-aw-btc-e003,buy,completed,0.01200000,BTC,540.00,USD,BTC buy (recurring $180),2021-04-01T00:00:00Z
cb-tx-aw-btc-buy-02-e003,cb-acct-aw-btc-e003,buy,completed,0.00700000,BTC,325.50,USD,BTC buy (recurring $180),2021-11-14T00:00:00Z
cb-tx-aw-btc-buy-03-e003,cb-acct-aw-btc-e003,buy,completed,0.00510000,BTC,236.90,USD,BTC buy (final DCA lot),2023-03-22T00:00:00Z
cb-tx-aw-eth-buy-01-e003,cb-acct-aw-eth-e003,buy,completed,0.02400000,ETH,142.60,USD,ETH buy (single lot),2021-05-02T00:00:00Z
cb-tx-aw-btc-buy-01-e004,cb-acct-aw-btc-e004,buy,completed,0.01200000,BTC,540.00,USD,BTC buy (recurring $180),2021-04-01T00:00:00Z
cb-tx-aw-btc-buy-02-e004,cb-acct-aw-btc-e004,buy,completed,0.00700000,BTC,325.50,USD,BTC buy (recurring $180),2021-11-14T00:00:00Z
cb-tx-aw-btc-buy-03-e004,cb-acct-aw-btc-e004,buy,completed,0.00510000,BTC,236.90,USD,BTC buy (final DCA lot),2023-03-22T00:00:00Z
cb-tx-aw-eth-buy-01-e004,cb-acct-aw-eth-e004,buy,completed,0.02400000,ETH,142.60,USD,ETH buy (single lot),2021-05-02T00:00:00Z
cb-tx-aw-btc-buy-01-e005,cb-acct-aw-btc-e005,buy,completed,0.01200000,BTC,540.00,USD,BTC buy (recurring $180),2021-04-01T00:00:00Z
cb-tx-aw-btc-buy-02-e005,cb-acct-aw-btc-e005,buy,completed,0.00700000,BTC,325.50,USD,BTC buy (recurring $180),2021-11-14T00:00:00Z
cb-tx-aw-btc-buy-03-e005,cb-acct-aw-btc-e005,buy,completed,0.00510000,BTC,236.90,USD,BTC buy (final DCA lot),2023-03-22T00:00:00Z
cb-tx-aw-eth-buy-01-e005,cb-acct-aw-eth-e005,buy,completed,0.02400000,ETH,142.60,USD,ETH buy (single lot),2021-05-02T00:00:00Z
cb-tx-aw-btc-buy-01-e006,cb-acct-aw-btc-e006,buy,completed,0.01200000,BTC,540.00,USD,BTC buy (recurring $180),2021-04-01T00:00:00Z
cb-tx-aw-btc-buy-02-e006,cb-acct-aw-btc-e006,buy,completed,0.00700000,BTC,325.50,USD,BTC buy (recurring $180),2021-11-14T00:00:00Z
cb-tx-aw-btc-buy-03-e006,cb-acct-aw-btc-e006,buy,completed,0.00510000,BTC,236.90,USD,BTC buy (final DCA lot),2023-03-22T00:00:00Z
cb-tx-aw-eth-buy-01-e006,cb-acct-aw-eth-e006,buy,completed,0.02400000,ETH,142.60,USD,ETH buy (single lot),2021-05-02T00:00:00Z
