Id,DisplayName,CompanyName,PrimaryEmailAddr,PrimaryPhone,BillAddr_Line1,BillAddr_City,BillAddr_CountrySubDivisionCode,BillAddr_PostalCode,Balance,Active,AcctNum,Vendor1099
V01,Office Depot,Office Depot,,,,Eugene,OR,97401,0.00,True,,False
V02,Amazon,Amazon,,,,Seattle,WA,98109,0.00,True,,False
V03,Staples,Staples,,,,Eugene,OR,97401,0.00,True,,False
V04,Barnes & Noble,Barnes & Noble,,,,Eugene,OR,97401,0.00,True,,False
V05,Dutch Bros,Dutch Bros,,,,Eugene,OR,97401,0.00,True,,False
V06,Michaels,Michaels,,,,Eugene,OR,97401,0.00,True,,False
V07,Lakeshore Learning,Lakeshore Learning,,,,Carson,CA,90749,0.00,True,,False
V08,Target,Target,,,,Eugene,OR,97401,0.00,True,,False
V09,Cafe Yumm,Cafe Yumm,,,,Eugene,OR,97401,0.00,True,,False
V10,Chewy,Chewy,,,,Eugene,OR,97401,0.00,True,,False
V11,Cornucopia,Cornucopia,,,,Eugene,OR,97401,0.00,True,,False
V12,Costco,Costco,,,,Eugene,OR,97401,0.00,True,,False
V13,Dick's Sporting Goods,Dick's Sporting Goods,,,,Eugene,OR,97401,0.00,True,,False
V14,Home Depot,Home Depot,,,,Eugene,OR,97401,0.00,True,,False
V15,Jerry's,Jerry's,,,,Eugene,OR,97401,0.00,True,,False
V16,Mint Mobile,Mint Mobile,,,,Eugene,OR,97401,0.00,True,,False
V17,Netflix,Netflix,,,,Eugene,OR,97401,0.00,True,,False
V18,Planet Fitness,Planet Fitness,,,,Eugene,OR,97401,0.00,True,,False
V19,Regal Cinemas,Regal Cinemas,,,,Eugene,OR,97401,0.00,True,,False
V20,Shell,Shell,,,,Eugene,OR,97401,0.00,True,,False
V21,Spotify,Spotify,,,,Eugene,OR,97401,0.00,True,,False
V22,Starbucks,Starbucks,,,,Eugene,OR,97401,0.00,True,,False
V23,Track Town Pizza,Track Town Pizza,,,,Eugene,OR,97401,0.00,True,,False
V24,Vistaprint,Vistaprint,,,,Eugene,OR,97401,0.00,True,,False
V25,Walgreens,Walgreens,,,,Eugene,OR,97401,0.00,True,,False
V26,Walmart,Walmart,,,,Eugene,OR,97401,0.00,True,,False
V27,WinCo,WinCo,,,,Eugene,OR,97401,0.00,True,,False
