id,host_id,topic,type,status,start_time,duration,timezone,join_url,agenda,created_at
zm_001,host_001,WFS Weekly Team Review,2,waiting,2026-10-03T14:00:00-04:00,60,America/New_York,https://zoom.us/j/zm001,Weekly team standup,2026-09-01
zm_002,host_001,DOT Compliance Webinar,6,waiting,2026-10-23T14:00:00-04:00,90,America/New_York,https://zoom.us/j/zm002,Annual DOT compliance update,2026-09-26
zm_003,host_001,Mentorship Cohort Kickoff,2,waiting,2026-10-15T10:00:00-04:00,60,America/New_York,https://zoom.us/j/zm003,Autumn cohort orientation,2026-09-29
zm_0100,host_001,Meeting 4,2,waiting,2026-10-23T11:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0101,host_001,Meeting 5,2,waiting,2026-10-13T10:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0102,host_001,Meeting 6,2,waiting,2026-10-09T10:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0103,host_001,Meeting 7,2,waiting,2026-10-09T09:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0104,host_001,Meeting 8,2,waiting,2026-10-11T10:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0105,host_001,Meeting 9,2,waiting,2026-10-24T15:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0106,host_001,Meeting 10,2,waiting,2026-10-05T11:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0107,host_001,Meeting 11,2,waiting,2026-10-19T13:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0108,host_001,Meeting 12,2,waiting,2026-10-09T11:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0109,host_001,Meeting 13,2,waiting,2026-10-28T16:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0110,host_001,Meeting 14,2,waiting,2026-10-07T09:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0111,host_001,Meeting 15,2,waiting,2026-10-16T14:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0112,host_001,Meeting 16,2,waiting,2026-10-16T12:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0113,host_001,Meeting 17,2,waiting,2026-10-08T10:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0114,host_001,Meeting 18,2,waiting,2026-10-10T09:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0115,host_001,Meeting 19,2,waiting,2026-10-16T10:00:00-04:00,30,America/New_York,,,2026-09-01
zm_0116,host_001,Meeting 20,2,waiting,2026-10-04T12:00:00-04:00,30,America/New_York,,,2026-09-01
