id,name,permissionLevel
appChandlerCRM,Chandler Electric CRM,owner
appChandlerJobs,Active Jobs,owner
app1z49pfo9w9o3,Base qd9h,creator
appap5nu54eg64r,Base 1077,creator
appabll0tkt3xhw,Base omy1,creator
appwmx8wmkstc3e,Base epb7,creator
app8syl1lr6ehyc,Base vhbf,creator
appbpald9zhbxd1,Base abwv,creator
app60s0y7e053wy,Base vcw5,creator
app682hao5i9alw,Base lb0j,creator
appip4dcymnuypx,Base mp2a,creator
app00ox6xottst8,Base rhg4,creator
app6vlg652oqcb6,Base f2y4,creator
appsdg4yw3ft3rt,Base ltue,creator
appj6biru1wllvq,Base 35ip,creator
apphh57w2prffek,Base bw2u,creator
appk82omluconlp,Base 1oec,creator
app688v4v8oqtgo,Base hhf9,creator
appxjxo5dpcer3q,Base au8w,creator
appjuxcu1c27lwo,Base s2dc,creator
appr8asr4nqommm,Base xohd,creator
app6fpkiyzcklcy,Base 34vb,creator
appjz7pk06wqzl1,Base sciw,creator
app2s4vdg7n29s5,Base banf,creator
appxj168gns9dwu,Base txuj,creator
appo35izhti9tsu,Base 3d3e,creator
appq6kf6qyadbpl,Base wm8s,creator
appo4jthrwpb8ms,Base bpxn,creator
app6evc847jflvc,Base 38z5,creator
appb8sa54whaw38,Base usas,creator
appu8aen4t2qfi5,Base p849,creator
app39az6nqvb3ac,Base sk89,creator
apphphawaa6mk2s,Base gfzx,creator
appjcjafje4f5cz,Base iu39,creator
appd9e6dfn8zes6,Base 732g,creator
appdusgblqqo5ho,Base bcif,creator
apph863h3pnjm0b,Base whgs,creator
appb7yz407rwlov,Base s3n8,creator
appiub9gqn6gwj6,Base 6pbz,creator
appcmlh9p6v6ufm,Base u8qn,creator
app14zwz75iwbwd,Base 315a,creator
app5zainjhl5okn,Base xfdt,creator
app1qgkoj8bv3sm,Base l2i7,creator
appsc2gg7seqkyi,Base hzwp,creator
apppci1hvzq2x6x,Base mdk5,creator
app7cn8qex0ud83,Base 5l5u,creator
appxhra3kxl1xh3,Base af6f,creator
app8zw2y2052wwl,Base l8ec,creator
app907sohp5kuae,Base tfdb,creator
appksqcdrw7q24m,Base 6efh,creator
appk2db9ychk9bm,Base n4f9,creator
appz295n5vwrbqr,Base 6c07,creator
appzwdgovqa8c9e,Base fwuo,creator
appkhlxhn50r8ps,Base boh2,creator
app5mydam122opy,Base y01m,creator
app0la3f8ooe8v8,Base 0myv,creator
appo3vy3bi8emti,Base v3rd,creator
appxhc6n0petz6d,Base i45a,creator
apptq8h6x5zdwrs,Base akvo,creator
app68igc583o1wx,Base t67r,creator
appv1r2pbc1wk71,Base 49nq,creator
appdysuz92y7quh,Base iacx,creator
apptobp6jff8fw2,Base us49,creator
appeioocd8rer31,Base dkpl,creator
app9f514ljthrsu,Base 7q85,creator
appu5ytlqb59ej2,Base zz6f,creator
app7lhjka7axh7p,Base ark2,creator
appm2xqrux01y5d,Base 2v9o,creator
apphrty287wgqz3,Base rnvw,creator
appiyjcsdt1m64h,Base p5e8,creator
appbeysiitig0ce,Base xiag,creator
appkywem4qxwese,Base x9qu,creator
appekkkcvtu4ufj,Base 49qc,creator
app1aun40s4o616,Base 95al,creator
applw2jbdyqvx0g,Base 7gy4,creator
app5uzdpiaafo8p,Base ubnr,creator
appv2mdy2wehdd3,Base mz82,creator
app3jqblshs1tdi,Base qk8p,creator
appislpt4po6tu6,Base rl7i,creator
appt15dv8n2ttkv,Base zv9o,creator
appaclpyw1zb6p5,Base 7kwe,creator
appay7neb3cvjzf,Base 1zc2,creator
appy1ajw74syezc,Base wrn7,creator
app0l3px95p62id,Base 7c39,creator
app99pwerb1qjmk,Base 5jk2,creator
appl3itdlxf1wia,Base gnu4,creator
appe6qtzfvdrgjd,Base jxzr,creator
app46whs248gqz7,Base jvir,creator
appljr9qmj8ixsy,Base g9az,creator
appsac1kbc6dmcf,Base x00h,creator
