tableId,id,name,type
tblClients,fldClientName,client_name,singleLineText
tblClients,fldAddr,address,singleLineText
tblClients,fldLastJob,last_job_date,date
tblClients,fldPanel,panel_amps,number
tblClients,fldRoof,roof_orientation,singleSelect
tblClients,fldSolarFit,solar_fit_score,number
tblHarborview,fldUnit,unit,number
tblHarborview,fldStatus,as_built_status,singleSelect
tblHarborview,fldChangeOrder,change_order_ref,singleLineText
tblBayView,fldRoom,room,singleLineText
tblBayView,fldConduit,conduit_finish_required,singleSelect
tblBayView,fldMethod,install_method,singleSelect
tblprsaa0dh6lo0,fldoso7c4hi5rbq,Field v3ln,number
tbltsb0bb0v5huh,fldnofpf6qu08b8,Field 7jhu,number
tblexiczypnzfkv,fldbktv0px8ki1y,Field n7pp,singleLineText
tbl9glp8bk98eud,fldkpzpnxreo3td,Field o2vp,number
tblec89pd9gtksh,fld06immpdfc9ze,Field 9xxh,singleLineText
tblmft4zipwie08,fldjqroqdfrinun,Field nm3o,number
tbl8l6fkqe0c58d,fld7qf06nvujboc,Field 8lzv,singleLineText
tbl3aumeyqq4uyx,fld5f2smybkga6z,Field j67x,number
tbl7uyjlu7qhetj,fldlfs6mz3g1ong,Field i296,number
tblbxobpuqzms2t,fldxlvrb7d8496c,Field qitw,singleLineText
tblewpxj3245dpf,fldlhq85rq8lhu4,Field etfx,number
tblofvrarjo35uy,fldn8k0s2jq1eqi,Field 78al,singleLineText
tbl9227rnz8v3tf,fld5oue4y9g7mi0,Field 65ni,singleLineText
tblw9309dqftkyp,fldz5bh4928l0g5,Field nej8,singleSelect
tbl22v2ibw6a7hf,fld0nlfwh59bdo8,Field wgyh,number
tbl2nydqtk08gb6,fld753b4b3qkzyb,Field 2bfj,singleLineText
tblzllona2bes19,fld90m4hb83mp7h,Field roo9,singleLineText
tbljvwg930ah93f,fldsc41efrhbzvc,Field hg8l,singleSelect
tblukogcl87n2vg,fldzh66hbvzndv5,Field 8d4g,singleLineText
tblhh269hj3s4sb,fldorj3hh5x468t,Field nv2e,singleSelect
tbl9i7xyxiglgzs,fldzjaxdnxijqrn,Field wpqt,singleSelect
tblsedq98dihg2e,fld4rissrybtzd0,Field t5k3,singleSelect
tblix98ngratb58,fld95xpubm3fc5n,Field 7d5k,singleSelect
tblvt079cdorvs5,fldk78ebci0rji9,Field ekdm,singleLineText
tble5w7xwsenjtl,fldcz5opgzdcio2,Field x2p9,singleLineText
tblb3maypp4zycx,fld73jwl5oe1mtq,Field dc33,number
tbl99sqyq06dei2,fld2z34orpwwizk,Field li7o,singleSelect
tblzsz2rlryn91i,fldu74fuhnqk3ea,Field duky,number
tblwj4ceikh3pyg,fldh3hs3ixgucwl,Field ej0i,number
tblabw3k57mdamh,fldrzf75f82127o,Field ax2w,number
tblx1p5efbl0r72,fldtrq8qkfbram7,Field zgfr,number
tbl9dxua653zhyf,fldmrk8vuw9ru7i,Field vuzp,singleSelect
tbl90x4iho7t6b6,fldkcih5dv4xzcb,Field kdvz,singleSelect
tblz4vfyjf95xxa,fldznrzfimo0ybc,Field s469,singleLineText
tbljtam34oi9mjl,fldgg3bp5uk6qfd,Field hhbk,singleLineText
tbljjugs8nv4r5s,fldttdwcpywqwmr,Field nee8,singleLineText
tblwmtb06j898m5,fldotupckhzhb8u,Field cxe8,singleSelect
tblgki6he9zflf5,flds53el92gttkr,Field 3nxa,singleSelect
tblssnt0xzj1tvw,fld3w3w2lh9qire,Field t7nm,number
tbln1wrjzlx2z5d,fld1wlzfwl0ij39,Field yrmz,number
tbl0dcmfuond0di,fldlwx5h691e3ix,Field 2beb,singleSelect
tblr61vita8eehd,fldq6xpz5pm4xwr,Field q1j1,number
tblq40kkk1w04tm,fldm52b8hv6ouq4,Field uvrb,singleLineText
tbl22o2yhsxisim,fldb10lvfuyy0be,Field 0msx,singleLineText
tbl361jyfd18swu,fldfmppdg6j1wwn,Field zwru,singleSelect
tblofrtqass94nk,fldw1c460r799dy,Field aex4,singleLineText
tblmqrtg628rh4l,fldfg7nukphkfz1,Field w6km,number
tbl4jzvt42n1q2z,fldy1tdrey3wgw0,Field zvx0,singleSelect
tbl611g3iiw5nra,fld8c03z7kp5f1n,Field vxoa,singleLineText
tblpyek5xmfmt0l,fld3o5vpq1gc9zw,Field 85xq,number
tblrxxch8bq5yxd,fldmneywpco55vp,Field 1f2f,number
tblxat20y5cgt80,fld03ul3gctz2t6,Field oo8f,number
tbly394e9nio433,fldh3kv5h1oyri1,Field s5yq,singleLineText
tbl64tzzk332da1,fld2utr6pwwg9u5,Field 4d3f,singleSelect
tblrqfep8v7zeb7,fldv0o76fdjv8in,Field im8r,singleSelect
tbl5osuhsy4jkw5,flda908t7v7cd2u,Field 5jwl,number
tblznoa9g6pcdu8,fldh46l0aqpm3w0,Field ectv,number
tblmdy9dj2lb05s,fldd86ugqjbqem5,Field 89cb,number
tblvtx4ag4k13yw,fldxqdyzail23nj,Field 3rn0,number
tbl3vuiha45a2k4,fldp6md3r1ut1bp,Field mtlj,number
