page_id,property_name,property_type,value
page-th-1,Status,status,Done
page-th-1,Chapter,select,Chapter 3
page-th-2,Status,status,In progress
page-th-2,Chapter,select,Chapter 3
page-th-3,Status,status,Todo
page-th-3,Chapter,select,Chapter 3
page-th-4,Status,status,Done
page-th-4,Chapter,select,Chapter 3
page-th-5,Status,status,In review
page-th-5,Chapter,select,Chapter 3
page-ad-1,Status,status,Done
page-ad-2,Status,status,Done
page-ad-3,Status,status,Todo
page-ad-4,Status,status,In progress
page-rd-1,Reading Status,select,Reading
page-rd-2,Reading Status,select,Cited
page-rd-3,Reading Status,select,To read
page-rd-4,Reading Status,select,To read
page-rd-5,Reading Status,select,Reading
page-rc-1,Tags,multi_select,weeknight
page-rc-2,Tags,multi_select,easy
page-rc-3,Tags,multi_select,weekend
page-rc-4,Tags,multi_select,camping
