id,name,parent_id,owner_id,description,size,extension,sha1,created_at,modified_at
fil_notes,mentorship_pilot_box_observation_notes.md,fld_pilot_notes,box_me,,3391,md,0000000000000000000000000000000000000001,2026-10-10T09:00:00+00:00,2026-12-17T18:00:00+00:00
fil_mid,mentorship_pilot_midcycle_readout.md,fld_pilot_mid,box_hn,,4174,md,0000000000000000000000000000000000000002,2026-12-15T09:00:00+00:00,2026-12-17T22:30:00+00:00
fil_ratings,mentorship_pilot_ratings.png,fld_pilot_mid,box_hn,,35967,png,0000000000000000000000000000000000000003,2026-12-17T18:00:00+00:00,2026-12-17T18:00:00+00:00
fil_apps,mentorship_pilot_applicant_records.csv,fld_pilot_apps,box_hn,,3621,csv,0000000000000000000000000000000000000004,2026-09-12T09:00:00+00:00,2026-11-22T15:00:00+00:00
fil_fb,mentorship_pilot_feedback_summary.csv,fld_pilot_fb,box_hn,,654,csv,0000000000000000000000000000000000000005,2026-10-24T09:00:00+00:00,2026-12-12T18:00:00+00:00
fil_dossier,Submission_Dossier_HELD_DRAFT.pdf,fld_wbp,box_hn,,420664,pdf,0000000000000000000000000000000000000010,2026-11-14T18:30:00+00:00,2026-11-14T18:30:00+00:00
fil_filing,Filing_HELD_DRAFT.pdf,fld_wbp,box_hn,,111175,pdf,0000000000000000000000000000000000000011,2026-11-14T18:30:00+00:00,2026-11-14T18:30:00+00:00
fil_briefing,Pre_Meeting_Briefing_Dr_Olsson_HELD_DRAFT.pdf,fld_wbp,box_hn,,160202,pdf,0000000000000000000000000000000000000012,2026-11-14T18:30:00+00:00,2026-11-14T18:30:00+00:00
fil_0009,photo_backup_batch_9.zip,fld_028,box_hn,,457313,zip,0000000000000000000000000000000000000009,2025-01-07T00:00:00+00:00,2026-06-14T00:00:00+00:00
fil_0010,continuing_education_receipts_10.pdf,fld_024,box_hn,,83645,pdf,0000000000000000000000000000000000000010,2025-08-17T00:00:00+00:00,2026-10-28T00:00:00+00:00
fil_0011,running_log_2026_11.csv,fld_009,box_hn,,13210,csv,0000000000000000000000000000000000000011,2025-09-17T00:00:00+00:00,2026-07-13T00:00:00+00:00
fil_0012,bristol_trip_itinerary_12.pdf,fld_011,box_hn,,104899,pdf,0000000000000000000000000000000000000012,2025-03-24T00:00:00+00:00,2026-06-30T00:00:00+00:00
fil_0013,bristol_trip_itinerary_13.pdf,fld_029,box_hn,,97288,pdf,0000000000000000000000000000000000000013,2025-12-01T00:00:00+00:00,2026-09-13T00:00:00+00:00
fil_0014,astrid_trip_notes_14.md,fld_013,box_hn,,10837,md,0000000000000000000000000000000000000014,2024-09-30T00:00:00+00:00,2026-06-30T00:00:00+00:00
fil_0015,bristol_trip_itinerary_15.pdf,fld_014,box_hn,,103485,pdf,0000000000000000000000000000000000000015,2024-10-31T00:00:00+00:00,2026-10-13T00:00:00+00:00
fil_0016,wardrobe_archive_photo_16.jpg,fld_016,box_hn,,348374,jpg,0000000000000000000000000000000000000016,2025-10-29T00:00:00+00:00,2026-07-30T00:00:00+00:00
fil_0017,ibclc_module_notes_17.md,fld_028,box_hn,,21947,md,0000000000000000000000000000000000000017,2024-12-09T00:00:00+00:00,2026-09-12T00:00:00+00:00
fil_0018,photo_backup_batch_18.zip,fld_024,box_hn,,458870,zip,0000000000000000000000000000000000000018,2026-07-10T00:00:00+00:00,2026-07-27T00:00:00+00:00
fil_0019,astrid_trip_notes_19.md,fld_030,box_hn,,7065,md,0000000000000000000000000000000000000019,2025-09-12T00:00:00+00:00,2026-11-09T00:00:00+00:00
fil_0020,ibclc_module_notes_20.md,fld_024,box_hn,,13196,md,0000000000000000000000000000000000000020,2026-03-16T00:00:00+00:00,2026-06-18T00:00:00+00:00
fil_0021,recipes_swedish_21.md,fld_011,box_hn,,7254,md,0000000000000000000000000000000000000021,2025-03-01T00:00:00+00:00,2026-08-21T00:00:00+00:00
fil_0022,bristol_trip_itinerary_22.pdf,fld_013,box_hn,,101353,pdf,0000000000000000000000000000000000000022,2026-06-07T00:00:00+00:00,2026-10-09T00:00:00+00:00
