id,name,id_board,pos,closed
lst_ft_backlog,Backlog,brd_foodtruck,1,False
lst_ft_active,Active this quarter,brd_foodtruck,2,False
lst_ft_blocked,Blocked,brd_foodtruck,3,False
lst_ft_done,Done,brd_foodtruck,4,False
lst_kt_research,Research,brd_kitchen,1,False
lst_kt_decide,Decide,brd_kitchen,2,False
lst_kt_execute,Execute,brd_kitchen,3,False
lst_trip_family,Family / Nathalie side,brd_trip,1,False
lst_trip_flights,Flights & routing,brd_trip,2,False
lst_trip_papa,Papa Luc travel readiness,brd_trip,3,False
lst_trip_work,Time off & catering reconciliation,brd_trip,4,False
lst_trip_gift,Memento,brd_trip,5,False
lst_trip_done,Done,brd_trip,6,False
lst_rv_prep,Prep,brd_reveillon,1,False
lst_rv_orders,Orders,brd_reveillon,2,False
lst_rv_done,Done,brd_reveillon,3,False
lst_dec12_prep,Prep,brd_dec12,1,False
lst_dec12_execute,Execute,brd_dec12,2,False
lst_dec12_done,Done,brd_dec12,3,False
