id,name,id_board,pos,closed
lst_fb77dbf7-1906-446b-8390-39b42d116f84,Backlog,brd_1f6cbb77-bc85-49bb-82db-ce9bf0f4557b,1024,False
lst_5e420910-a5ee-45a1-8da7-772e6f496bcc,This quarter,brd_1f6cbb77-bc85-49bb-82db-ce9bf0f4557b,2048,False
lst_a6132356-2e25-4e46-9e58-e48088243fc0,In progress,brd_1f6cbb77-bc85-49bb-82db-ce9bf0f4557b,3072,False
lst_a3b3e8ad-fb89-4055-8727-1bf4a009ef71,Blocked,brd_1f6cbb77-bc85-49bb-82db-ce9bf0f4557b,4096,False
lst_bbd24af0-255f-450b-9a47-f3bbd24d50aa,Done,brd_1f6cbb77-bc85-49bb-82db-ce9bf0f4557b,5120,False
lst_34455c4f-1d43-485c-8613-6af7897241f1,Archive,brd_1f6cbb77-bc85-49bb-82db-ce9bf0f4557b,6144,False
lst_037cfde7-8ba4-4b04-b42b-c2c6bd971841,Backlog,brd_d6eb1da3-3bfd-401e-ad45-9e645f3f17a9,1024,False
lst_d0a41569-0af9-418e-9ead-956f377d94f3,This quarter,brd_d6eb1da3-3bfd-401e-ad45-9e645f3f17a9,2048,False
lst_f48e594a-8d5e-4da1-9dcf-ac7ae61ed6d7,In progress,brd_d6eb1da3-3bfd-401e-ad45-9e645f3f17a9,3072,False
lst_9031aa5c-6017-40fa-8c44-46fc6a20bf08,Blocked,brd_d6eb1da3-3bfd-401e-ad45-9e645f3f17a9,4096,False
lst_ece3dc3b-0f03-46a7-907e-740a0c1d588d,Done,brd_d6eb1da3-3bfd-401e-ad45-9e645f3f17a9,5120,False
lst_4cea1756-dbf7-4d38-9343-6b3b8cbfe99d,Archive,brd_d6eb1da3-3bfd-401e-ad45-9e645f3f17a9,6144,False
lst_132a6571-57f9-41c5-8a2b-02cc7132aa29,Backlog,brd_17d1ffd7-0313-4523-bdea-5c538fc38cce,1024,False
lst_99fc4f55-4d28-4e55-9a6d-27543cc2add7,This quarter,brd_17d1ffd7-0313-4523-bdea-5c538fc38cce,2048,False
lst_612bfcec-3896-42a8-ad83-ca66749b2ece,In progress,brd_17d1ffd7-0313-4523-bdea-5c538fc38cce,3072,False
lst_59eb0a1a-0ede-4a13-9c99-5f75106518ac,Blocked,brd_17d1ffd7-0313-4523-bdea-5c538fc38cce,4096,False
lst_f56fffc6-394f-4d87-8ed3-fae8a9f521e0,Done,brd_17d1ffd7-0313-4523-bdea-5c538fc38cce,5120,False
lst_2aefeed9-e470-437d-8077-7e9d8cc25987,Archive,brd_17d1ffd7-0313-4523-bdea-5c538fc38cce,6144,False
lst_9679869c-2485-4817-a353-785a4146095e,Backlog,brd_936d0c4f-3d03-498f-aa62-db56c653aebd,1024,False
lst_3fbd2082-7b5f-4b10-83e5-b9bd03c882bc,This quarter,brd_936d0c4f-3d03-498f-aa62-db56c653aebd,2048,False
lst_a14713d4-d086-4bdb-a03e-f94cd986f283,In progress,brd_936d0c4f-3d03-498f-aa62-db56c653aebd,3072,False
lst_40dcd9bb-d845-4ff4-9886-952edb885f2f,Blocked,brd_936d0c4f-3d03-498f-aa62-db56c653aebd,4096,False
lst_e7137794-ea4d-4542-b247-f7a7c679e63f,Done,brd_936d0c4f-3d03-498f-aa62-db56c653aebd,5120,False
lst_20a20104-29e1-4264-8141-9dfdb06d052e,Archive,brd_936d0c4f-3d03-498f-aa62-db56c653aebd,6144,False
lst_645995a3-a13c-447c-921e-019a23847565,Backlog,brd_54f7d41c-07b4-4fe4-a5d2-e5a5c3a6cd49,1024,False
lst_7335a187-6132-41c0-b562-74b71d486f3f,This quarter,brd_54f7d41c-07b4-4fe4-a5d2-e5a5c3a6cd49,2048,False
lst_daced1cf-7cf7-4a2b-9bf8-2432144a9f3a,In progress,brd_54f7d41c-07b4-4fe4-a5d2-e5a5c3a6cd49,3072,False
lst_f4fe072f-d568-41f0-9d7a-c6f3e128f880,Blocked,brd_54f7d41c-07b4-4fe4-a5d2-e5a5c3a6cd49,4096,False
lst_183ac46d-6eab-442d-9818-216e25717fdf,Done,brd_54f7d41c-07b4-4fe4-a5d2-e5a5c3a6cd49,5120,False
lst_b57a5407-a9e8-48f1-8a39-4c38257fcb2d,Archive,brd_54f7d41c-07b4-4fe4-a5d2-e5a5c3a6cd49,6144,False
lst_877d5aec-3a59-4e56-9c03-93baae107ce1,Backlog,brd_c1ef11a1-859e-4269-9b30-3767e77e6804,1024,False
lst_7f15efb6-d248-4baf-846b-28a91dc00366,This quarter,brd_c1ef11a1-859e-4269-9b30-3767e77e6804,2048,False
lst_09bc3874-8fee-490e-811e-ed3b5d2c0191,In progress,brd_c1ef11a1-859e-4269-9b30-3767e77e6804,3072,False
lst_18f18ba9-69ea-4edc-b7bc-bb5a8ba47fa2,Blocked,brd_c1ef11a1-859e-4269-9b30-3767e77e6804,4096,False
lst_66fcb1a7-e101-4848-8134-7f81c1ff733f,Done,brd_c1ef11a1-859e-4269-9b30-3767e77e6804,5120,False
lst_82fb3db0-64c6-48d9-a7ff-725b9af359ce,Archive,brd_c1ef11a1-859e-4269-9b30-3767e77e6804,6144,False
lst_5c0365fb-24a6-4cf8-af3d-974fbb6228f7,Add,brd_9f7e88a7-6408-4800-abe7-57fd04f62f4d,32954,False
lst_c518c367-616c-4b34-8fab-ac71cda6d1cf,Use,brd_b8d84345-c2d4-4975-bceb-637272f6dd1c,56815,False
lst_9c2de3d6-729e-44be-aa12-65d6025fe08d,Total,brd_24d53231-c2fc-4ef6-b067-f53bd5f5eba8,6533,True
