id,order_id,status,amount_value,currency_code,final_capture,create_time
CAP_86419A366A6DE0F6,ORDER-83547070160338429,COMPLETED,184.50,USD,true,2026-03-24T00:00:00Z
CAP_0940FC0B5D0C3749,ORDER-57434293133108632,COMPLETED,62.40,USD,true,2026-03-19T00:00:00Z
CAP_B80DD1C2E509D9FA,ORDER-30470192747436669,COMPLETED,147.25,USD,true,2026-03-12T00:00:00Z
CAP_BBF0AEFC0A627D8F,ORDER-66178548238884185,COMPLETED,96.75,USD,true,2026-03-02T00:00:00Z
CAP_000ABFAB3703871D,ORDER-44779244902402815,COMPLETED,129.30,USD,true,2026-02-25T00:00:00Z
CAP_A2DFA42C226121EB,ORDER-55889052777944860,COMPLETED,178.60,USD,true,2026-02-20T00:00:00Z
CAP_A452246B16711623,ORDER-36705415949158763,COMPLETED,112.45,USD,true,2026-02-10T00:00:00Z
CAP_DF1114BD7A863EDF,ORDER-71116311010958664,COMPLETED,73.15,USD,true,2026-02-05T00:00:00Z
CAP_5C2E1F90A4837DB1,ORDER-22841905563120774,COMPLETED,189.90,USD,true,2026-01-28T00:00:00Z
CAP_7A09D3E62B154FCA,ORDER-39517462088301955,COMPLETED,44.80,USD,true,2026-01-22T00:00:00Z
CAP_E831B0746D9C2A5F,ORDER-70263118994455281,COMPLETED,158.70,USD,true,2026-01-16T00:00:00Z
CAP_19F4CA8053E76BD0,ORDER-51938470226617403,COMPLETED,87.35,USD,true,2026-01-10T00:00:00Z
CAP_C260E9173B8AF45D,ORDER-84720193558624017,COMPLETED,66.90,USD,true,2026-01-05T00:00:00Z
CAP_43BD7E1F0962C8A4,ORDER-19045728836501192,COMPLETED,175.25,USD,true,2025-12-18T00:00:00Z
CAP_9082A5D6C71E34BF,ORDER-60382914477205638,COMPLETED,139.55,USD,true,2025-12-11T00:00:00Z
CAP_6F31C8B0249ADE75,ORDER-27156408839920451,COMPLETED,49.99,USD,true,2025-12-04T00:00:00Z
CAP_B5470E92A1D86C30,ORDER-83619274405518330,COMPLETED,118.40,USD,true,2025-11-26T00:00:00Z
CAP_28E0BA1746F953CD,ORDER-45028173960284715,COMPLETED,92.60,USD,true,2025-11-19T00:00:00Z
CAP_71DC3F805E2940AB,ORDER-71294836650127904,COMPLETED,164.80,USD,true,2025-11-12T00:00:00Z
CAP_3A96D1E847B05CF2,ORDER-30584719927461083,COMPLETED,57.45,USD,true,2025-11-05T00:00:00Z
CAP_0D7B5942E1638CA9,ORDER-92047158360294617,COMPLETED,108.20,USD,true,2025-10-22T00:00:00Z
CAP_E4920A7D316FB85C,ORDER-58136920047382615,COMPLETED,181.35,USD,true,2025-10-14T00:00:00Z
