id,intent,status,amount_value,currency_code,payee_email,description,create_time
ORDER-83547070160338429,CAPTURE,COMPLETED,184.50,USD,orders@cedarbrooksupply.com,Bee supply order - deep frames and foundation,2026-03-24T00:00:00Z
ORDER-57434293133108632,CAPTURE,COMPLETED,62.40,USD,orders@bucksbeesupply.com,Hive tool and smoker fuel,2026-03-19T00:00:00Z
ORDER-30470192747436669,CAPTURE,COMPLETED,147.25,USD,sales@keystoneelectricsupply.com,Electrical parts - breakers,2026-03-12T00:00:00Z
ORDER-94395932185623741,CAPTURE,VOIDED,38.99,USD,orders@checkmatebooks.com,Chess books - Dvoretsky endgame manual,2026-03-06T00:00:00Z
ORDER-66178548238884185,CAPTURE,COMPLETED,96.75,USD,orders@glassjarwholesale.com,Honey jars - case of 12oz,2026-03-02T00:00:00Z
ORDER-44779244902402815,CAPTURE,COMPLETED,129.30,USD,orders@cedarbrooksupply.com,Bee supply order - nuc boxes and queen excluders,2026-02-25T00:00:00Z
ORDER-55889052777944860,CAPTURE,COMPLETED,178.60,USD,sales@keystoneelectricsupply.com,Electrical parts - THHN wire spool and connectors,2026-02-20T00:00:00Z
ORDER-60909951722376838,CAPTURE,VOIDED,54.20,USD,orders@checkmatebooks.com,Chess books - Silman reassess your chess,2026-02-15T00:00:00Z
ORDER-36705415949158763,CAPTURE,COMPLETED,112.45,USD,orders@glassjarwholesale.com,Honey jars - case of 8oz hex,2026-02-10T00:00:00Z
ORDER-71116311010958664,CAPTURE,COMPLETED,73.15,USD,orders@bucksbeesupply.com,Hive tool and smoker fuel,2026-02-05T00:00:00Z
ORDER-22841905563120774,CAPTURE,COMPLETED,189.90,USD,orders@cedarbrooksupply.com,Bee supply order - deep frames and foundation,2026-01-28T00:00:00Z
ORDER-39517462088301955,CAPTURE,COMPLETED,44.80,USD,orders@checkmatebooks.com,Chess books - Aagaard calculation,2026-01-22T00:00:00Z
ORDER-70263118994455281,CAPTURE,COMPLETED,158.70,USD,sales@keystoneelectricsupply.com,Electrical parts - GFCI outlets and wall plates,2026-01-16T00:00:00Z
ORDER-51938470226617403,CAPTURE,COMPLETED,87.35,USD,orders@glassjarwholesale.com,Honey jars - case of 12oz,2026-01-10T00:00:00Z
ORDER-84720193558624017,CAPTURE,COMPLETED,66.90,USD,orders@bucksbeesupply.com,Hive tool and smoker fuel,2026-01-05T00:00:00Z
ORDER-19045728836501192,CAPTURE,COMPLETED,175.25,USD,orders@cedarbrooksupply.com,Bee supply order - foundation and frame wire,2025-12-18T00:00:00Z
ORDER-60382914477205638,CAPTURE,COMPLETED,139.55,USD,sales@keystoneelectricsupply.com,Electrical parts - breakers,2025-12-11T00:00:00Z
ORDER-27156408839920451,CAPTURE,COMPLETED,49.99,USD,orders@checkmatebooks.com,Chess books - Dvoretsky endgame manual,2025-12-04T00:00:00Z
ORDER-83619274405518330,CAPTURE,COMPLETED,118.40,USD,orders@glassjarwholesale.com,Honey jars - case of 8oz hex,2025-11-26T00:00:00Z
ORDER-45028173960284715,CAPTURE,COMPLETED,92.60,USD,orders@bucksbeesupply.com,Bee supply order - mite treatment strips,2025-11-19T00:00:00Z
ORDER-71294836650127904,CAPTURE,COMPLETED,164.80,USD,sales@keystoneelectricsupply.com,Electrical parts - conduit and fittings,2025-11-12T00:00:00Z
ORDER-30584719927461083,CAPTURE,COMPLETED,57.45,USD,orders@checkmatebooks.com,Chess books - Nunn understanding chess,2025-11-05T00:00:00Z
ORDER-92047158360294617,CAPTURE,COMPLETED,108.20,USD,orders@glassjarwholesale.com,Honey jars - case of 12oz,2025-10-22T00:00:00Z
ORDER-58136920047382615,CAPTURE,COMPLETED,181.35,USD,orders@cedarbrooksupply.com,Bee supply order - deep frames and foundation,2025-10-14T00:00:00Z
