channel_id,user_id
C001,U_courtney
C001,U_denise
C001,U_natasha
C002,U_courtney
C002,U_denise
C002,U_natasha
C003,U_courtney
C003,U_denise
C003,U_natasha
C004,U_courtney
C004,U_natasha
C005,U_courtney
C005,U_natasha
C006,U_courtney
C006,U_denise
C0202,U_0560
C0508,U_0382
C0192,U_0600
C0265,U_0533
C0143,U_0113
C0199,U_0475
C0558,U_0209
C0251,U_0131
C0210,U_0450
C0162,U_0574
C0186,U_0300
C0620,U_0143
C0518,U_0563
C0204,U_0352
C0155,U_0573
C0334,U_0440
C0181,U_0148
C0394,U_0469
C0382,U_0603
C0407,U_0304
C0510,U_0279
C0216,U_0301
C0125,U_0117
C0545,U_0286
C0457,U_0463
C0557,U_0536
C0539,U_0359
C0608,U_0130
C0309,U_0223
C0105,U_0441
C0303,U_0305
C0512,U_0260
C0550,U_0360
C0547,U_0503
C0547,U_0252
C0180,U_0461
C0165,U_0346
C0241,U_0586
C0119,U_0132
C0158,U_0372
C0512,U_0524
C0535,U_0202
C0418,U_0438
C0125,U_0169
C0219,U_0151
C0557,U_0597
C0578,U_0227
C0358,U_0138
C0120,U_0368
C0341,U_0169
C0376,U_0103
C0422,U_0355
C0167,U_0424
C0276,U_0143
C0361,U_0613
C0138,U_0404
C0608,U_0504
C0604,U_0329
C0166,U_0303
C0574,U_0549
C0223,U_0524
C0491,U_0399
C0204,U_0520
C0491,U_0201
C0252,U_0321
C0596,U_0393
C0150,U_0596
C0591,U_0372
C0354,U_0338
C0278,U_0430
C0547,U_0287
C0315,U_0627
C0396,U_0216
C0556,U_0115
C0168,U_0370
C0269,U_0541
C0242,U_0126
C0319,U_0578
C0152,U_0627
C0571,U_0275
C0208,U_0191
C0520,U_0156
C0262,U_0128
C0365,U_0197
C0185,U_0340
C0478,U_0625
C0616,U_0559
C0250,U_0214
C0185,U_0555
C0122,U_0615
C0396,U_0620
C0131,U_0172
C0508,U_0366
C0411,U_0241
C0264,U_0223
C0562,U_0464
C0338,U_0550
C0619,U_0482
C0548,U_0111
C0276,U_0163
C0126,U_0365
C0147,U_0528
C0585,U_0427
C0584,U_0195
C0284,U_0293
C0489,U_0187
C0406,U_0512
C0193,U_0186
C0261,U_0623
C0611,U_0376
C0269,U_0533
C0616,U_0254
C0574,U_0501
C0588,U_0151
C0373,U_0144
C0463,U_0334
C0220,U_0364
C0190,U_0533
C0215,U_0463
C0537,U_0145
C0606,U_0354
C0281,U_0599
C0390,U_0329
C0441,U_0486
C0462,U_0209
C0571,U_0507
C0286,U_0399
C0146,U_0531
C0389,U_0485
C0492,U_0354
C0371,U_0539
C0126,U_0372
C0563,U_0623
C0419,U_0255
C0166,U_0554
C0111,U_0256
C0446,U_0204
C0495,U_0245
C0263,U_0464
C0348,U_0516
C0381,U_0228
C0100,U_0614
C0327,U_0372
C0509,U_0613
C0333,U_0142
C0546,U_0240
C0364,U_0504
C0591,U_0254
C0555,U_0169
C0535,U_0122
C0164,U_0191
C0407,U_0175
C0319,U_0215
C0354,U_0466
C0267,U_0309
C0517,U_0210
C0338,U_0318
C0586,U_0517
C0100,U_0449
C0291,U_0354
C0144,U_0360
C0428,U_0623
C0196,U_0510
C0440,U_0122
C0269,U_0468
C0385,U_0409
C0607,U_0248
C0368,U_0227
C0199,U_0539
C0425,U_0132
C0297,U_0396
C0380,U_0128
C0526,U_0511
C0164,U_0581
C0595,U_0166
C0229,U_0364
C0142,U_0102
C0510,U_0572
C0248,U_0199
C0378,U_0181
C0553,U_0377
C0523,U_0629
C0207,U_0331
C0434,U_0289
C0503,U_0485
C0371,U_0532
C0354,U_0505
C0550,U_0419
C0618,U_0490
C0419,U_0192
C0435,U_0448
C0367,U_0421
C0150,U_0213
C0227,U_0238
C0284,U_0159
C0589,U_0469
C0352,U_0490
C0145,U_0459
C0216,U_0172
C0585,U_0180
C0532,U_0163
C0332,U_0504
C0312,U_0531
C0421,U_0354
C0520,U_0228
C0202,U_0627
C0366,U_0435
C0481,U_0157
C0488,U_0597
C0107,U_0150
C0125,U_0408
C0239,U_0405
C0356,U_0283
C0148,U_0400
C0485,U_0484
C0380,U_0545
C0541,U_0609
C0520,U_0151
C0434,U_0546
C0368,U_0265
C0114,U_0418
C0422,U_0533
C0472,U_0601
C0553,U_0448
C0129,U_0561
C0415,U_0426
C0326,U_0296
C0618,U_0129
C0535,U_0233
C0348,U_0478
C0364,U_0514
C0490,U_0233
C0288,U_0528
C0444,U_0396
C0155,U_0211
C0506,U_0442
C0455,U_0334
C0154,U_0109
C0535,U_0264
C0291,U_0221
C0279,U_0255
C0401,U_0285
C0562,U_0538
C0589,U_0585
C0418,U_0510
C0237,U_0423
C0168,U_0499
C0128,U_0206
C0180,U_0281
C0387,U_0202
C0194,U_0481
C0615,U_0357
C0497,U_0161
C0106,U_0115
C0210,U_0585
C0505,U_0592
C0606,U_0230
C0300,U_0181
C0277,U_0466
C0554,U_0113
C0379,U_0556
C0238,U_0518
C0369,U_0268
C0535,U_0177
C0250,U_0213
C0268,U_0154
C0308,U_0357
C0334,U_0590
C0450,U_0333
C0540,U_0454
C0495,U_0149
C0572,U_0458
C0272,U_0477
C0371,U_0626
C0279,U_0417
C0230,U_0226
C0338,U_0615
C0432,U_0359
C0470,U_0374
C0148,U_0132
C0539,U_0360
C0412,U_0476
C0392,U_0578
C0446,U_0249
C0301,U_0178
C0214,U_0243
C0298,U_0257
C0558,U_0392
C0603,U_0186
C0561,U_0548
C0507,U_0311
C0348,U_0400
C0270,U_0601
C0273,U_0131
C0296,U_0488
C0273,U_0174
C0586,U_0462
C0112,U_0162
C0168,U_0496
C0352,U_0142
C0361,U_0436
C0299,U_0133
C0495,U_0335
C0432,U_0615
C0248,U_0373
C0334,U_0438
C0335,U_0412
C0112,U_0136
C0206,U_0627
C0170,U_0505
C0551,U_0585
C0617,U_0393
C0168,U_0535
C0453,U_0276
C0385,U_0360
C0360,U_0468
C0367,U_0368
C0537,U_0154
C0315,U_0470
C0167,U_0586
C0322,U_0561
C0209,U_0115
C0428,U_0346
C0226,U_0250
C0567,U_0614
C0624,U_0361
C0495,U_0535
C0258,U_0162
C0413,U_0422
C0592,U_0236
C0590,U_0207
C0380,U_0560
C0240,U_0359
C0485,U_0338
C0137,U_0191
C0490,U_0358
C0279,U_0374
C0235,U_0308
C0331,U_0560
C0266,U_0341
C0343,U_0205
C0254,U_0215
C0611,U_0130
C0501,U_0260
C0315,U_0276
C0150,U_0317
C0271,U_0249
C0224,U_0145
C0219,U_0115
C0289,U_0335
C0279,U_0102
C0116,U_0164
C0495,U_0572
C0544,U_0488
C0217,U_0146
C0130,U_0620
C0592,U_0495
C0224,U_0111
C0185,U_0402
C0293,U_0481
C0492,U_0195
C0395,U_0163
C0340,U_0396
C0426,U_0349
C0187,U_0622
C0148,U_0594
C0382,U_0531
C0241,U_0299
C0422,U_0416
C0518,U_0423
C0200,U_0135
C0103,U_0303
C0117,U_0568
C0513,U_0286
C0103,U_0478
C0385,U_0437
C0488,U_0548
C0176,U_0439
C0120,U_0147
C0546,U_0543
C0499,U_0532
C0375,U_0194
C0175,U_0113
C0502,U_0479
C0406,U_0188
C0192,U_0330
C0388,U_0101
C0557,U_0431
C0202,U_0508
C0375,U_0580
C0142,U_0115
C0476,U_0299
C0540,U_0529
C0307,U_0401
C0244,U_0486
C0514,U_0263
C0497,U_0570
C0115,U_0339
C0543,U_0221
C0583,U_0596
C0174,U_0472
C0131,U_0479
C0539,U_0284
C0471,U_0564
C0179,U_0565
C0486,U_0123
C0342,U_0229
C0122,U_0189
C0235,U_0541
C0467,U_0565
C0291,U_0489
C0115,U_0409
C0180,U_0105
C0477,U_0242
C0174,U_0572
