id,name,is_private,is_archived,topic,purpose,creator,created,num_members
C001,general,0,0,General announcements,Company-wide updates,U_admin,1640000000,145
C002,nursing-staff,0,0,Nursing department,Nursing team coordination,U_denise,1640100000,42
C003,med-surg-unit,0,0,Med-Surg Unit,Unit-specific updates,U_denise,1640200000,18
C004,shift-swaps,0,0,Shift trading,Post and claim shift swaps,U_admin,1640300000,67
C005,social,0,0,Social and fun,Non-work chat,U_admin,1640400000,89
C006,nurse-manager-hiring,1,0,NM Position,Nurse manager position updates,U_denise,1695000000,5
C0100,channel-0,0,0,,,U_admin,1640000000,29
C0101,channel-1,0,0,,,U_admin,1640000000,9
C0102,channel-2,0,0,,,U_admin,1640000000,35
C0103,channel-3,0,0,,,U_admin,1640000000,39
C0104,channel-4,0,0,,,U_admin,1640000000,3
C0105,channel-5,1,0,,,U_admin,1640000000,47
C0106,channel-6,0,0,,,U_admin,1640000000,25
C0107,channel-7,1,0,,,U_admin,1640000000,38
C0108,channel-8,0,0,,,U_admin,1640000000,4
C0109,channel-9,0,0,,,U_admin,1640000000,43
C0110,channel-10,0,0,,,U_admin,1640000000,45
C0111,channel-11,0,0,,,U_admin,1640000000,15
C0112,channel-12,0,0,,,U_admin,1640000000,13
C0113,channel-13,0,0,,,U_admin,1640000000,50
C0114,channel-14,0,0,,,U_admin,1640000000,49
C0115,channel-15,0,0,,,U_admin,1640000000,15
C0116,channel-16,0,0,,,U_admin,1640000000,15
C0117,channel-17,0,0,,,U_admin,1640000000,21
C0118,channel-18,1,0,,,U_admin,1640000000,6
C0119,channel-19,1,0,,,U_admin,1640000000,17
C0120,channel-20,0,0,,,U_admin,1640000000,5
C0121,channel-21,0,0,,,U_admin,1640000000,49
C0122,channel-22,0,0,,,U_admin,1640000000,26
C0123,channel-23,0,0,,,U_admin,1640000000,46
C0124,channel-24,1,0,,,U_admin,1640000000,12
C0125,channel-25,0,0,,,U_admin,1640000000,13
C0126,channel-26,1,0,,,U_admin,1640000000,27
C0127,channel-27,0,0,,,U_admin,1640000000,13
C0128,channel-28,0,0,,,U_admin,1640000000,5
C0129,channel-29,0,0,,,U_admin,1640000000,46
C0130,channel-30,1,0,,,U_admin,1640000000,9
C0131,channel-31,0,0,,,U_admin,1640000000,13
C0132,channel-32,0,0,,,U_admin,1640000000,7
C0133,channel-33,0,0,,,U_admin,1640000000,29
C0134,channel-34,0,0,,,U_admin,1640000000,30
C0135,channel-35,0,0,,,U_admin,1640000000,47
C0136,channel-36,0,0,,,U_admin,1640000000,20
C0137,channel-37,0,0,,,U_admin,1640000000,31
C0138,channel-38,0,0,,,U_admin,1640000000,41
C0139,channel-39,0,0,,,U_admin,1640000000,31
C0140,channel-40,1,0,,,U_admin,1640000000,14
C0141,channel-41,1,0,,,U_admin,1640000000,20
C0142,channel-42,0,0,,,U_admin,1640000000,19
C0143,channel-43,0,0,,,U_admin,1640000000,49
C0144,channel-44,0,0,,,U_admin,1640000000,15
C0145,channel-45,1,0,,,U_admin,1640000000,21
C0146,channel-46,1,0,,,U_admin,1640000000,37
C0147,channel-47,1,0,,,U_admin,1640000000,8
C0148,channel-48,0,0,,,U_admin,1640000000,47
C0149,channel-49,0,0,,,U_admin,1640000000,6
C0150,channel-50,0,0,,,U_admin,1640000000,50
C0151,channel-51,0,0,,,U_admin,1640000000,38
C0152,channel-52,1,0,,,U_admin,1640000000,28
C0153,channel-53,0,0,,,U_admin,1640000000,6
C0154,channel-54,0,0,,,U_admin,1640000000,37
C0155,channel-55,0,0,,,U_admin,1640000000,11
C0156,channel-56,0,0,,,U_admin,1640000000,6
C0157,channel-57,0,0,,,U_admin,1640000000,18
C0158,channel-58,0,0,,,U_admin,1640000000,24
C0159,channel-59,0,0,,,U_admin,1640000000,19
C0160,channel-60,0,0,,,U_admin,1640000000,24
C0161,channel-61,0,0,,,U_admin,1640000000,14
C0162,channel-62,0,0,,,U_admin,1640000000,30
C0163,channel-63,1,0,,,U_admin,1640000000,16
C0164,channel-64,0,0,,,U_admin,1640000000,17
C0165,channel-65,0,0,,,U_admin,1640000000,36
C0166,channel-66,0,0,,,U_admin,1640000000,42
C0167,channel-67,1,0,,,U_admin,1640000000,7
C0168,channel-68,1,0,,,U_admin,1640000000,49
C0169,channel-69,0,0,,,U_admin,1640000000,50
C0170,channel-70,0,0,,,U_admin,1640000000,32
C0171,channel-71,0,0,,,U_admin,1640000000,46
C0172,channel-72,0,0,,,U_admin,1640000000,24
C0173,channel-73,0,0,,,U_admin,1640000000,5
C0174,channel-74,0,0,,,U_admin,1640000000,4
C0175,channel-75,0,0,,,U_admin,1640000000,49
C0176,channel-76,0,0,,,U_admin,1640000000,8
C0177,channel-77,0,0,,,U_admin,1640000000,13
C0178,channel-78,0,0,,,U_admin,1640000000,8
C0179,channel-79,0,0,,,U_admin,1640000000,33
C0180,channel-80,0,0,,,U_admin,1640000000,31
C0181,channel-81,0,0,,,U_admin,1640000000,6
C0182,channel-82,0,0,,,U_admin,1640000000,49
C0183,channel-83,0,0,,,U_admin,1640000000,25
C0184,channel-84,0,0,,,U_admin,1640000000,27
C0185,channel-85,0,0,,,U_admin,1640000000,35
C0186,channel-86,0,0,,,U_admin,1640000000,21
C0187,channel-87,0,0,,,U_admin,1640000000,13
C0188,channel-88,0,0,,,U_admin,1640000000,37
C0189,channel-89,0,0,,,U_admin,1640000000,41
C0190,channel-90,1,0,,,U_admin,1640000000,21
C0191,channel-91,1,0,,,U_admin,1640000000,36
C0192,channel-92,0,0,,,U_admin,1640000000,12
C0193,channel-93,0,0,,,U_admin,1640000000,21
C0194,channel-94,0,0,,,U_admin,1640000000,23
C0195,channel-95,1,0,,,U_admin,1640000000,33
C0196,channel-96,0,0,,,U_admin,1640000000,35
C0197,channel-97,1,0,,,U_admin,1640000000,32
C0198,channel-98,0,0,,,U_admin,1640000000,5
C0199,channel-99,0,0,,,U_admin,1640000000,3
C0200,channel-100,0,0,,,U_admin,1640000000,18
C0201,channel-101,1,0,,,U_admin,1640000000,25
C0202,channel-102,0,0,,,U_admin,1640000000,8
C0203,channel-103,0,0,,,U_admin,1640000000,49
C0204,channel-104,0,0,,,U_admin,1640000000,36
C0205,channel-105,0,0,,,U_admin,1640000000,28
C0206,channel-106,1,0,,,U_admin,1640000000,39
C0207,channel-107,0,0,,,U_admin,1640000000,18
C0208,channel-108,1,0,,,U_admin,1640000000,12
C0209,channel-109,0,0,,,U_admin,1640000000,35
C0210,channel-110,0,0,,,U_admin,1640000000,23
C0211,channel-111,0,0,,,U_admin,1640000000,45
C0212,channel-112,0,0,,,U_admin,1640000000,26
C0213,channel-113,0,0,,,U_admin,1640000000,13
C0214,channel-114,1,0,,,U_admin,1640000000,49
C0215,channel-115,0,0,,,U_admin,1640000000,38
C0216,channel-116,0,0,,,U_admin,1640000000,43
C0217,channel-117,1,0,,,U_admin,1640000000,6
C0218,channel-118,1,0,,,U_admin,1640000000,16
C0219,channel-119,0,0,,,U_admin,1640000000,29
C0220,channel-120,1,0,,,U_admin,1640000000,42
C0221,channel-121,0,0,,,U_admin,1640000000,4
C0222,channel-122,0,0,,,U_admin,1640000000,11
C0223,channel-123,0,0,,,U_admin,1640000000,6
