playlist_id,track_id,position,added_at
spotify_playlist_tracks_1000,spotify_playlist_tracks_1000,position_0,added_at_0
spotify_playlist_tracks_1001,spotify_playlist_tracks_1001,position_1,added_at_1
spotify_playlist_tracks_1002,spotify_playlist_tracks_1002,position_2,added_at_2
spotify_playlist_tracks_1003,spotify_playlist_tracks_1003,position_3,added_at_3
spotify_playlist_tracks_1004,spotify_playlist_tracks_1004,position_4,added_at_4
spotify_playlist_tracks_1005,spotify_playlist_tracks_1005,position_5,added_at_5
spotify_playlist_tracks_1006,spotify_playlist_tracks_1006,position_6,added_at_6
spotify_playlist_tracks_1007,spotify_playlist_tracks_1007,position_7,added_at_7
spotify_playlist_tracks_1008,spotify_playlist_tracks_1008,position_8,added_at_8
spotify_playlist_tracks_1009,spotify_playlist_tracks_1009,position_9,added_at_9
spotify_playlist_tracks_1010,spotify_playlist_tracks_1010,position_10,added_at_10
spotify_playlist_tracks_1011,spotify_playlist_tracks_1011,position_11,added_at_11
spotify_playlist_tracks_1012,spotify_playlist_tracks_1012,position_12,added_at_12
spotify_playlist_tracks_1013,spotify_playlist_tracks_1013,position_13,added_at_13
spotify_playlist_tracks_1014,spotify_playlist_tracks_1014,position_14,added_at_14
spotify_playlist_tracks_1015,spotify_playlist_tracks_1015,position_15,added_at_15
spotify_playlist_tracks_1016,spotify_playlist_tracks_1016,position_16,added_at_16
spotify_playlist_tracks_1017,spotify_playlist_tracks_1017,position_17,added_at_17
spotify_playlist_tracks_1018,spotify_playlist_tracks_1018,position_18,added_at_18
spotify_playlist_tracks_1019,spotify_playlist_tracks_1019,position_19,added_at_19
spotify_playlist_tracks_1020,spotify_playlist_tracks_1020,position_20,added_at_20
spotify_playlist_tracks_1021,spotify_playlist_tracks_1021,position_21,added_at_21
spotify_playlist_tracks_1022,spotify_playlist_tracks_1022,position_22,added_at_22
spotify_playlist_tracks_1023,spotify_playlist_tracks_1023,position_23,added_at_23
spotify_playlist_tracks_1024,spotify_playlist_tracks_1024,position_24,added_at_24
spotify_playlist_tracks_1025,spotify_playlist_tracks_1025,position_25,added_at_25
spotify_playlist_tracks_1026,spotify_playlist_tracks_1026,position_26,added_at_26
spotify_playlist_tracks_1027,spotify_playlist_tracks_1027,position_27,added_at_27
spotify_playlist_tracks_1028,spotify_playlist_tracks_1028,position_28,added_at_28
spotify_playlist_tracks_1029,spotify_playlist_tracks_1029,position_29,added_at_29
spotify_playlist_tracks_1030,spotify_playlist_tracks_1030,position_30,added_at_30
spotify_playlist_tracks_1031,spotify_playlist_tracks_1031,position_31,added_at_31
spotify_playlist_tracks_1032,spotify_playlist_tracks_1032,position_32,added_at_32
spotify_playlist_tracks_1033,spotify_playlist_tracks_1033,position_33,added_at_33
spotify_playlist_tracks_1034,spotify_playlist_tracks_1034,position_34,added_at_34
spotify_playlist_tracks_1035,spotify_playlist_tracks_1035,position_35,added_at_35
spotify_playlist_tracks_1036,spotify_playlist_tracks_1036,position_36,added_at_36
spotify_playlist_tracks_1037,spotify_playlist_tracks_1037,position_37,added_at_37
spotify_playlist_tracks_1038,spotify_playlist_tracks_1038,position_38,added_at_38
spotify_playlist_tracks_1039,spotify_playlist_tracks_1039,position_39,added_at_39
spotify_playlist_tracks_1040,spotify_playlist_tracks_1040,position_40,added_at_40
spotify_playlist_tracks_1041,spotify_playlist_tracks_1041,position_41,added_at_41
spotify_playlist_tracks_1042,spotify_playlist_tracks_1042,position_42,added_at_42
spotify_playlist_tracks_1043,spotify_playlist_tracks_1043,position_43,added_at_43
spotify_playlist_tracks_1044,spotify_playlist_tracks_1044,position_44,added_at_44
spotify_playlist_tracks_1045,spotify_playlist_tracks_1045,position_45,added_at_45
spotify_playlist_tracks_1046,spotify_playlist_tracks_1046,position_46,added_at_46
spotify_playlist_tracks_1047,spotify_playlist_tracks_1047,position_47,added_at_47
spotify_playlist_tracks_1048,spotify_playlist_tracks_1048,position_48,added_at_48
spotify_playlist_tracks_1049,spotify_playlist_tracks_1049,position_49,added_at_49
spotify_playlist_tracks_1050,spotify_playlist_tracks_1050,position_50,added_at_50
spotify_playlist_tracks_1051,spotify_playlist_tracks_1051,position_51,added_at_51
spotify_playlist_tracks_1052,spotify_playlist_tracks_1052,position_52,added_at_52
spotify_playlist_tracks_1053,spotify_playlist_tracks_1053,position_53,added_at_53
spotify_playlist_tracks_1054,spotify_playlist_tracks_1054,position_54,added_at_54
spotify_playlist_tracks_1055,spotify_playlist_tracks_1055,position_55,added_at_55
spotify_playlist_tracks_1056,spotify_playlist_tracks_1056,position_56,added_at_56
spotify_playlist_tracks_1057,spotify_playlist_tracks_1057,position_57,added_at_57
spotify_playlist_tracks_1058,spotify_playlist_tracks_1058,position_58,added_at_58
spotify_playlist_tracks_1059,spotify_playlist_tracks_1059,position_59,added_at_59
spotify_playlist_tracks_1060,spotify_playlist_tracks_1060,position_60,added_at_60
spotify_playlist_tracks_1061,spotify_playlist_tracks_1061,position_61,added_at_61
spotify_playlist_tracks_1062,spotify_playlist_tracks_1062,position_62,added_at_62
spotify_playlist_tracks_1063,spotify_playlist_tracks_1063,position_63,added_at_63
spotify_playlist_tracks_1064,spotify_playlist_tracks_1064,position_64,added_at_64
spotify_playlist_tracks_1065,spotify_playlist_tracks_1065,position_65,added_at_65
spotify_playlist_tracks_1066,spotify_playlist_tracks_1066,position_66,added_at_66
spotify_playlist_tracks_1067,spotify_playlist_tracks_1067,position_67,added_at_67
spotify_playlist_tracks_1068,spotify_playlist_tracks_1068,position_68,added_at_68
spotify_playlist_tracks_1069,spotify_playlist_tracks_1069,position_69,added_at_69
spotify_playlist_tracks_1070,spotify_playlist_tracks_1070,position_70,added_at_70
spotify_playlist_tracks_1071,spotify_playlist_tracks_1071,position_71,added_at_71
spotify_playlist_tracks_1072,spotify_playlist_tracks_1072,position_72,added_at_72
spotify_playlist_tracks_1073,spotify_playlist_tracks_1073,position_73,added_at_73
spotify_playlist_tracks_1074,spotify_playlist_tracks_1074,position_74,added_at_74
spotify_playlist_tracks_1075,spotify_playlist_tracks_1075,position_75,added_at_75
spotify_playlist_tracks_1076,spotify_playlist_tracks_1076,position_76,added_at_76
spotify_playlist_tracks_1077,spotify_playlist_tracks_1077,position_77,added_at_77
spotify_playlist_tracks_1078,spotify_playlist_tracks_1078,position_78,added_at_78
spotify_playlist_tracks_1079,spotify_playlist_tracks_1079,position_79,added_at_79
spotify_playlist_tracks_1080,spotify_playlist_tracks_1080,position_80,added_at_80
spotify_playlist_tracks_1081,spotify_playlist_tracks_1081,position_81,added_at_81
spotify_playlist_tracks_1082,spotify_playlist_tracks_1082,position_82,added_at_82
spotify_playlist_tracks_1083,spotify_playlist_tracks_1083,position_83,added_at_83
spotify_playlist_tracks_1084,spotify_playlist_tracks_1084,position_84,added_at_84
spotify_playlist_tracks_1085,spotify_playlist_tracks_1085,position_85,added_at_85
spotify_playlist_tracks_1086,spotify_playlist_tracks_1086,position_86,added_at_86
spotify_playlist_tracks_1087,spotify_playlist_tracks_1087,position_87,added_at_87
spotify_playlist_tracks_1088,spotify_playlist_tracks_1088,position_88,added_at_88
spotify_playlist_tracks_1089,spotify_playlist_tracks_1089,position_89,added_at_89
spotify_playlist_tracks_1090,spotify_playlist_tracks_1090,position_90,added_at_90
spotify_playlist_tracks_1091,spotify_playlist_tracks_1091,position_91,added_at_91
spotify_playlist_tracks_1092,spotify_playlist_tracks_1092,position_92,added_at_92
spotify_playlist_tracks_1093,spotify_playlist_tracks_1093,position_93,added_at_93
spotify_playlist_tracks_1094,spotify_playlist_tracks_1094,position_94,added_at_94
spotify_playlist_tracks_1095,spotify_playlist_tracks_1095,position_95,added_at_95
spotify_playlist_tracks_1096,spotify_playlist_tracks_1096,position_96,added_at_96
spotify_playlist_tracks_1097,spotify_playlist_tracks_1097,position_97,added_at_97
spotify_playlist_tracks_1098,spotify_playlist_tracks_1098,position_98,added_at_98
spotify_playlist_tracks_1099,spotify_playlist_tracks_1099,position_99,added_at_99
