track_id,name,artist_id,album_id,duration_ms,popularity,explicit,track_number
spotify_tracks_1000,Spotify item 0,spotify_tracks_1000,spotify_tracks_1000,duration_ms_0,popularity_0,explicit_0,track_number_0
spotify_tracks_1001,Spotify item 1,spotify_tracks_1001,spotify_tracks_1001,duration_ms_1,popularity_1,explicit_1,track_number_1
spotify_tracks_1002,Spotify item 2,spotify_tracks_1002,spotify_tracks_1002,duration_ms_2,popularity_2,explicit_2,track_number_2
spotify_tracks_1003,Spotify item 3,spotify_tracks_1003,spotify_tracks_1003,duration_ms_3,popularity_3,explicit_3,track_number_3
spotify_tracks_1004,Spotify item 4,spotify_tracks_1004,spotify_tracks_1004,duration_ms_4,popularity_4,explicit_4,track_number_4
spotify_tracks_1005,Spotify item 5,spotify_tracks_1005,spotify_tracks_1005,duration_ms_5,popularity_5,explicit_5,track_number_5
spotify_tracks_1006,Spotify item 6,spotify_tracks_1006,spotify_tracks_1006,duration_ms_6,popularity_6,explicit_6,track_number_6
spotify_tracks_1007,Spotify item 7,spotify_tracks_1007,spotify_tracks_1007,duration_ms_7,popularity_7,explicit_7,track_number_7
spotify_tracks_1008,Spotify item 8,spotify_tracks_1008,spotify_tracks_1008,duration_ms_8,popularity_8,explicit_8,track_number_8
spotify_tracks_1009,Spotify item 9,spotify_tracks_1009,spotify_tracks_1009,duration_ms_9,popularity_9,explicit_9,track_number_9
spotify_tracks_1010,Spotify item 10,spotify_tracks_1010,spotify_tracks_1010,duration_ms_10,popularity_10,explicit_10,track_number_10
spotify_tracks_1011,Spotify item 11,spotify_tracks_1011,spotify_tracks_1011,duration_ms_11,popularity_11,explicit_11,track_number_11
spotify_tracks_1012,Spotify item 12,spotify_tracks_1012,spotify_tracks_1012,duration_ms_12,popularity_12,explicit_12,track_number_12
spotify_tracks_1013,Spotify item 13,spotify_tracks_1013,spotify_tracks_1013,duration_ms_13,popularity_13,explicit_13,track_number_13
spotify_tracks_1014,Spotify item 14,spotify_tracks_1014,spotify_tracks_1014,duration_ms_14,popularity_14,explicit_14,track_number_14
spotify_tracks_1015,Spotify item 15,spotify_tracks_1015,spotify_tracks_1015,duration_ms_15,popularity_15,explicit_15,track_number_15
spotify_tracks_1016,Spotify item 16,spotify_tracks_1016,spotify_tracks_1016,duration_ms_16,popularity_16,explicit_16,track_number_16
spotify_tracks_1017,Spotify item 17,spotify_tracks_1017,spotify_tracks_1017,duration_ms_17,popularity_17,explicit_17,track_number_17
spotify_tracks_1018,Spotify item 18,spotify_tracks_1018,spotify_tracks_1018,duration_ms_18,popularity_18,explicit_18,track_number_18
spotify_tracks_1019,Spotify item 19,spotify_tracks_1019,spotify_tracks_1019,duration_ms_19,popularity_19,explicit_19,track_number_19
spotify_tracks_1020,Spotify item 20,spotify_tracks_1020,spotify_tracks_1020,duration_ms_20,popularity_20,explicit_20,track_number_20
spotify_tracks_1021,Spotify item 21,spotify_tracks_1021,spotify_tracks_1021,duration_ms_21,popularity_21,explicit_21,track_number_21
spotify_tracks_1022,Spotify item 22,spotify_tracks_1022,spotify_tracks_1022,duration_ms_22,popularity_22,explicit_22,track_number_22
spotify_tracks_1023,Spotify item 23,spotify_tracks_1023,spotify_tracks_1023,duration_ms_23,popularity_23,explicit_23,track_number_23
spotify_tracks_1024,Spotify item 24,spotify_tracks_1024,spotify_tracks_1024,duration_ms_24,popularity_24,explicit_24,track_number_24
spotify_tracks_1025,Spotify item 25,spotify_tracks_1025,spotify_tracks_1025,duration_ms_25,popularity_25,explicit_25,track_number_25
spotify_tracks_1026,Spotify item 26,spotify_tracks_1026,spotify_tracks_1026,duration_ms_26,popularity_26,explicit_26,track_number_26
spotify_tracks_1027,Spotify item 27,spotify_tracks_1027,spotify_tracks_1027,duration_ms_27,popularity_27,explicit_27,track_number_27
spotify_tracks_1028,Spotify item 28,spotify_tracks_1028,spotify_tracks_1028,duration_ms_28,popularity_28,explicit_28,track_number_28
spotify_tracks_1029,Spotify item 29,spotify_tracks_1029,spotify_tracks_1029,duration_ms_29,popularity_29,explicit_29,track_number_29
spotify_tracks_1030,Spotify item 30,spotify_tracks_1030,spotify_tracks_1030,duration_ms_30,popularity_30,explicit_30,track_number_30
spotify_tracks_1031,Spotify item 31,spotify_tracks_1031,spotify_tracks_1031,duration_ms_31,popularity_31,explicit_31,track_number_31
spotify_tracks_1032,Spotify item 32,spotify_tracks_1032,spotify_tracks_1032,duration_ms_32,popularity_32,explicit_32,track_number_32
spotify_tracks_1033,Spotify item 33,spotify_tracks_1033,spotify_tracks_1033,duration_ms_33,popularity_33,explicit_33,track_number_33
spotify_tracks_1034,Spotify item 34,spotify_tracks_1034,spotify_tracks_1034,duration_ms_34,popularity_34,explicit_34,track_number_34
spotify_tracks_1035,Spotify item 35,spotify_tracks_1035,spotify_tracks_1035,duration_ms_35,popularity_35,explicit_35,track_number_35
spotify_tracks_1036,Spotify item 36,spotify_tracks_1036,spotify_tracks_1036,duration_ms_36,popularity_36,explicit_36,track_number_36
spotify_tracks_1037,Spotify item 37,spotify_tracks_1037,spotify_tracks_1037,duration_ms_37,popularity_37,explicit_37,track_number_37
spotify_tracks_1038,Spotify item 38,spotify_tracks_1038,spotify_tracks_1038,duration_ms_38,popularity_38,explicit_38,track_number_38
spotify_tracks_1039,Spotify item 39,spotify_tracks_1039,spotify_tracks_1039,duration_ms_39,popularity_39,explicit_39,track_number_39
spotify_tracks_1040,Spotify item 40,spotify_tracks_1040,spotify_tracks_1040,duration_ms_40,popularity_40,explicit_40,track_number_40
spotify_tracks_1041,Spotify item 41,spotify_tracks_1041,spotify_tracks_1041,duration_ms_41,popularity_41,explicit_41,track_number_41
spotify_tracks_1042,Spotify item 42,spotify_tracks_1042,spotify_tracks_1042,duration_ms_42,popularity_42,explicit_42,track_number_42
spotify_tracks_1043,Spotify item 43,spotify_tracks_1043,spotify_tracks_1043,duration_ms_43,popularity_43,explicit_43,track_number_43
spotify_tracks_1044,Spotify item 44,spotify_tracks_1044,spotify_tracks_1044,duration_ms_44,popularity_44,explicit_44,track_number_44
spotify_tracks_1045,Spotify item 45,spotify_tracks_1045,spotify_tracks_1045,duration_ms_45,popularity_45,explicit_45,track_number_45
spotify_tracks_1046,Spotify item 46,spotify_tracks_1046,spotify_tracks_1046,duration_ms_46,popularity_46,explicit_46,track_number_46
spotify_tracks_1047,Spotify item 47,spotify_tracks_1047,spotify_tracks_1047,duration_ms_47,popularity_47,explicit_47,track_number_47
spotify_tracks_1048,Spotify item 48,spotify_tracks_1048,spotify_tracks_1048,duration_ms_48,popularity_48,explicit_48,track_number_48
spotify_tracks_1049,Spotify item 49,spotify_tracks_1049,spotify_tracks_1049,duration_ms_49,popularity_49,explicit_49,track_number_49
spotify_tracks_1050,Spotify item 50,spotify_tracks_1050,spotify_tracks_1050,duration_ms_50,popularity_50,explicit_50,track_number_50
spotify_tracks_1051,Spotify item 51,spotify_tracks_1051,spotify_tracks_1051,duration_ms_51,popularity_51,explicit_51,track_number_51
spotify_tracks_1052,Spotify item 52,spotify_tracks_1052,spotify_tracks_1052,duration_ms_52,popularity_52,explicit_52,track_number_52
spotify_tracks_1053,Spotify item 53,spotify_tracks_1053,spotify_tracks_1053,duration_ms_53,popularity_53,explicit_53,track_number_53
spotify_tracks_1054,Spotify item 54,spotify_tracks_1054,spotify_tracks_1054,duration_ms_54,popularity_54,explicit_54,track_number_54
spotify_tracks_1055,Spotify item 55,spotify_tracks_1055,spotify_tracks_1055,duration_ms_55,popularity_55,explicit_55,track_number_55
spotify_tracks_1056,Spotify item 56,spotify_tracks_1056,spotify_tracks_1056,duration_ms_56,popularity_56,explicit_56,track_number_56
spotify_tracks_1057,Spotify item 57,spotify_tracks_1057,spotify_tracks_1057,duration_ms_57,popularity_57,explicit_57,track_number_57
