campaign_id,emails_sent,opens_total,unique_opens,open_rate,clicks_total,unique_clicks,click_rate,unsubscribed,bounces
camp_00001,20,8,8,0.4000,1,1,0.0500,2,0
camp_00002,37,15,14,0.4054,2,1,0.0541,1,1
camp_00003,54,22,20,0.4074,3,1,0.0556,1,1
camp_00004,71,29,26,0.4085,5,5,0.0704,1,2
camp_00005,88,36,32,0.4091,6,5,0.0682,1,2
camp_00006,105,44,44,0.4190,7,5,0.0667,1,3
camp_00007,122,51,50,0.4180,9,9,0.0738,1,3
camp_00008,139,58,56,0.4173,10,9,0.0719,1,4
camp_00009,156,65,62,0.4167,11,9,0.0705,1,4
camp_00010,173,72,68,0.4162,12,12,0.0694,1,5
camp_00011,190,79,79,0.4158,14,13,0.0737,1,5
camp_00012,207,86,85,0.4155,15,13,0.0725,1,6
camp_00013,224,94,92,0.4196,16,16,0.0714,2,6
camp_00014,241,101,98,0.4191,18,17,0.0747,1,7
camp_00015,258,108,104,0.4186,19,17,0.0736,1,7
camp_00016,275,115,115,0.4182,20,20,0.0727,1,8
camp_00017,292,122,121,0.4178,21,20,0.0719,1,8
camp_00018,309,129,127,0.4175,23,21,0.0744,1,9
camp_00019,326,136,133,0.4172,24,24,0.0736,1,9
camp_00020,343,144,140,0.4198,25,24,0.0729,1,10
camp_00021,360,151,151,0.4194,27,25,0.0750,1,10
camp_00022,377,158,157,0.4191,28,28,0.0743,1,11
camp_00023,394,165,163,0.4188,29,28,0.0736,1,11
camp_00024,411,172,169,0.4185,30,28,0.0730,1,12
camp_00025,28,11,7,0.3929,1,1,0.0357,2,0
camp_00026,45,18,18,0.4000,3,2,0.0667,1,1
camp_00027,62,26,25,0.4194,4,2,0.0645,1,1
camp_00028,79,33,31,0.4177,5,5,0.0633,1,2
camp_00029,96,40,37,0.4167,7,6,0.0729,1,2
camp_00030,113,47,43,0.4159,8,6,0.0708,1,3
camp_00031,130,54,54,0.4154,9,9,0.0692,1,3
camp_00032,147,61,60,0.4150,10,9,0.0680,1,4
camp_00033,164,68,66,0.4146,12,10,0.0732,1,4
camp_00034,181,76,73,0.4199,13,13,0.0718,1,5
camp_00035,198,83,79,0.4192,14,13,0.0707,1,5
camp_00036,215,90,90,0.4186,16,14,0.0744,1,6
camp_00037,232,97,96,0.4181,17,17,0.0733,2,6
camp_00038,249,104,102,0.4177,18,17,0.0723,1,7
camp_00039,266,111,108,0.4173,19,17,0.0714,1,7
camp_00040,283,118,114,0.4170,21,21,0.0742,1,8
camp_00041,300,126,126,0.4200,22,21,0.0733,1,9
camp_00042,317,133,132,0.4196,23,21,0.0726,1,9
camp_00043,334,140,138,0.4192,25,25,0.0749,1,10
camp_00044,351,147,144,0.4188,26,25,0.0741,1,10
camp_00045,368,154,150,0.4185,27,25,0.0734,1,11
camp_00046,385,161,161,0.4182,28,28,0.0727,1,11
camp_00047,402,168,167,0.4179,30,29,0.0746,1,12
camp_00048,419,175,173,0.4177,31,29,0.0740,1,12
camp_00049,36,15,12,0.4167,2,2,0.0556,2,1
camp_00050,53,22,18,0.4151,3,2,0.0566,1,1
camp_00051,70,29,29,0.4143,5,3,0.0714,1,2
camp_00052,87,36,35,0.4138,6,6,0.0690,1,2
camp_00053,104,43,41,0.4135,7,6,0.0673,1,3
camp_00054,121,50,47,0.4132,9,7,0.0744,1,3
camp_00055,138,57,53,0.4130,10,10,0.0725,1,4
camp_00056,155,65,65,0.4194,11,10,0.0710,1,4
camp_00057,172,72,71,0.4186,12,10,0.0698,1,5
camp_00058,189,79,77,0.4180,14,14,0.0741,1,5
camp_00059,206,86,83,0.4175,15,14,0.0728,1,6
camp_00060,223,93,89,0.4170,16,14,0.0717,1,6
camp_00061,240,100,100,0.4167,18,18,0.0750,2,7
camp_00062,257,107,106,0.4163,19,18,0.0739,1,7
camp_00063,274,115,113,0.4197,20,18,0.0730,1,8
camp_00064,291,122,119,0.4192,21,21,0.0722,1,8
camp_00065,308,129,125,0.4188,23,22,0.0747,1,9
camp_00066,325,136,136,0.4185,24,22,0.0738,1,9
camp_00067,342,143,142,0.4181,25,25,0.0731,1,10
camp_00068,359,150,148,0.4178,27,26,0.0752,1,10
camp_00069,376,157,154,0.4176,28,26,0.0745,1,11
camp_00070,393,165,161,0.4198,29,29,0.0738,1,11
camp_00071,410,172,172,0.4195,30,29,0.0732,1,12
camp_00072,27,11,10,0.4074,1,0,0.0370,1,0
camp_00073,44,18,16,0.4091,3,3,0.0682,2,1
camp_00074,61,25,22,0.4098,4,3,0.0656,1,1
camp_00075,78,32,28,0.4103,5,3,0.0641,1,2
camp_00076,95,39,39,0.4105,7,7,0.0737,1,2
camp_00077,112,47,46,0.4196,8,7,0.0714,1,3
camp_00078,129,54,52,0.4186,9,7,0.0698,1,3
camp_00079,146,61,58,0.4178,10,10,0.0685,1,4
camp_00080,163,68,64,0.4172,12,11,0.0736,1,4
camp_00081,180,75,75,0.4167,13,11,0.0722,1,5
camp_00082,197,82,81,0.4162,14,14,0.0711,1,5
camp_00083,214,89,87,0.4159,16,15,0.0748,1,6
camp_00084,231,97,94,0.4199,17,15,0.0736,1,6
camp_00085,248,104,100,0.4194,18,18,0.0726,2,7
camp_00086,265,111,111,0.4189,19,18,0.0717,1,7
camp_00087,282,118,117,0.4184,21,19,0.0745,1,8
camp_00088,299,125,123,0.4181,22,22,0.0736,1,8
camp_00089,316,132,129,0.4177,23,22,0.0728,1,9
camp_00090,333,139,135,0.4174,25,23,0.0751,1,9
camp_00091,350,147,147,0.4200,26,26,0.0743,1,10
camp_00092,367,154,153,0.4196,27,26,0.0736,1,11
camp_00093,384,161,159,0.4193,28,26,0.0729,1,11
camp_00094,401,168,165,0.4190,30,30,0.0748,1,12
camp_00095,418,175,171,0.4187,31,30,0.0742,1,12
camp_00096,35,14,14,0.4000,2,0,0.0571,1,1
camp_00097,52,21,20,0.4038,3,3,0.0577,2,1
camp_00098,69,28,26,0.4058,5,4,0.0725,1,2
camp_00099,86,36,33,0.4186,6,4,0.0698,1,2
camp_00100,103,43,39,0.4175,7,7,0.0680,1,3
camp_00101,120,50,50,0.4167,9,8,0.0750,1,3
camp_00102,137,57,56,0.4161,10,8,0.0730,1,4
camp_00103,154,64,62,0.4156,11,11,0.0714,1,4
camp_00104,171,71,68,0.4152,12,11,0.0702,1,5
camp_00105,188,78,74,0.4149,14,12,0.0745,1,5
