id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
txn_2020_1,acc_btc,buy,completed,0.14282,BTC,1418.00,USD,MPH years initial BTC purchase,2020-04-16T10:00:00Z
txn_2020_2,acc_eth,buy,completed,0.72144,ETH,242.00,USD,MPH years initial ETH purchase,2020-05-23T10:00:00Z
txn_2021_1,acc_usdc,receive,completed,42.18,USDC,42.18,USD,Small received test transaction,2021-02-14T10:00:00Z
txn_2020_3,acc_btc,buy,completed,0.051,BTC,34.58,USD,Reference reinvestment transaction,2020-04-15T10:00:00Z
txn_2020_4,acc_btc,buy,completed,0.027,BTC,42.62,USD,Reference reinvestment transaction,2020-05-15T10:00:00Z
txn_2020_5,acc_btc,buy,completed,0.068,BTC,47.01,USD,Reference reinvestment transaction,2020-06-15T10:00:00Z
txn_2020_6,acc_btc,buy,completed,0.021,BTC,27.33,USD,Reference reinvestment transaction,2020-07-15T10:00:00Z
txn_2020_7,acc_btc,buy,completed,0.026,BTC,15.95,USD,Reference reinvestment transaction,2020-08-15T10:00:00Z
txn_2020_8,acc_btc,buy,completed,0.066,BTC,70.72,USD,Reference reinvestment transaction,2020-09-15T10:00:00Z
txn_2020_9,acc_btc,buy,completed,0.027,BTC,11.47,USD,Reference reinvestment transaction,2020-10-15T10:00:00Z
txn_2020_10,acc_btc,buy,completed,0.065,BTC,43.69,USD,Reference reinvestment transaction,2020-11-15T10:00:00Z
txn_2020_11,acc_btc,buy,completed,0.062,BTC,48.47,USD,Reference reinvestment transaction,2020-12-15T10:00:00Z
txn_2020_12,acc_btc,buy,completed,0.043,BTC,42.52,USD,Reference reinvestment transaction,2020-01-15T10:00:00Z
txn_2020_13,acc_btc,buy,completed,0.067,BTC,63.31,USD,Reference reinvestment transaction,2020-02-15T10:00:00Z
txn_2020_14,acc_btc,buy,completed,0.016,BTC,36.46,USD,Reference reinvestment transaction,2020-03-15T10:00:00Z
txn_2020_15,acc_btc,buy,completed,0.085,BTC,22.96,USD,Reference reinvestment transaction,2020-04-15T10:00:00Z
txn_2020_16,acc_btc,buy,completed,0.017,BTC,59.98,USD,Reference reinvestment transaction,2020-05-15T10:00:00Z
txn_2020_17,acc_btc,buy,completed,0.065,BTC,45.2,USD,Reference reinvestment transaction,2020-06-15T10:00:00Z
txn_2020_18,acc_btc,buy,completed,0.053,BTC,61.06,USD,Reference reinvestment transaction,2020-07-15T10:00:00Z
txn_2020_19,acc_btc,buy,completed,0.036,BTC,54.15,USD,Reference reinvestment transaction,2020-08-15T10:00:00Z
txn_2020_20,acc_btc,buy,completed,0.033,BTC,38.37,USD,Reference reinvestment transaction,2020-09-15T10:00:00Z
txn_2020_21,acc_btc,buy,completed,0.067,BTC,30.35,USD,Reference reinvestment transaction,2020-10-15T10:00:00Z
