id,name,primary,type,currency_code,currency_name,balance_amount,native_balance_amount,native_currency,created_at,updated_at
acc_btc,BTC Wallet,true,wallet,BTC,Bitcoin,0.14282,8842.14,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_eth,ETH Wallet,false,wallet,ETH,Ethereum,0.72144,2384.72,USD,2020-05-22T10:00:00Z,2026-10-06T09:00:00Z
acc_usdc,USDC Wallet,false,wallet,USDC,USD Coin,42.18,42.18,USD,2021-02-14T10:00:00Z,2026-10-06T09:00:00Z
acc_usdt,USDT Wallet (dormant),false,wallet,USDT,USDT,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_sol,SOL Wallet (dormant),false,wallet,SOL,SOL,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_doge,DOGE Wallet (dormant),false,wallet,DOGE,DOGE,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_link,LINK Wallet (dormant),false,wallet,LINK,LINK,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_avax,AVAX Wallet (dormant),false,wallet,AVAX,AVAX,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_xlm,XLM Wallet (dormant),false,wallet,XLM,XLM,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_xrp,XRP Wallet (dormant),false,wallet,XRP,XRP,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ada,ADA Wallet (dormant),false,wallet,ADA,ADA,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_matic,MATIC Wallet (dormant),false,wallet,MATIC,MATIC,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_dot,DOT Wallet (dormant),false,wallet,DOT,DOT,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_bch,BCH Wallet (dormant),false,wallet,BCH,BCH,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ltc,LTC Wallet (dormant),false,wallet,LTC,LTC,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_uni,UNI Wallet (dormant),false,wallet,UNI,UNI,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_aave,AAVE Wallet (dormant),false,wallet,AAVE,AAVE,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_atom,ATOM Wallet (dormant),false,wallet,ATOM,ATOM,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_algo,ALGO Wallet (dormant),false,wallet,ALGO,ALGO,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_near,NEAR Wallet (dormant),false,wallet,NEAR,NEAR,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_22,Reference account 22,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_23,Reference account 23,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_24,Reference account 24,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_25,Reference account 25,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_26,Reference account 26,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_27,Reference account 27,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_28,Reference account 28,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_29,Reference account 29,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_30,Reference account 30,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_31,Reference account 31,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_32,Reference account 32,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_33,Reference account 33,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
acc_ref_34,Reference account 34,false,wallet,USD,USD,0.0,0.0,USD,2020-04-15T10:00:00Z,2026-10-06T09:00:00Z
