"id","name","primary","type","currency_code","currency_name","balance_amount","native_balance_amount","native_currency","created_at","updated_at"
"acc_0001","Cardano Wallet","false","vault","ADA","Cardano","2.56497657","101796.0","USD","2023-07-13T02:26:00Z","2024-12-08T05:56:00Z"
"acc_0002","Polygon Wallet","false","wallet","MATIC","Polygon","8.41232716","475867.54","USD","2023-05-25T02:00:00Z","2024-04-19T02:34:00Z"
"acc_0003","Cardano Wallet","false","wallet","ADA","Cardano","0.6299599","33651.39","USD","2023-11-23T13:23:00Z","2024-03-12T06:16:00Z"
"acc_0004","Polkadot Wallet","false","vault","DOT","Polkadot","3.69454955","153229.28","USD","2023-02-02T04:52:00Z","2024-12-03T01:14:00Z"
"acc_0005","Chainlink Wallet","false","vault","LINK","Chainlink","2.8044655","150798.57","USD","2023-08-12T08:19:00Z","2024-12-11T01:04:00Z"
"acc_0006","Polygon Wallet","true","fiat","MATIC","Polygon","9.43446784","653651.15","USD","2023-11-05T03:57:00Z","2024-06-02T21:13:00Z"
"acc_0007","Ripple Wallet","false","fiat","XRP","Ripple","9.82080327","325141.77","USD","2023-04-03T10:40:00Z","2024-08-08T04:53:00Z"
"acc_0008","Chainlink Wallet","false","fiat","LINK","Chainlink","6.68351321","349721.32","USD","2023-09-12T22:32:00Z","2024-02-13T07:50:00Z"
"acc_0009","Chainlink Wallet","false","vault","LINK","Chainlink","2.83725463","176876.33","USD","2023-05-06T23:48:00Z","2024-05-11T01:29:00Z"
"acc_0010","Cardano Wallet","false","wallet","ADA","Cardano","6.18437723","239429.39","USD","2023-10-02T04:42:00Z","2024-05-13T01:48:00Z"
"acc_0011","Ripple Wallet","false","vault","XRP","Ripple","6.71619988","274581.06","USD","2023-06-29T02:08:00Z","2024-01-31T12:39:00Z"
"acc_0012","Bitcoin Wallet","false","wallet","BTC","Bitcoin","6.61872257","164048.8","USD","2023-06-28T18:29:00Z","2024-04-21T20:28:00Z"
"acc_0013","Solana Wallet","true","wallet","SOL","Solana","3.28196021","85139.52","USD","2023-10-01T08:24:00Z","2024-06-07T07:48:00Z"
"acc_0014","Polygon Wallet","false","wallet","MATIC","Polygon","7.82572018","370567.36","USD","2023-12-19T10:16:00Z","2024-12-10T00:03:00Z"
"acc_0015","Polygon Wallet","true","wallet","MATIC","Polygon","9.89823268","482534.38","USD","2023-01-25T15:35:00Z","2024-09-11T07:00:00Z"
"acc_0016","Ripple Wallet","true","wallet","XRP","Ripple","6.84540333","219016.73","USD","2023-05-20T20:46:00Z","2024-11-19T06:11:00Z"
"acc_0017","Polygon Wallet","false","wallet","MATIC","Polygon","1.59058518","33808.54","USD","2023-06-19T21:23:00Z","2024-12-29T11:45:00Z"
"acc_0018","Ripple Wallet","false","wallet","XRP","Ripple","9.39349792","604994.31","USD","2023-06-04T19:31:00Z","2024-07-09T12:50:00Z"
"acc_0019","Ripple Wallet","false","fiat","XRP","Ripple","7.33235262","400142.11","USD","2023-04-28T19:15:00Z","2024-11-04T18:49:00Z"
"acc_0020","Cardano Wallet","true","fiat","ADA","Cardano","2.07520836","112272.79","USD","2023-02-10T17:32:00Z","2024-09-17T11:48:00Z"
"acc_0021","Avalanche Wallet","true","fiat","AVAX","Avalanche","5.4694521","366518.91","USD","2023-01-08T21:54:00Z","2024-10-16T10:30:00Z"
"acc_0022","Solana Wallet","true","fiat","SOL","Solana","7.26042143","307006.13","USD","2023-04-12T00:43:00Z","2024-02-06T17:38:00Z"
"acc_0023","Chainlink Wallet","false","fiat","LINK","Chainlink","4.32164779","225468.79","USD","2023-12-15T16:18:00Z","2024-07-25T20:44:00Z"
"acc_0024","Bitcoin Wallet","false","vault","BTC","Bitcoin","8.32578096","528315.18","USD","2023-03-22T21:20:00Z","2024-12-13T23:24:00Z"
"acc_0025","Avalanche Wallet","true","wallet","AVAX","Avalanche","0.0354424","1501.89","USD","2023-10-01T20:32:00Z","2024-08-16T11:33:00Z"
"acc_0026","Avalanche Wallet","true","fiat","AVAX","Avalanche","8.22535063","391595.18","USD","2023-01-17T21:08:00Z","2024-01-18T15:21:00Z"
"acc_0027","Solana Wallet","false","fiat","SOL","Solana","0.45645693","29925.56","USD","2023-08-25T09:13:00Z","2024-10-24T00:40:00Z"
"acc_0028","Polkadot Wallet","false","vault","DOT","Polkadot","8.25882593","576305.52","USD","2023-04-08T19:10:00Z","2024-01-22T04:19:00Z"
"acc_0029","Cardano Wallet","false","wallet","ADA","Cardano","8.24693903","446187.07","USD","2023-05-01T20:06:00Z","2024-10-20T15:05:00Z"
"acc_0030","Chainlink Wallet","true","wallet","LINK","Chainlink","6.52721924","152595.77","USD","2023-01-30T06:48:00Z","2024-07-22T15:58:00Z"
"acc_0031","Solana Wallet","true","fiat","SOL","Solana","6.10424002","242577.94","USD","2023-11-19T08:59:00Z","2024-03-05T13:05:00Z"
"acc_0032","Polkadot Wallet","false","vault","DOT","Polkadot","4.15108864","183356.9","USD","2023-01-15T15:44:00Z","2024-10-20T07:22:00Z"
"acc_0033","Solana Wallet","false","vault","SOL","Solana","4.42967611","118533.29","USD","2023-12-25T22:01:00Z","2024-10-05T07:06:00Z"
"acc_0034","Dogecoin Wallet","true","wallet","DOGE","Dogecoin","0.11436266","6498.72","USD","2023-02-10T20:55:00Z","2024-09-25T07:11:00Z"
"acc_0035","Ethereum Wallet","true","wallet","ETH","Ethereum","3.30529922","204783.5","USD","2023-09-10T09:04:00Z","2024-07-15T12:45:00Z"
"acc_0036","Cardano Wallet","true","fiat","ADA","Cardano","2.10795223","81977.07","USD","2023-06-01T04:35:00Z","2024-12-05T07:06:00Z"
"acc_0037","Polkadot Wallet","true","wallet","DOT","Polkadot","4.90735271","307029.2","USD","2023-06-03T12:53:00Z","2024-05-09T08:30:00Z"
"acc_0038","Ethereum Wallet","true","vault","ETH","Ethereum","0.38136753","8796.37","USD","2023-08-21T20:15:00Z","2024-09-08T14:33:00Z"
"acc_0039","Chainlink Wallet","true","wallet","LINK","Chainlink","8.85545735","290298.15","USD","2023-10-06T03:02:00Z","2024-01-31T14:10:00Z"
"acc_0040","Polygon Wallet","false","vault","MATIC","Polygon","0.25424626","12974.86","USD","2023-09-30T23:02:00Z","2024-02-23T20:06:00Z"
"acc_0041","Avalanche Wallet","false","vault","AVAX","Avalanche","0.60953287","20462.74","USD","2023-11-23T21:27:00Z","2024-06-18T17:40:00Z"
