id,company_id,pay_period_start,pay_period_end,check_date,processed,gross_pay,net_pay,employee_count
GUST_09dd0f6c,COMP_6a51874c,2026-10-28T08:00:00-08:00,2026-10-28T08:00:00-08:00,2026-10-28T08:00:00-08:00,true,21.00,21.00,11
GUST_88fa5907,COMP_d37b54f2,2026-10-12T11:07:00-08:00,2026-10-12T11:07:00-08:00,2026-10-12T11:07:00-08:00,false,38.31,38.31,28
GUST_226202c8,COMP_5b8f1582,2026-09-25T14:14:00-08:00,2026-09-25T14:14:00-08:00,2026-09-25T14:14:00-08:00,false,55.62,55.62,45
GUST_ccf844c2,COMP_57e69054,2026-09-08T17:21:00-08:00,2026-09-08T17:21:00-08:00,2026-09-08T17:21:00-08:00,true,72.93,72.93,62
GUST_5e7f38fc,COMP_982aa564,2026-08-21T08:28:00-08:00,2026-08-21T08:28:00-08:00,2026-08-21T08:28:00-08:00,false,89.24,89.24,79
GUST_dc837867,COMP_17d39d73,2026-08-04T11:35:00-08:00,2026-08-04T11:35:00-08:00,2026-08-04T11:35:00-08:00,false,106.55,106.55,96
GUST_68bb3078,COMP_714a1723,2026-07-17T14:42:00-08:00,2026-07-17T14:42:00-08:00,2026-07-17T14:42:00-08:00,true,123.86,123.86,113
GUST_d1568e5a,COMP_258f584d,2026-06-28T17:49:00-08:00,2026-06-28T17:49:00-08:00,2026-06-28T17:49:00-08:00,false,140.17,140.17,130
GUST_13f98cad,COMP_84a7151a,2026-06-13T08:56:00-08:00,2026-06-13T08:56:00-08:00,2026-06-13T08:56:00-08:00,true,157.48,157.48,147
GUST_b05bc3cc,COMP_84e2ca50,2026-05-26T11:03:00-08:00,2026-05-26T11:03:00-08:00,2026-05-26T11:03:00-08:00,true,174.79,174.79,164
GUST_aca4b885,COMP_14595d7b,2026-05-09T14:10:00-08:00,2026-05-09T14:10:00-08:00,2026-05-09T14:10:00-08:00,false,191.10,191.10,181
GUST_a777f3a6,COMP_7130d48d,2026-04-22T17:17:00-08:00,2026-04-22T17:17:00-08:00,2026-04-22T17:17:00-08:00,true,208.41,208.41,198
GUST_a5ee3203,COMP_63832da6,2026-04-05T08:24:00-08:00,2026-04-05T08:24:00-08:00,2026-04-05T08:24:00-08:00,false,225.72,225.72,14
GUST_9b601785,COMP_6ab53b11,2026-03-18T11:31:00-08:00,2026-03-18T11:31:00-08:00,2026-03-18T11:31:00-08:00,false,242.03,242.03,31
GUST_2d892db1,COMP_17baea51,2026-03-01T14:38:00-08:00,2026-03-01T14:38:00-08:00,2026-03-01T14:38:00-08:00,true,259.34,259.34,48
GUST_c4aa11e7,COMP_951fb2f9,2026-02-14T17:45:00-08:00,2026-02-14T17:45:00-08:00,2026-02-14T17:45:00-08:00,false,276.65,276.65,65
GUST_44751f7c,COMP_6821c25a,2026-01-27T08:52:00-08:00,2026-01-27T08:52:00-08:00,2026-01-27T08:52:00-08:00,true,293.96,293.96,82
GUST_d9b43519,COMP_ebdc73df,2026-01-10T11:59:00-08:00,2026-01-10T11:59:00-08:00,2026-01-10T11:59:00-08:00,true,310.27,310.27,99
GUST_74759faa,COMP_5e43b195,2025-12-28T14:06:00-08:00,2026-10-23T14:06:00-08:00,2025-12-28T14:06:00-08:00,false,327.58,327.58,116
GUST_2e828bdd,COMP_b568aaa4,2025-12-11T17:13:00-08:00,2026-10-06T17:13:00-08:00,2025-12-11T17:13:00-08:00,true,344.89,344.89,133
GUST_a2facae2,COMP_c9ea2a17,2025-11-24T08:20:00-08:00,2026-09-19T08:20:00-08:00,2025-11-24T08:20:00-08:00,false,361.20,361.20,150
GUST_1dc5484e,COMP_fd0a02ca,2025-11-07T11:27:00-08:00,2026-09-02T11:27:00-08:00,2025-11-07T11:27:00-08:00,false,378.51,378.51,167
GUST_4c930685,COMP_fdd9a877,2026-10-20T14:34:00-08:00,2026-08-15T14:34:00-08:00,2026-10-20T14:34:00-08:00,true,395.82,395.82,184
GUST_46bf5126,COMP_2972dcff,2026-10-03T17:41:00-08:00,2026-07-28T17:41:00-08:00,2026-10-03T17:41:00-08:00,false,412.13,412.13,0
