order_id,product_id,quantity,unit_price,line_total,replacement_for
ord_2026_10_14,prd_rot_chicken,1,7.99,7.99,
ord_2026_10_14,prd_milk,2,5.99,11.98,
ord_2026_10_14,prd_eggs,1,4.49,4.49,
ord_2026_10_14,prd_pasta,3,1.99,5.97,
ord_2026_10_14,prd_marinara,2,6.99,13.98,
ord_2026_10_14,prd_bananas,3,0.59,1.77,
ord_2026_10_14,prd_blueberries,2,3.99,7.98,
ord_2026_10_14,prd_bread,2,3.49,6.98,
ord_2026_10_14,prd_yogurt,2,4.99,9.98,
ord_2026_10_14,prd_hummus,1,4.49,4.49,
ord_2026_10_14,prd_carrots,2,1.99,3.98,
ord_2026_10_14,prd_cheerios,1,4.99,4.99,
ord_2026_07_18,prd_116,1,5.39,5.39,
ord_2026_02_21,prd_154,2,8.73,17.46,
ord_2026_09_07,prd_158,3,18.69,56.07,
ord_2026_07_08,prd_171,1,8.34,8.34,
ord_2026_02_03,prd_155,2,19.26,38.52,
ord_2026_08_23,prd_160,2,18.73,37.46,
ord_2026_03_20,prd_156,1,6.91,6.91,
ord_2026_09_08,prd_104,1,18.36,18.36,
ord_2026_07_22,prd_112,2,4.22,8.44,
ord_2026_02_06,prd_152,1,10.81,10.81,
ord_2026_05_22,prd_162,1,2.34,2.34,
ord_2026_08_09,prd_136,2,7.17,14.34,
ord_2026_04_10,prd_103,1,13.93,13.93,
ord_2026_08_07,prd_143,1,4.2,4.20,
ord_2026_08_15,prd_169,3,7.05,21.15,
ord_2026_01_03,prd_121,3,7.17,21.51,
ord_2026_07_20,prd_110,1,19.41,19.41,
ord_2026_08_22,prd_143,3,3.23,9.69,
ord_2026_03_20,prd_160,3,9.75,29.25,
ord_2026_07_08,prd_127,3,4.44,13.32,
ord_2026_03_07,prd_151,2,4.03,8.06,
ord_2026_02_10,prd_173,1,19.94,19.94,
ord_2026_07_24,prd_113,1,8.61,8.61,
ord_2026_01_04,prd_168,1,6.3,6.30,
ord_2026_07_27,prd_151,2,15.2,30.40,
ord_2026_08_13,prd_163,3,17.59,52.77,
ord_2026_03_09,prd_165,3,11.68,35.04,
ord_2026_09_24,prd_120,2,3.59,7.18,
ord_2026_06_25,prd_152,2,7.01,14.02,
ord_2026_03_16,prd_155,3,18.14,54.42,
ord_2026_09_07,prd_114,3,2.01,6.03,
ord_2026_05_18,prd_158,2,19.89,39.78,
ord_2026_06_08,prd_137,2,10.83,21.66,
ord_2026_01_27,prd_136,2,15.95,31.90,
ord_2026_02_27,prd_175,2,6.87,13.74,
ord_2026_01_08,prd_141,2,2.47,4.94,
ord_2026_06_07,prd_150,1,9.53,9.53,
ord_2026_06_15,prd_143,3,3.52,10.56,
ord_2026_05_17,prd_174,3,15.64,46.92,
ord_2026_07_05,prd_136,2,3.09,6.18,
ord_2026_01_18,prd_101,1,9.88,9.88,
ord_2026_08_26,prd_171,1,9.16,9.16,
ord_2026_09_11,prd_108,1,10.96,10.96,
ord_2026_01_10,prd_171,3,10.56,31.68,
ord_2026_09_24,prd_141,2,8.61,17.22,
ord_2026_07_08,prd_158,2,8.91,17.82,
ord_2026_02_20,prd_121,2,6.1,12.20,
ord_2026_02_11,prd_150,1,6.27,6.27,
ord_2026_02_11,prd_129,3,12.36,37.08,
ord_2026_04_15,prd_133,2,10.27,20.54,
ord_2026_08_14,prd_129,2,6.77,13.54,
ord_2026_01_10,prd_143,3,16.04,48.12,
ord_2026_01_12,prd_134,1,2.4,2.40,
ord_2026_03_01,prd_114,2,4.89,9.78,
ord_2026_07_12,prd_146,2,12.42,24.84,
ord_2026_01_07,prd_115,3,19.81,59.43,
ord_2026_06_03,prd_111,1,3.7,3.70,
ord_2026_07_23,prd_119,1,8.86,8.86,
ord_2026_04_04,prd_126,1,9.04,9.04,
ord_2026_05_20,prd_138,1,19.46,19.46,
ord_2026_08_11,prd_168,1,4.15,4.15,
ord_2026_08_27,prd_157,3,12.35,37.05,
ord_2026_03_18,prd_151,2,8.68,17.36,
ord_2026_04_25,prd_162,2,18.43,36.86,
ord_2026_05_14,prd_133,3,11.84,35.52,
ord_2026_02_25,prd_125,1,12.24,12.24,
ord_2026_03_18,prd_128,1,16.1,16.10,
ord_2026_09_05,prd_147,2,2.52,5.04,
ord_2026_09_19,prd_137,3,2.85,8.55,
ord_2026_02_06,prd_177,3,5.12,15.36,
ord_2026_06_25,prd_108,3,12.11,36.33,
ord_2026_03_05,prd_121,3,8.76,26.28,
ord_2026_03_23,prd_175,1,9.02,9.02,
ord_2026_05_24,prd_117,2,2.23,4.46,
ord_2026_03_02,prd_163,3,7.01,21.03,
ord_2026_02_14,prd_140,1,3.91,3.91,
ord_2026_04_06,prd_145,3,11.34,34.02,
ord_2026_06_17,prd_102,2,8.01,16.02,
ord_2026_03_03,prd_163,2,12.25,24.50,
ord_2026_06_22,prd_102,1,5.82,5.82,
ord_2026_01_22,prd_108,1,8.84,8.84,
ord_2026_04_07,prd_152,1,6.5,6.50,
ord_2026_03_23,prd_158,2,19.06,38.12,
ord_2026_07_07,prd_114,3,11.06,33.18,
ord_2026_06_16,prd_148,1,19.09,19.09,
ord_2026_01_27,prd_111,1,5.23,5.23,
ord_2026_01_12,prd_170,2,17.74,35.48,
ord_2026_02_03,prd_119,2,3.11,6.22,
ord_2026_03_25,prd_171,3,9.72,29.16,
ord_2026_06_07,prd_110,2,19.67,39.34,
