id,name,permissionLevel
appNW1studio0001,Studio Ops,create
airt_001,Studio Ops,create
airt_002,Studio Ops,create
airt_003,Studio Ops,create
airt_004,Studio Ops,create
airt_005,Studio Ops,create
airt_006,Studio Ops,create
airt_007,Studio Ops,create
airt_008,Studio Ops,create
airt_009,Studio Ops,create
airt_010,Studio Ops,create
airt_011,Studio Ops,create
airt_012,Studio Ops,create
airt_013,Studio Ops,create
airt_014,Studio Ops,create
airt_015,Studio Ops,create
airt_016,Studio Ops,create
airt_017,Studio Ops,create
airt_018,Studio Ops,create
airt_019,Studio Ops,create
airt_020,Studio Ops,create
airt_021,Studio Ops,create
airt_022,Studio Ops,create
airt_023,Studio Ops,create
airt_024,Studio Ops,create
airt_025,Studio Ops,create
airt_026,Studio Ops,create
airt_027,Studio Ops,create
airt_028,Studio Ops,create
airt_029,Studio Ops,create
airt_030,Studio Ops,create
airt_031,Studio Ops,create
airt_032,Studio Ops,create
airt_033,Studio Ops,create
airt_034,Studio Ops,create
airt_035,Studio Ops,create
airt_036,Studio Ops,create
airt_037,Studio Ops,create
airt_038,Studio Ops,create
airt_039,Studio Ops,create
airt_040,Studio Ops,create
airt_041,Studio Ops,create
airt_042,Studio Ops,create
airt_043,Studio Ops,create
airt_044,Studio Ops,create
airt_045,Studio Ops,create
airt_046,Studio Ops,create
airt_047,Studio Ops,create
airt_048,Studio Ops,create
airt_049,Studio Ops,create
airt_050,Studio Ops,create
airt_051,Studio Ops,create
airt_052,Studio Ops,create
airt_053,Studio Ops,create
airt_054,Studio Ops,create
airt_055,Studio Ops,create
airt_056,Studio Ops,create
airt_057,Studio Ops,create
airt_058,Studio Ops,create
airt_059,Studio Ops,create
airt_060,Studio Ops,create
airt_061,Studio Ops,create
airt_062,Studio Ops,create
airt_063,Studio Ops,create
airt_064,Studio Ops,create
airt_065,Studio Ops,create
airt_066,Studio Ops,create
airt_067,Studio Ops,create
airt_068,Studio Ops,create
airt_069,Studio Ops,create
airt_070,Studio Ops,create
airt_071,Studio Ops,create
airt_072,Studio Ops,create
airt_073,Studio Ops,create
airt_074,Studio Ops,create
airt_075,Studio Ops,create
airt_076,Studio Ops,create
airt_077,Studio Ops,create
airt_078,Studio Ops,create
airt_079,Studio Ops,create
airt_080,Studio Ops,create
airt_081,Studio Ops,create
airt_082,Studio Ops,create
airt_083,Studio Ops,create
airt_084,Studio Ops,create
airt_085,Studio Ops,create
airt_086,Studio Ops,create
airt_087,Studio Ops,create
airt_088,Studio Ops,create
airt_089,Studio Ops,create
airt_090,Studio Ops,create
airt_091,Studio Ops,create
airt_092,Studio Ops,create
airt_093,Studio Ops,create
airt_094,Studio Ops,create
airt_095,Studio Ops,create
airt_096,Studio Ops,create
airt_097,Studio Ops,create
airt_098,Studio Ops,create
airt_099,Studio Ops,create
airt_100,Studio Ops,create
airt_101,Studio Ops,create
airt_102,Studio Ops,create
airt_103,Studio Ops,create
airt_104,Studio Ops,create
airt_105,Studio Ops,create
airt_106,Studio Ops,create
airt_107,Studio Ops,create
airt_108,Studio Ops,create
airt_109,Studio Ops,create
airt_110,Studio Ops,create
airt_111,Studio Ops,create
airt_112,Studio Ops,create
airt_113,Studio Ops,create
airt_114,Studio Ops,create
airt_115,Studio Ops,create
airt_116,Studio Ops,create
airt_117,Studio Ops,create
airt_118,Studio Ops,create
airt_119,Studio Ops,create
airt_120,Studio Ops,create
airt_121,Studio Ops,create
airt_122,Studio Ops,create
airt_123,Studio Ops,create
airt_124,Studio Ops,create
airt_125,Studio Ops,create
airt_126,Studio Ops,create
airt_127,Studio Ops,create
airt_128,Studio Ops,create
airt_129,Studio Ops,create
airt_130,Studio Ops,create
airt_131,Studio Ops,create
airt_132,Studio Ops,create
airt_133,Studio Ops,create
airt_134,Studio Ops,create
airt_135,Studio Ops,create
airt_136,Studio Ops,create
airt_137,Studio Ops,create
airt_138,Studio Ops,create
airt_139,Studio Ops,create
airt_140,Studio Ops,create
airt_141,Studio Ops,create
airt_142,Studio Ops,create
airt_143,Studio Ops,create
airt_144,Studio Ops,create
airt_145,Studio Ops,create
airt_146,Studio Ops,create
airt_147,Studio Ops,create
airt_148,Studio Ops,create
airt_149,Studio Ops,create
airt_150,Studio Ops,create
airt_151,Studio Ops,create
airt_152,Studio Ops,create
airt_153,Studio Ops,create
airt_154,Studio Ops,create
airt_155,Studio Ops,create
airt_156,Studio Ops,create
airt_157,Studio Ops,create
airt_158,Studio Ops,create
airt_159,Studio Ops,create
airt_160,Studio Ops,create
airt_161,Studio Ops,create
airt_162,Studio Ops,create
airt_163,Studio Ops,create
airt_164,Studio Ops,create
airt_165,Studio Ops,create
airt_166,Studio Ops,create
airt_167,Studio Ops,create
airt_168,Studio Ops,create
airt_169,Studio Ops,create
airt_170,Studio Ops,create
airt_171,Studio Ops,create
airt_172,Studio Ops,create
airt_173,Studio Ops,create
airt_174,Studio Ops,create
airt_175,Studio Ops,create
airt_176,Studio Ops,create
airt_177,Studio Ops,create
airt_178,Studio Ops,create
airt_179,Studio Ops,create
airt_180,Studio Ops,create
airt_181,Studio Ops,create
airt_182,Studio Ops,create
airt_183,Studio Ops,create
airt_184,Studio Ops,create
airt_185,Studio Ops,create
airt_186,Studio Ops,create
airt_187,Studio Ops,create
airt_188,Studio Ops,create
airt_189,Studio Ops,create
airt_190,Studio Ops,create
airt_191,Studio Ops,create
airt_192,Studio Ops,create
airt_193,Studio Ops,create
airt_194,Studio Ops,create
airt_195,Studio Ops,create
airt_196,Studio Ops,create
airt_197,Studio Ops,create
airt_198,Studio Ops,create
airt_199,Studio Ops,create
airt_200,Studio Ops,create
airt_201,Studio Ops,create
airt_202,Studio Ops,create
airt_203,Studio Ops,create
airt_204,Studio Ops,create
airt_205,Studio Ops,create
airt_206,Studio Ops,create
airt_207,Studio Ops,create
