tableId,id,name,type
tblProjects00001,fldProjName00001,Name,singleLineText
tblProjects00001,fldProjStatus001,Status,singleSelect
tblProjects00001,fldProjOwner0001,Owner,singleLineText
tblProjects00001,fldProjBudget001,Budget,number
tblTasks00000001,fldTaskName00001,Name,singleLineText
tblTasks00000001,fldTaskStatus001,Status,singleSelect
tblTasks00000001,fldTaskProject01,Project,singleLineText
tblTasks00000001,fldTaskHours0001,EstimateHours,number
tblTasks00000001,fldTaskDone00001,Done,checkbox
tblContacts00001,fldContactNm0001,Name,singleLineText
tblContacts00001,fldContactEml001,Email,email
tblContacts00001,fldContactCo0001,Company,singleLineText
tblContacts00001,fldContactRl0001,Role,singleLineText
tblContacts00001,fldProjName00002,Company,singleSelect
tblProjects00001,fldProjName00003,Name,email
tblContacts00001,fldProjName00004,Role,email
tblTasks00000001,fldProjName00005,Owner,email
tblContacts00001,fldProjName00006,Project,email
tblProjects00001,fldProjName00007,Status,singleLineText
tblContacts00001,fldProjName00008,Owner,checkbox
tblContacts00001,fldProjName00009,Email,singleSelect
tblTasks00000001,fldProjName00010,Company,number
tblTasks00000001,fldProjName00011,Company,checkbox
tblContacts00001,fldProjName00012,Role,singleLineText
tblProjects00001,fldProjName00013,Status,singleSelect
tblProjects00001,fldProjName00014,Role,checkbox
tblContacts00001,fldProjName00015,Role,checkbox
tblContacts00001,fldProjName00016,Status,singleLineText
tblTasks00000001,fldProjName00017,Role,singleLineText
tblContacts00001,fldProjName00018,Company,singleSelect
tblContacts00001,fldProjName00019,EstimateHours,singleLineText
tblProjects00001,fldProjName00020,Owner,number
tblTasks00000001,fldProjName00021,Budget,number
tblProjects00001,fldProjName00022,EstimateHours,checkbox
tblProjects00001,fldProjName00023,Budget,checkbox
tblTasks00000001,fldProjName00024,Owner,number
tblContacts00001,fldProjName00025,Done,singleSelect
tblProjects00001,fldProjName00026,EstimateHours,number
tblContacts00001,fldProjName00027,EstimateHours,singleSelect
tblTasks00000001,fldProjName00028,Status,number
tblTasks00000001,fldProjName00029,Owner,singleLineText
tblTasks00000001,fldProjName00030,Project,singleSelect
tblContacts00001,fldProjName00031,Project,singleLineText
tblTasks00000001,fldProjName00032,Owner,singleSelect
tblTasks00000001,fldProjName00033,Email,checkbox
tblContacts00001,fldProjName00034,Status,checkbox
tblContacts00001,fldProjName00035,Done,number
tblTasks00000001,fldProjName00036,EstimateHours,singleSelect
tblProjects00001,fldProjName00037,Company,checkbox
tblTasks00000001,fldProjName00038,Company,singleSelect
tblProjects00001,fldProjName00039,Done,number
tblProjects00001,fldProjName00040,Name,number
tblContacts00001,fldProjName00041,Email,singleSelect
tblContacts00001,fldProjName00042,Email,checkbox
tblContacts00001,fldProjName00043,Email,singleSelect
tblProjects00001,fldProjName00044,Status,number
tblContacts00001,fldProjName00045,Owner,email
tblTasks00000001,fldProjName00046,EstimateHours,singleSelect
tblProjects00001,fldProjName00047,Email,singleLineText
tblTasks00000001,fldProjName00048,Name,email
tblTasks00000001,fldProjName00049,Name,singleSelect
tblTasks00000001,fldProjName00050,EstimateHours,checkbox
tblTasks00000001,fldProjName00051,Company,email
tblTasks00000001,fldProjName00052,Done,number
