id,name,id_board,pos,closed
lst_brd_commission_queue_inbox,Inbox,brd_commission_queue,1,False
lst_brd_commission_queue_in_progress,In Progress,brd_commission_queue,2,False
lst_brd_commission_queue_blocked,Blocked,brd_commission_queue,3,False
lst_brd_commission_queue_done,Done,brd_commission_queue,4,False
lst_brd_f150_inbox,Inbox,brd_f150,1,False
lst_brd_f150_in_progress,In Progress,brd_f150,2,False
lst_brd_f150_blocked,Blocked,brd_f150,3,False
lst_brd_f150_done,Done,brd_f150,4,False
lst_brd_studio_ops_inbox,Inbox,brd_studio_ops,1,False
lst_brd_studio_ops_in_progress,In Progress,brd_studio_ops,2,False
lst_brd_studio_ops_blocked,Blocked,brd_studio_ops,3,False
lst_brd_studio_ops_done,Done,brd_studio_ops,4,False
