id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
txn-pk-cb-001,acct-pk-btc-01,buy,completed,0.01000000,BTC,632.10,USD,Recurring buy BTC,2026-07-15T10:00:00Z
txn-pk-cb-002,acct-pk-btc-01,buy,completed,0.01000000,BTC,648.40,USD,Recurring buy BTC,2026-08-15T10:00:00Z
txn-pk-cb-003,acct-pk-eth-02,buy,completed,0.20000000,ETH,615.20,USD,Manual buy ETH,2026-08-22T14:30:00Z
txn-pk-cb-004,acct-pk-btc-01,buy,completed,0.01000000,BTC,667.80,USD,Recurring buy BTC,2026-09-15T10:00:00Z
txn-pk-cb-005,acct-pk-usdc-03,deposit,completed,400.00000000,USDC,400.00,USD,USDC deposit from bank,2026-09-18T11:00:00Z
txn-pk-cb-006,acct-pk-sol-04,buy,completed,1.50000000,SOL,225.45,USD,Manual buy SOL,2026-09-25T09:45:00Z
txn-pk-cb-007,acct-pk-eth-02,sell,completed,0.05000000,ETH,154.10,USD,Trim ETH position,2026-10-02T13:00:00Z
txn-pk-cb-008,acct-pk-btc-01,buy,completed,0.00500000,BTC,331.05,USD,Recurring buy BTC,2026-10-15T10:00:00Z
txn-pk-cb-009,acct-pk-fiat-07,deposit,completed,100.00,USD,100.00,USD,USD bank deposit,2026-10-18T08:30:00Z
txn-pk-cb-010,acct-pk-doge-08,send,completed,50.00000000,DOGE,8.05,USD,Send to friend wallet,2026-10-20T19:00:00Z
