tableId,id,name,type
tblFinishedPieces,fldSKU,sku,singleLineText
tblFinishedPieces,fldPieceName,piece_name,singleLineText
tblFinishedPieces,fldType,piece_type,singleSelect
tblFinishedPieces,fldSalePrice,sale_price_usd,number
tblFinishedPieces,fldMaterialsCost,materials_cost_usd,number
tblFinishedPieces,fldStones,stones,singleLineText
tblFinishedPieces,fldStatus,status,singleSelect
tblFinishedPieces,fldReservedFlag,reservation_flag,checkbox
tblFinishedPieces,fldReservedFor,reserved_for,singleLineText
tblFinishedPieces,fldFinishedDate,finished_date,date
tblFinishedPieces,fldConsigned,consigned_to_gallery,singleLineText
tblFinishedPieces,fldNotes,notes,longText
tblCommissions,fldCommId,commission_id,singleLineText
tblCommissions,fldBuyer,buyer_name,singleLineText
tblCommissions,fldValue,quoted_value_usd,number
tblCommissions,fldDeposit,deposit_cleared,checkbox
tblCommissions,fldCommStatus,status,singleSelect
tblCommissions,fldOpenedDate,opened,date
tblStoneBatches,fldStoneId,stone_id,singleLineText
tblStoneBatches,fldStoneKind,kind,singleSelect
tblStoneBatches,fldOrigin,origin,singleLineText
tblStoneBatches,fldWeight,weight_g,number
tblStoneBatches,fldCost,cost_total_usd,number
tblStoneBatches,fldRemaining,remaining_pieces,number
tblStoneBatches,fldAcquired,acquired_date,date
tblShippingLog,fldShipId,ship_id,singleLineText
tblShippingLog,fldShipDate,ship_date,date
tblShippingLog,fldCarrier,carrier,singleSelect
tblShippingLog,fldTracking,tracking_number,singleLineText
tblShippingLog,fldDest,destination,singleLineText
tblShippingLog,fldPiecesCount,pieces_count,number
tblShippingLog,fldShipCost,shipping_cost_usd,number
tblShippingLog,fldShipStatus,status,singleSelect
