pair,time,open,high,low,close,vwap,volume,count
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
XETHZUSD,1760140800,3612.60,3712.40,3611.90,3680.00,3661.42,42150.20,18742
