Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
1,Item 0,,Service,36.01,1,Checking,1,0
2,Item 1,,NonInventory,56.54,1,Checking,1,0
3,Item 2,,NonInventory,113.32,1,Checking,1,0
4,Item 3,,NonInventory,81.19,1,Checking,1,0
5,Item 4,,Service,137.62,1,Checking,1,0
6,Item 5,,Service,36.0,1,Checking,1,0
7,Item 6,,Service,44.99,1,Checking,1,0
8,Item 7,,Service,126.63,1,Checking,1,0
9,Item 8,,Service,16.7,1,Checking,1,0
10,Item 9,,NonInventory,162.65,1,Checking,1,0
11,Item 10,,NonInventory,7.07,1,Checking,1,0
12,Item 11,,NonInventory,73.05,1,Checking,1,0
13,Item 12,,NonInventory,7.11,1,Checking,1,0
14,Item 13,,NonInventory,95.34,1,Checking,1,0
15,Item 14,,NonInventory,86.26,1,Checking,1,0
16,Item 15,,Service,188.1,1,Checking,1,0
17,Item 16,,NonInventory,24.58,1,Checking,1,0
18,Item 17,,NonInventory,119.29,1,Checking,1,0
19,Item 18,,Service,135.56,1,Checking,1,0
20,Item 19,,NonInventory,37.3,1,Checking,1,0
21,Item 20,,Service,177.07,1,Checking,1,0
22,Item 21,,NonInventory,171.35,1,Checking,1,0
23,Item 22,,NonInventory,73.39,1,Checking,1,0
24,Item 23,,Service,66.49,1,Checking,1,0
25,Item 24,,NonInventory,115.09,1,Checking,1,0
26,Item 25,,NonInventory,198.79,1,Checking,1,0
27,Item 26,,Service,120.31,1,Checking,1,0
28,Item 27,,NonInventory,6.54,1,Checking,1,0
29,Item 28,,NonInventory,25.99,1,Checking,1,0
30,Item 29,,NonInventory,13.91,1,Checking,1,0
31,Item 30,,NonInventory,121.05,1,Checking,1,0
32,Item 31,,Service,122.33,1,Checking,1,0
33,Item 32,,Service,67.66,1,Checking,1,0
34,Item 33,,Service,21.77,1,Checking,1,0
35,Item 34,,Service,176.8,1,Checking,1,0
36,Item 35,,Service,141.24,1,Checking,1,0
37,Item 36,,Service,80.36,1,Checking,1,0
38,Item 37,,NonInventory,134.96,1,Checking,1,0
39,Item 38,,Service,105.04,1,Checking,1,0
40,Item 39,,NonInventory,114.2,1,Checking,1,0
41,Item 40,,Service,131.09,1,Checking,1,0
42,Item 41,,NonInventory,111.99,1,Checking,1,0
43,Item 42,,NonInventory,97.19,1,Checking,1,0
44,Item 43,,NonInventory,117.63,1,Checking,1,0
45,Item 44,,Service,163.86,1,Checking,1,0
46,Item 45,,Service,150.42,1,Checking,1,0
47,Item 46,,Service,17.7,1,Checking,1,0
48,Item 47,,NonInventory,107.78,1,Checking,1,0
49,Item 48,,Service,168.2,1,Checking,1,0
50,Item 49,,NonInventory,153.72,1,Checking,1,0
51,Item 50,,Service,107.46,1,Checking,1,0
52,Item 51,,NonInventory,192.16,1,Checking,1,0
53,Item 52,,Service,138.1,1,Checking,1,0
54,Item 53,,Service,82.48,1,Checking,1,0
55,Item 54,,Service,42.41,1,Checking,1,0
56,Item 55,,NonInventory,153.02,1,Checking,1,0
57,Item 56,,NonInventory,113.6,1,Checking,1,0
58,Item 57,,NonInventory,74.74,1,Checking,1,0
59,Item 58,,Service,60.15,1,Checking,1,0
60,Item 59,,NonInventory,180.13,1,Checking,1,0
61,Item 60,,NonInventory,80.32,1,Checking,1,0
62,Item 61,,Service,183.92,1,Checking,1,0
63,Item 62,,NonInventory,9.57,1,Checking,1,0
64,Item 63,,NonInventory,119.84,1,Checking,1,0
65,Item 64,,Service,13.02,1,Checking,1,0
66,Item 65,,NonInventory,168.44,1,Checking,1,0
67,Item 66,,NonInventory,178.73,1,Checking,1,0
68,Item 67,,NonInventory,127.38,1,Checking,1,0
69,Item 68,,NonInventory,14.52,1,Checking,1,0
70,Item 69,,NonInventory,68.65,1,Checking,1,0
71,Item 70,,NonInventory,92.08,1,Checking,1,0
72,Item 71,,NonInventory,83.02,1,Checking,1,0
73,Item 72,,NonInventory,74.22,1,Checking,1,0
74,Item 73,,Service,86.82,1,Checking,1,0
75,Item 74,,Service,61.74,1,Checking,1,0
76,Item 75,,Service,49.95,1,Checking,1,0
77,Item 76,,NonInventory,51.59,1,Checking,1,0
78,Item 77,,Service,74.07,1,Checking,1,0
79,Item 78,,NonInventory,195.95,1,Checking,1,0
80,Item 79,,NonInventory,196.54,1,Checking,1,0
81,Item 80,,NonInventory,27.95,1,Checking,1,0
82,Item 81,,Service,156.49,1,Checking,1,0
83,Item 82,,NonInventory,78.57,1,Checking,1,0
84,Item 83,,Service,107.0,1,Checking,1,0
85,Item 84,,Service,94.12,1,Checking,1,0
86,Item 85,,Service,94.96,1,Checking,1,0
87,Item 86,,Service,59.87,1,Checking,1,0
88,Item 87,,Service,148.66,1,Checking,1,0
89,Item 88,,Service,34.76,1,Checking,1,0
90,Item 89,,NonInventory,125.95,1,Checking,1,0
91,Item 90,,Service,131.01,1,Checking,1,0
92,Item 91,,NonInventory,72.27,1,Checking,1,0
93,Item 92,,Service,110.2,1,Checking,1,0
94,Item 93,,Service,70.06,1,Checking,1,0
95,Item 94,,Service,78.72,1,Checking,1,0
96,Item 95,,Service,17.07,1,Checking,1,0
97,Item 96,,NonInventory,85.93,1,Checking,1,0
98,Item 97,,Service,31.91,1,Checking,1,0
99,Item 98,,NonInventory,42.24,1,Checking,1,0
100,Item 99,,Service,123.69,1,Checking,1,0
101,Item 100,,NonInventory,86.49,1,Checking,1,0
102,Item 101,,Service,91.09,1,Checking,1,0
103,Item 102,,NonInventory,147.78,1,Checking,1,0
104,Item 103,,NonInventory,154.89,1,Checking,1,0
105,Item 104,,Service,174.05,1,Checking,1,0
106,Item 105,,Service,185.21,1,Checking,1,0
107,Item 106,,NonInventory,162.87,1,Checking,1,0
108,Item 107,,NonInventory,190.59,1,Checking,1,0
109,Item 108,,NonInventory,57.47,1,Checking,1,0
110,Item 109,,NonInventory,73.29,1,Checking,1,0
111,Item 110,,NonInventory,55.52,1,Checking,1,0
112,Item 111,,NonInventory,180.55,1,Checking,1,0
113,Item 112,,NonInventory,64.43,1,Checking,1,0
114,Item 113,,NonInventory,15.36,1,Checking,1,0
115,Item 114,,NonInventory,121.22,1,Checking,1,0
116,Item 115,,Service,89.91,1,Checking,1,0
117,Item 116,,NonInventory,60.33,1,Checking,1,0
118,Item 117,,NonInventory,106.33,1,Checking,1,0
119,Item 118,,NonInventory,190.73,1,Checking,1,0
120,Item 119,,NonInventory,180.64,1,Checking,1,0
121,Item 120,,NonInventory,83.33,1,Checking,1,0
122,Item 121,,NonInventory,190.31,1,Checking,1,0
123,Item 122,,NonInventory,92.92,1,Checking,1,0
124,Item 123,,NonInventory,135.9,1,Checking,1,0
125,Item 124,,Service,153.93,1,Checking,1,0
126,Item 125,,NonInventory,198.81,1,Checking,1,0
127,Item 126,,NonInventory,80.29,1,Checking,1,0
128,Item 127,,NonInventory,194.51,1,Checking,1,0
129,Item 128,,NonInventory,144.39,1,Checking,1,0
130,Item 129,,Service,188.43,1,Checking,1,0
131,Item 130,,NonInventory,197.9,1,Checking,1,0
132,Item 131,,Service,187.71,1,Checking,1,0
133,Item 132,,Service,45.67,1,Checking,1,0
134,Item 133,,Service,60.27,1,Checking,1,0
135,Item 134,,Service,143.06,1,Checking,1,0
136,Item 135,,NonInventory,43.39,1,Checking,1,0
137,Item 136,,Service,78.74,1,Checking,1,0
138,Item 137,,NonInventory,134.36,1,Checking,1,0
139,Item 138,,Service,22.82,1,Checking,1,0
140,Item 139,,Service,114.81,1,Checking,1,0
141,Item 140,,NonInventory,100.75,1,Checking,1,0
142,Item 141,,Service,83.67,1,Checking,1,0
143,Item 142,,NonInventory,124.24,1,Checking,1,0
144,Item 143,,NonInventory,124.58,1,Checking,1,0
145,Item 144,,Service,163.83,1,Checking,1,0
146,Item 145,,Service,188.81,1,Checking,1,0
147,Item 146,,Service,90.54,1,Checking,1,0
148,Item 147,,Service,97.99,1,Checking,1,0
149,Item 148,,Service,157.04,1,Checking,1,0
150,Item 149,,Service,64.47,1,Checking,1,0
151,Item 150,,NonInventory,167.24,1,Checking,1,0
152,Item 151,,NonInventory,92.83,1,Checking,1,0
153,Item 152,,NonInventory,130.62,1,Checking,1,0
154,Item 153,,NonInventory,177.96,1,Checking,1,0
155,Item 154,,Service,46.15,1,Checking,1,0
