id,name,primary,type,currency_code,currency_name,balance_amount,native_balance_amount,native_currency,created_at,updated_at
cb_acc_btc,BTC Wallet,True,wallet,BTC,Bitcoin,0.02418000,1650.20,USD,2023-08-12T09:00:00Z,2026-11-28T14:00:00Z
cb_acc_eth,ETH Wallet,False,wallet,ETH,Ethereum,0.48200000,1580.50,USD,2023-08-12T09:00:00Z,2026-11-28T14:00:00Z
cb_acc_usdc,USDC Wallet,False,wallet,USDC,USD Coin,420.150000,420.15,USD,2023-08-12T09:00:00Z,2026-11-28T14:00:00Z
cb_acc_0004,Wallet 4,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0005,Wallet 5,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0006,Wallet 6,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0007,Wallet 7,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0008,Wallet 8,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0009,Wallet 9,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0010,Wallet 10,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0011,Wallet 11,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0012,Wallet 12,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0013,Wallet 13,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0014,Wallet 14,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0015,Wallet 15,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0016,Wallet 16,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0017,Wallet 17,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0018,Wallet 18,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0019,Wallet 19,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0020,Wallet 20,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0021,Wallet 21,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0022,Wallet 22,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0023,Wallet 23,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0024,Wallet 24,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0025,Wallet 25,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0026,Wallet 26,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0027,Wallet 27,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0028,Wallet 28,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0029,Wallet 29,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0030,Wallet 30,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0031,Wallet 31,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0032,Wallet 32,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0033,Wallet 33,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0034,Wallet 34,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0035,Wallet 35,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0036,Wallet 36,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0037,Wallet 37,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0038,Wallet 38,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0039,Wallet 39,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0040,Wallet 40,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0041,Wallet 41,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0042,Wallet 42,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
cb_acc_0043,Wallet 43,False,wallet,USD,US Dollar,0.00,0.00,USD,2023-08-12T09:00:00Z,2023-08-12T09:00:00Z
