id,account_id,type,status,amount,currency,native_amount,native_currency,description,created_at
cb_txn_00001,cb_acc_btc,sell,completed,0.04783970,BTC,64.05,USD,Personal crypto rebalance (out of studio scope),2025-05-26T01:35:01Z
cb_txn_00002,cb_acc_eth,receive,completed,0.02756320,ETH,178.78,USD,Personal crypto rebalance (out of studio scope),2024-10-22T23:46:50Z
cb_txn_00003,cb_acc_btc,convert,completed,0.02030217,BTC,10.15,USD,Personal crypto rebalance (out of studio scope),2025-09-07T16:59:06Z
cb_txn_00004,cb_acc_btc,send,completed,0.03892184,BTC,37.27,USD,Personal crypto rebalance (out of studio scope),2025-08-19T11:58:37Z
cb_txn_00005,cb_acc_usdc,sell,completed,0.02832090,USDC,303.32,USD,Personal crypto rebalance (out of studio scope),2024-11-25T16:17:33Z
cb_txn_00006,cb_acc_eth,buy,completed,0.03385881,ETH,133.53,USD,Personal crypto rebalance (out of studio scope),2026-05-26T00:49:52Z
cb_txn_00007,cb_acc_eth,sell,completed,0.02986055,ETH,30.87,USD,Personal crypto rebalance (out of studio scope),2025-04-01T11:43:52Z
cb_txn_00008,cb_acc_usdc,send,completed,0.04132337,USDC,209.40,USD,Personal crypto rebalance (out of studio scope),2025-08-02T09:42:16Z
cb_txn_00009,cb_acc_eth,sell,completed,0.01374028,ETH,20.94,USD,Personal crypto rebalance (out of studio scope),2026-03-27T16:54:29Z
cb_txn_00010,cb_acc_btc,sell,completed,0.01408161,BTC,343.57,USD,Personal crypto rebalance (out of studio scope),2026-05-31T16:09:05Z
cb_txn_00011,cb_acc_eth,receive,completed,0.04190336,ETH,217.66,USD,Personal crypto rebalance (out of studio scope),2026-01-24T18:09:50Z
cb_txn_00012,cb_acc_eth,receive,completed,0.00784458,ETH,176.89,USD,Personal crypto rebalance (out of studio scope),2025-05-20T13:15:25Z
cb_txn_00013,cb_acc_eth,receive,completed,0.02889657,ETH,100.27,USD,Personal crypto rebalance (out of studio scope),2025-11-19T01:13:01Z
cb_txn_00014,cb_acc_usdc,buy,completed,0.03505116,USDC,317.49,USD,Personal crypto rebalance (out of studio scope),2025-07-30T23:03:41Z
cb_txn_00015,cb_acc_eth,send,completed,0.04069942,ETH,72.14,USD,Personal crypto rebalance (out of studio scope),2024-11-20T14:05:40Z
cb_txn_00016,cb_acc_eth,convert,completed,0.01308731,ETH,12.16,USD,Personal crypto rebalance (out of studio scope),2025-04-05T01:14:02Z
cb_txn_00017,cb_acc_eth,buy,completed,0.02532604,ETH,144.92,USD,Personal crypto rebalance (out of studio scope),2024-12-09T20:54:40Z
cb_txn_00018,cb_acc_usdc,buy,completed,0.00846841,USDC,314.77,USD,Personal crypto rebalance (out of studio scope),2025-01-20T15:05:32Z
cb_txn_00019,cb_acc_btc,buy,completed,0.01557759,BTC,61.26,USD,Personal crypto rebalance (out of studio scope),2024-07-12T02:07:09Z
cb_txn_00020,cb_acc_usdc,receive,completed,0.03780745,USDC,301.81,USD,Personal crypto rebalance (out of studio scope),2026-04-13T04:21:12Z
cb_txn_00021,cb_acc_eth,convert,completed,0.02571704,ETH,50.68,USD,Personal crypto rebalance (out of studio scope),2026-04-22T05:51:53Z
cb_txn_00022,cb_acc_usdc,receive,completed,0.03863598,USDC,182.55,USD,Personal crypto rebalance (out of studio scope),2026-03-26T09:51:00Z
cb_txn_00023,cb_acc_usdc,send,completed,0.04982563,USDC,226.11,USD,Personal crypto rebalance (out of studio scope),2026-03-03T22:23:39Z
cb_txn_00024,cb_acc_eth,sell,completed,0.03173807,ETH,40.29,USD,Personal crypto rebalance (out of studio scope),2026-01-07T07:11:21Z
cb_txn_00025,cb_acc_btc,convert,completed,0.02029065,BTC,165.39,USD,Personal crypto rebalance (out of studio scope),2025-05-30T20:44:07Z
cb_txn_00026,cb_acc_btc,convert,completed,0.00387973,BTC,97.58,USD,Personal crypto rebalance (out of studio scope),2025-11-27T15:25:53Z
cb_txn_00027,cb_acc_eth,sell,completed,0.02032887,ETH,232.55,USD,Personal crypto rebalance (out of studio scope),2025-01-10T11:06:28Z
cb_txn_00028,cb_acc_eth,receive,completed,0.01914105,ETH,247.17,USD,Personal crypto rebalance (out of studio scope),2026-06-30T22:34:50Z
cb_txn_00029,cb_acc_eth,buy,completed,0.04102032,ETH,16.41,USD,Personal crypto rebalance (out of studio scope),2024-09-26T19:39:25Z
cb_txn_00030,cb_acc_usdc,convert,completed,0.02190959,USDC,14.46,USD,Personal crypto rebalance (out of studio scope),2025-07-08T16:29:09Z
cb_txn_00031,cb_acc_eth,sell,completed,0.04730754,ETH,122.34,USD,Personal crypto rebalance (out of studio scope),2024-09-29T18:44:30Z
cb_txn_00032,cb_acc_btc,receive,completed,0.00010717,BTC,45.59,USD,Personal crypto rebalance (out of studio scope),2026-04-24T20:35:33Z
cb_txn_00033,cb_acc_usdc,sell,completed,0.04715275,USDC,268.42,USD,Personal crypto rebalance (out of studio scope),2025-12-07T19:59:03Z
cb_txn_00034,cb_acc_btc,receive,completed,0.03462740,BTC,266.71,USD,Personal crypto rebalance (out of studio scope),2024-07-27T18:44:36Z
cb_txn_00035,cb_acc_usdc,receive,completed,0.02953911,USDC,253.88,USD,Personal crypto rebalance (out of studio scope),2025-07-20T07:40:23Z
cb_txn_00036,cb_acc_eth,receive,completed,0.02566036,ETH,248.48,USD,Personal crypto rebalance (out of studio scope),2024-12-09T12:12:03Z
cb_txn_00037,cb_acc_btc,receive,completed,0.03522723,BTC,18.12,USD,Personal crypto rebalance (out of studio scope),2025-02-12T18:48:39Z
cb_txn_00038,cb_acc_btc,convert,completed,0.01065539,BTC,335.96,USD,Personal crypto rebalance (out of studio scope),2024-11-22T22:03:20Z
cb_txn_00039,cb_acc_eth,sell,completed,0.04474173,ETH,89.10,USD,Personal crypto rebalance (out of studio scope),2026-05-23T06:30:01Z
cb_txn_00040,cb_acc_eth,sell,completed,0.01999042,ETH,148.20,USD,Personal crypto rebalance (out of studio scope),2025-05-12T19:21:58Z
cb_txn_00041,cb_acc_eth,convert,completed,0.02682526,ETH,227.75,USD,Personal crypto rebalance (out of studio scope),2025-10-15T20:49:22Z
cb_txn_00042,cb_acc_usdc,send,completed,0.02289087,USDC,270.60,USD,Personal crypto rebalance (out of studio scope),2024-12-31T14:17:58Z
cb_txn_00043,cb_acc_usdc,send,completed,0.02869194,USDC,330.29,USD,Personal crypto rebalance (out of studio scope),2026-05-15T23:07:54Z
cb_txn_00044,cb_acc_btc,receive,completed,0.02176685,BTC,255.71,USD,Personal crypto rebalance (out of studio scope),2024-10-09T18:09:02Z
cb_txn_00045,cb_acc_btc,send,completed,0.01006915,BTC,179.10,USD,Personal crypto rebalance (out of studio scope),2024-07-18T09:58:58Z
cb_txn_00046,cb_acc_eth,receive,completed,0.02719253,ETH,208.36,USD,Personal crypto rebalance (out of studio scope),2025-12-10T03:43:19Z
cb_txn_00047,cb_acc_btc,receive,completed,0.00730763,BTC,121.08,USD,Personal crypto rebalance (out of studio scope),2025-02-10T02:57:36Z
cb_txn_00048,cb_acc_btc,receive,completed,0.04429806,BTC,176.16,USD,Personal crypto rebalance (out of studio scope),2026-02-02T05:19:06Z
cb_txn_00049,cb_acc_eth,buy,completed,0.04218566,ETH,328.86,USD,Personal crypto rebalance (out of studio scope),2024-09-19T16:28:37Z
cb_txn_00050,cb_acc_btc,send,completed,0.03105480,BTC,113.40,USD,Personal crypto rebalance (out of studio scope),2024-08-15T15:05:22Z
cb_txn_00051,cb_acc_eth,buy,completed,0.02584689,ETH,218.68,USD,Personal crypto rebalance (out of studio scope),2024-08-06T00:29:09Z
cb_txn_00052,cb_acc_eth,send,completed,0.04060159,ETH,331.00,USD,Personal crypto rebalance (out of studio scope),2025-05-12T00:29:09Z
cb_txn_00053,cb_acc_eth,convert,completed,0.03006822,ETH,307.92,USD,Personal crypto rebalance (out of studio scope),2024-11-02T11:57:22Z
cb_txn_00054,cb_acc_usdc,receive,completed,0.03862348,USDC,147.38,USD,Personal crypto rebalance (out of studio scope),2025-02-15T01:10:30Z
cb_txn_00055,cb_acc_btc,send,completed,0.02158869,BTC,71.53,USD,Personal crypto rebalance (out of studio scope),2025-02-03T16:54:07Z
cb_txn_00056,cb_acc_eth,sell,completed,0.00111167,ETH,163.37,USD,Personal crypto rebalance (out of studio scope),2025-02-14T09:30:23Z
cb_txn_00057,cb_acc_btc,send,completed,0.02043200,BTC,318.47,USD,Personal crypto rebalance (out of studio scope),2024-09-01T01:48:38Z
cb_txn_00058,cb_acc_usdc,convert,completed,0.00789536,USDC,112.26,USD,Personal crypto rebalance (out of studio scope),2026-06-19T14:59:00Z
cb_txn_00059,cb_acc_eth,convert,completed,0.02164620,ETH,312.23,USD,Personal crypto rebalance (out of studio scope),2025-05-05T13:51:03Z
cb_txn_00060,cb_acc_btc,convert,completed,0.02398133,BTC,34.80,USD,Personal crypto rebalance (out of studio scope),2026-04-27T22:12:32Z
cb_txn_00061,cb_acc_btc,send,completed,0.04375934,BTC,314.06,USD,Personal crypto rebalance (out of studio scope),2024-11-18T21:47:18Z
cb_txn_00062,cb_acc_usdc,buy,completed,0.04170780,USDC,310.71,USD,Personal crypto rebalance (out of studio scope),2024-08-23T10:26:25Z
cb_txn_00063,cb_acc_eth,sell,completed,0.03743094,ETH,19.33,USD,Personal crypto rebalance (out of studio scope),2026-02-10T16:51:46Z
cb_txn_00064,cb_acc_eth,receive,completed,0.03449711,ETH,195.60,USD,Personal crypto rebalance (out of studio scope),2024-08-08T02:10:21Z
cb_txn_00065,cb_acc_eth,sell,completed,0.04919642,ETH,99.70,USD,Personal crypto rebalance (out of studio scope),2026-03-12T12:14:21Z
cb_txn_00066,cb_acc_usdc,sell,completed,0.03026482,USDC,253.56,USD,Personal crypto rebalance (out of studio scope),2025-05-07T23:35:00Z
