id,name,media_count
17841500600001,familia,1240000
17841500600002,folklorico,890000
17841500600003,denver,4520000
17841500600004,residencylife,330000
17841500600005,guadalajara,2100000
17841500600006,cafedeolla,145000
17841500600007,denver-x1,145000
17841500600008,familia-x2,1240000
17841500600009,denver-x3,4520000
17841500600010,folklorico-x4,4520000
17841500600011,folklorico-x5,2100000
17841500600012,folklorico-x6,2100000
17841500600013,cafedeolla-x7,145000
17841500600014,familia-x8,1240000
17841500600015,residencylife-x9,145000
17841500600016,cafedeolla-x10,4520000
17841500600017,cafedeolla-x11,2100000
17841500600018,familia-x12,890000
17841500600019,denver-x13,890000
17841500600020,familia-x14,145000
17841500600021,cafedeolla-x15,890000
17841500600022,cafedeolla-x16,4520000
17841500600023,folklorico-x17,890000
17841500600024,denver-x18,890000
17841500600025,folklorico-x19,4520000
17841500600026,denver-x20,890000
17841500600027,familia-x21,1240000
17841500600028,denver-x22,4520000
17841500600029,denver-x23,330000
17841500600030,guadalajara-x24,145000
17841500600031,guadalajara-x25,145000
17841500600032,denver-x26,1240000
17841500600033,denver-x27,890000
17841500600034,guadalajara-x28,1240000
17841500600035,residencylife-x29,890000
17841500600036,residencylife-x30,2100000
17841500600037,folklorico-x31,1240000
17841500600038,cafedeolla-x32,330000
17841500600039,cafedeolla-x33,145000
17841500600040,denver-x34,1240000
17841500600041,familia-x35,890000
17841500600042,familia-x36,330000
17841500600043,denver-x37,2100000
17841500600044,folklorico-x38,2100000
17841500600045,residencylife-x39,1240000
17841500600046,guadalajara-x40,4520000
17841500600047,guadalajara-x41,1240000
17841500600048,residencylife-x42,330000
17841500600049,guadalajara-x43,330000
17841500600050,folklorico-x44,1240000
17841500600051,residencylife-x45,1240000
17841500600052,residencylife-x46,1240000
17841500600053,denver-x47,145000
17841500600054,guadalajara-x48,145000
17841500600055,cafedeolla-x49,330000
17841500600056,denver-x50,1240000
17841500600057,familia-x51,890000
17841500600058,guadalajara-x52,330000
17841500600059,cafedeolla-x53,330000
17841500600060,denver-x54,330000
17841500600061,guadalajara-x55,890000
17841500600062,denver-x56,890000
17841500600063,residencylife-x57,145000
17841500600064,residencylife-x58,4520000
17841500600065,denver-x59,330000
17841500600066,cafedeolla-x60,4520000
17841500600067,folklorico-x61,330000
17841500600068,denver-x62,145000
17841500600069,familia-x63,1240000
17841500600070,residencylife-x64,890000
17841500600071,residencylife-x65,890000
17841500600072,folklorico-x66,330000
17841500600073,residencylife-x67,1240000
17841500600074,cafedeolla-x68,4520000
17841500600075,cafedeolla-x69,4520000
17841500600076,guadalajara-x70,330000
17841500600077,guadalajara-x71,4520000
17841500600078,denver-x72,890000
17841500600079,folklorico-x73,4520000
17841500600080,folklorico-x74,4520000
17841500600081,familia-x75,4520000
17841500600082,familia-x76,4520000
17841500600083,cafedeolla-x77,145000
17841500600084,folklorico-x78,330000
17841500600085,residencylife-x79,4520000
17841500600086,residencylife-x80,4520000
17841500600087,denver-x81,2100000
17841500600088,familia-x82,1240000
17841500600089,cafedeolla-x83,330000
17841500600090,residencylife-x84,2100000
17841500600091,familia-x85,145000
17841500600092,denver-x86,1240000
17841500600093,residencylife-x87,330000
17841500600094,denver-x88,890000
17841500600095,familia-x89,2100000
17841500600096,guadalajara-x90,2100000
17841500600097,guadalajara-x91,1240000
17841500600098,denver-x92,330000
17841500600099,cafedeolla-x93,330000
17841500600100,denver-x94,1240000
17841500600101,denver-x95,330000
17841500600102,cafedeolla-x96,145000
17841500600103,denver-x97,330000
17841500600104,residencylife-x98,890000
17841500600105,cafedeolla-x99,145000
17841500600106,cafedeolla-x100,4520000
17841500600107,denver-x101,4520000
17841500600108,guadalajara-x102,2100000
17841500600109,denver-x103,2100000
17841500600110,residencylife-x104,890000
17841500600111,guadalajara-x105,890000
17841500600112,familia-x106,330000
17841500600113,residencylife-x107,4520000
17841500600114,residencylife-x108,145000
17841500600115,cafedeolla-x109,330000
17841500600116,familia-x110,145000
17841500600117,familia-x111,890000
17841500600118,familia-x112,330000
17841500600119,cafedeolla-x113,890000
17841500600120,familia-x114,4520000
17841500600121,residencylife-x115,890000
17841500600122,guadalajara-x116,890000
17841500600123,guadalajara-x117,890000
17841500600124,residencylife-x118,330000
17841500600125,cafedeolla-x119,4520000
17841500600126,guadalajara-x120,4520000
17841500600127,cafedeolla-x121,4520000
17841500600128,cafedeolla-x122,2100000
17841500600129,cafedeolla-x123,890000
17841500600130,folklorico-x124,2100000
17841500600131,denver-x125,145000
17841500600132,cafedeolla-x126,330000
17841500600133,familia-x127,890000
17841500600134,folklorico-x128,4520000
17841500600135,denver-x129,890000
17841500600136,folklorico-x130,1240000
17841500600137,cafedeolla-x131,2100000
17841500600138,residencylife-x132,2100000
17841500600139,cafedeolla-x133,145000
17841500600140,denver-x134,4520000
17841500600141,cafedeolla-x135,2100000
17841500600142,familia-x136,890000
17841500600143,familia-x137,4520000
17841500600144,cafedeolla-x138,4520000
17841500600145,familia-x139,330000
17841500600146,denver-x140,330000
17841500600147,denver-x141,4520000
17841500600148,cafedeolla-x142,1240000
17841500600149,cafedeolla-x143,1240000
17841500600150,residencylife-x144,1240000
17841500600151,folklorico-x145,890000
17841500600152,denver-x146,330000
17841500600153,guadalajara-x147,2100000
17841500600154,denver-x148,4520000
17841500600155,folklorico-x149,330000
17841500600156,guadalajara-x150,145000
17841500600157,residencylife-x151,145000
17841500600158,denver-x152,4520000
17841500600159,denver-x153,330000
17841500600160,familia-x154,2100000
17841500600161,guadalajara-x155,2100000
17841500600162,denver-x156,4520000
17841500600163,folklorico-x157,330000
17841500600164,denver-x158,890000
17841500600165,folklorico-x159,330000
17841500600166,guadalajara-x160,1240000
17841500600167,residencylife-x161,890000
17841500600168,cafedeolla-x162,4520000
17841500600169,cafedeolla-x163,2100000
17841500600170,folklorico-x164,4520000
17841500600171,denver-x165,1240000
17841500600172,cafedeolla-x166,145000
17841500600173,guadalajara-x167,145000
17841500600174,denver-x168,145000
17841500600175,familia-x169,1240000
17841500600176,residencylife-x170,1240000
17841500600177,guadalajara-x171,1240000
17841500600178,residencylife-x172,2100000
17841500600179,guadalajara-x173,1240000
17841500600180,denver-x174,2100000
17841500600181,guadalajara-x175,1240000
17841500600182,denver-x176,4520000
17841500600183,guadalajara-x177,1240000
17841500600184,familia-x178,145000
17841500600185,denver-x179,330000
17841500600186,guadalajara-x180,1240000
17841500600187,cafedeolla-x181,2100000
17841500600188,familia-x182,1240000
17841500600189,residencylife-x183,145000
17841500600190,residencylife-x184,4520000
17841500600191,folklorico-x185,330000
17841500600192,folklorico-x186,4520000
17841500600193,familia-x187,2100000
17841500600194,familia-x188,890000
17841500600195,cafedeolla-x189,330000
17841500600196,guadalajara-x190,890000
17841500600197,cafedeolla-x191,330000
17841500600198,familia-x192,145000
17841500600199,folklorico-x193,145000
17841500600200,cafedeolla-x194,145000
17841500600201,denver-x195,145000
17841500600202,folklorico-x196,1240000
17841500600203,cafedeolla-x197,4520000
17841500600204,denver-x198,1240000
17841500600205,residencylife-x199,1240000
17841500600206,cafedeolla-x200,330000
17841500600207,residencylife-x201,2100000
17841500600208,guadalajara-x202,330000
17841500600209,residencylife-x203,330000
17841500600210,guadalajara-x204,330000
17841500600211,denver-x205,145000
17841500600212,familia-x206,330000
17841500600213,folklorico-x207,890000
17841500600214,denver-x208,330000
17841500600215,folklorico-x209,2100000
17841500600216,familia-x210,1240000
17841500600217,cafedeolla-x211,4520000
17841500600218,guadalajara-x212,4520000
17841500600219,folklorico-x213,330000
17841500600220,denver-x214,2100000
17841500600221,denver-x215,2100000
17841500600222,folklorico-x216,2100000
17841500600223,familia-x217,145000
17841500600224,cafedeolla-x218,1240000
17841500600225,cafedeolla-x219,890000
17841500600226,guadalajara-x220,145000
17841500600227,residencylife-x221,2100000
17841500600228,denver-x222,145000
17841500600229,residencylife-x223,890000
17841500600230,cafedeolla-x224,145000
17841500600231,folklorico-x225,145000
