id,customer_id,location_id,line_items,total_amount,currency,state,created_at
ORD_GC001,CUS-001,LOC_CEDAR_HILLS_GC,VAR-01 x2,4300,USD,COMPLETED,2026-09-24T09:00:00.000Z
ORD_GC002,CUS-002,LOC_CEDAR_HILLS_GC,VAR-02 x3,4600,USD,COMPLETED,2026-09-20T09:00:00.000Z
ORD_GC003,CUS-003,LOC_CEDAR_HILLS_GC,VAR-03 x1,4900,USD,COMPLETED,2026-09-16T09:00:00.000Z
ORD_GC004,CUS-004,LOC_CEDAR_HILLS_GC,VAR-04 x2,5200,USD,COMPLETED,2026-09-12T09:00:00.000Z
ORD_GC005,CUS-005,LOC_CEDAR_HILLS_GC,VAR-05 x3,5500,USD,COMPLETED,2026-09-08T09:00:00.000Z
ORD_GC006,CUS-006,LOC_CEDAR_HILLS_GC,VAR-06 x1,5800,USD,COMPLETED,2026-09-04T09:00:00.000Z
ORD_GC007,CUS-001,LOC_CEDAR_HILLS_GC,VAR-01 x2,6100,USD,COMPLETED,2026-08-31T09:00:00.000Z
ORD_GC008,CUS-002,LOC_CEDAR_HILLS_GC,VAR-02 x3,6400,USD,COMPLETED,2026-08-27T09:00:00.000Z
ORD_GC009,CUS-003,LOC_CEDAR_HILLS_GC,VAR-03 x1,6700,USD,COMPLETED,2026-08-23T09:00:00.000Z
ORD_GC010,CUS-004,LOC_CEDAR_HILLS_GC,VAR-04 x2,7000,USD,COMPLETED,2026-08-19T09:00:00.000Z
ORD_GC011,CUS-005,LOC_CEDAR_HILLS_GC,VAR-05 x3,7300,USD,COMPLETED,2026-08-15T09:00:00.000Z
ORD_GC012,CUS-006,LOC_CEDAR_HILLS_GC,VAR-06 x1,7600,USD,COMPLETED,2026-08-11T09:00:00.000Z
ORD_GC013,CUS-001,LOC_CEDAR_HILLS_GC,VAR-01 x2,7900,USD,COMPLETED,2026-08-07T09:00:00.000Z
ORD_GC014,CUS-002,LOC_CEDAR_HILLS_GC,VAR-02 x3,8200,USD,COMPLETED,2026-08-03T09:00:00.000Z
ORD_GC015,CUS-003,LOC_CEDAR_HILLS_GC,VAR-03 x1,8500,USD,COMPLETED,2026-07-30T09:00:00.000Z
ORD_GC016,CUS-004,LOC_CEDAR_HILLS_GC,VAR-04 x2,8800,USD,COMPLETED,2026-07-26T09:00:00.000Z
ORD_GC017,CUS-005,LOC_CEDAR_HILLS_GC,VAR-05 x3,9100,USD,COMPLETED,2026-07-22T09:00:00.000Z
ORD_GC018,CUS-006,LOC_CEDAR_HILLS_GC,VAR-06 x1,9400,USD,COMPLETED,2026-07-18T09:00:00.000Z
ORD_GC019,CUS-001,LOC_CEDAR_HILLS_GC,VAR-01 x2,9700,USD,COMPLETED,2026-07-14T09:00:00.000Z
ORD_GC020,CUS-002,LOC_CEDAR_HILLS_GC,VAR-02 x3,10000,USD,COMPLETED,2026-07-10T09:00:00.000Z
