id,order_id,customer_id,amount,currency,status,source_type,location_id,receipt_number,created_at
PAY_GC001,ORD_GC001,cus_gc_002,4500,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP001,2026-05-02T14:03:00.000Z
PAY_GC002,ORD_GC002,cus_gc_003,6000,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP002,2026-05-02T14:06:00.000Z
PAY_GC003,ORD_GC003,cus_gc_004,2500,USD,COMPLETED,CASH,LOC_CEDAR_HILLS_GC,RCP003,2026-05-02T14:09:00.000Z
PAY_GC004,ORD_GC004,cus_gc_005,8000,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP004,2026-05-02T14:12:00.000Z
PAY_GC005,ORD_GC005,cus_gc_006,5500,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP005,2026-05-03T14:15:00.000Z
PAY_GC006,ORD_GC006,cus_gc_007,3000,USD,COMPLETED,CASH,LOC_CEDAR_HILLS_GC,RCP006,2026-05-03T14:18:00.000Z
PAY_GC007,ORD_GC007,cus_gc_008,12000,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP007,2026-05-03T14:21:00.000Z
PAY_GC008,ORD_GC008,cus_gc_009,4500,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP008,2026-05-03T14:24:00.000Z
PAY_GC009,ORD_GC009,cus_gc_010,9000,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP009,2026-05-03T14:27:00.000Z
PAY_GC010,ORD_GC010,cus_gc_011,3500,USD,COMPLETED,CASH,LOC_CEDAR_HILLS_GC,RCP010,2026-05-03T14:30:00.000Z
PAY_GC011,ORD_GC011,cus_gc_012,6500,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP011,2026-09-12T14:33:00.000Z
PAY_GC012,ORD_GC012,cus_gc_001,5000,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP012,2026-09-12T14:36:00.000Z
PAY_GC013,ORD_GC013,cus_gc_002,4000,USD,COMPLETED,CASH,LOC_CEDAR_HILLS_GC,RCP013,2026-09-12T14:39:00.000Z
PAY_GC014,ORD_GC014,cus_gc_003,8500,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP014,2026-09-12T14:42:00.000Z
PAY_GC015,ORD_GC015,cus_gc_004,7000,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP015,2026-09-12T14:45:00.000Z
PAY_GC016,ORD_GC016,cus_gc_005,5500,USD,COMPLETED,CARD,LOC_CEDAR_HILLS_GC,RCP016,2026-09-13T14:48:00.000Z
