id,company_id,pay_period_start,pay_period_end,check_date,processed,gross_pay,net_pay,employee_count
pay-401,comp-001,2026-04-01,2026-04-15,2026-04-20,true,48750.00,35420.50,8
pay-402,comp-001,2026-04-16,2026-04-30,2026-05-05,true,48975.25,35610.10,8
pay-403,comp-001,2026-05-01,2026-05-15,2026-05-20,true,49120.00,35740.75,8
pay-404,comp-001,2026-05-16,2026-05-31,2026-06-05,false,0.00,0.00,8
pay-401_5,comp-001,2026-04-01,2026-04-15,2026-04-20,true,48750.00,35420.50,8
pay-402_6,comp-001,2026-04-16,2026-04-30,2026-05-05,true,48975.25,35610.10,8
pay-403_7,comp-001,2026-05-01,2026-05-15,2026-05-20,true,49120.00,35740.75,8
pay-404_8,comp-001,2026-05-16,2026-05-31,2026-06-05,false,0.00,0.00,8
pay-401_9,comp-001,2026-04-01,2026-04-15,2026-04-20,true,48750.00,35420.50,8
pay-402_10,comp-001,2026-04-16,2026-04-30,2026-05-05,true,48975.25,35610.10,8
pay-403_11,comp-001,2026-05-01,2026-05-15,2026-05-20,true,49120.00,35740.75,8
pay-404_12,comp-001,2026-05-16,2026-05-31,2026-06-05,false,0.00,0.00,8
pay-401_13,comp-001,2026-04-01,2026-04-15,2026-04-20,true,48750.00,35420.50,8
pay-402_14,comp-001,2026-04-16,2026-04-30,2026-05-05,true,48975.25,35610.10,8
pay-403_15,comp-001,2026-05-01,2026-05-15,2026-05-20,true,49120.00,35740.75,8
pay-404_16,comp-001,2026-05-16,2026-05-31,2026-06-05,false,0.00,0.00,8
pay-401_17,comp-001,2026-04-01,2026-04-15,2026-04-20,true,48750.00,35420.50,8
pay-402_18,comp-001,2026-04-16,2026-04-30,2026-05-05,true,48975.25,35610.10,8
pay-403_19,comp-001,2026-05-01,2026-05-15,2026-05-20,true,49120.00,35740.75,8
pay-404_20,comp-001,2026-05-16,2026-05-31,2026-06-05,false,0.00,0.00,8
pay-401_21,comp-001,2026-04-01,2026-04-15,2026-04-20,true,48750.00,35420.50,8
pay-402_22,comp-001,2026-04-16,2026-04-30,2026-05-05,true,48975.25,35610.10,8
pay-403_23,comp-001,2026-05-01,2026-05-15,2026-05-20,true,49120.00,35740.75,8
pay-404_24,comp-001,2026-05-16,2026-05-31,2026-06-05,false,0.00,0.00,8
pay-401_25,comp-001,2026-04-01,2026-04-15,2026-04-20,true,48750.00,35420.50,8
pay-402_26,comp-001,2026-04-16,2026-04-30,2026-05-05,true,48975.25,35610.10,8
pay-403_27,comp-001,2026-05-01,2026-05-15,2026-05-20,true,49120.00,35740.75,8
pay-404_28,comp-001,2026-05-16,2026-05-31,2026-06-05,false,0.00,0.00,8
