id,name,is_private,is_archived,topic,purpose,creator,created,num_members
C-NF7FIELD,nf7-field,false,false,Field ops,NF-7 field,U-GLORIA,1700000000,4
C-CONSORTIUM,consortium,false,false,Consortium,Coordination,U-GLORIA,1700000100,4
id-00003,Frost violet 3,false,false,bravo-3,pine-3,iris-3,1002,285
id-00004,Bravo meadow 4,false,false,delta-4,tidal-4,grove-4,1003,213
id-00005,River zephyr 5,false,false,summit-5,frost-5,violet-5,1004,350
id-00006,Pine jade 6,false,false,river-6,umber-6,jade-6,1005,240
id-00007,Cedar summit 7,false,false,willow-7,cedar-7,frost-7,1006,233
id-00008,Ember delta 8,false,false,jade-8,meadow-8,tidal-8,1007,416
id-00009,Meadow alpha 9,false,false,haze-9,summit-9,grove-9,1008,578
id-00010,Bravo meadow 10,false,false,umber-10,coral-10,haze-10,1009,116
id-00011,Violet willow 11,false,false,umber-11,willow-11,orbit-11,1010,848
id-00012,Quartz summit 12,false,false,coral-12,violet-12,grove-12,1011,232
id-00013,River alpha 13,false,false,iris-13,willow-13,tidal-13,1012,768
id-00014,Meadow umber 14,false,false,quartz-14,grove-14,harbor-14,1013,791
id-00015,Zephyr jade 15,false,false,iris-15,quartz-15,willow-15,1014,621
id-00016,Meadow cedar 16,false,false,coral-16,quartz-16,kelp-16,1015,280
id-00017,Umber orbit 17,false,false,harbor-17,cedar-17,bravo-17,1016,107
id-00018,Tidal willow 18,false,false,frost-18,haze-18,summit-18,1017,536
id-00019,Orbit grove 19,false,false,meadow-19,coral-19,willow-19,1018,471
id-00020,Umber grove 20,false,false,iris-20,iris-20,meadow-20,1019,507
id-00021,Pine meadow 21,false,false,zephyr-21,grove-21,pine-21,1020,169
id-00022,Grove river 22,false,false,river-22,harbor-22,quartz-22,1021,21
id-00023,Summit frost 23,false,false,delta-23,kelp-23,summit-23,1022,539
id-00024,Orbit alpha 24,false,false,umber-24,grove-24,haze-24,1023,126
id-00025,Grove frost 25,false,false,harbor-25,meadow-25,alpha-25,1024,619
id-00026,Delta jade 26,false,false,iris-26,jade-26,harbor-26,1025,793
id-00027,Cedar kelp 27,false,false,willow-27,haze-27,quartz-27,1026,774
id-00028,Alpha pine 28,false,false,frost-28,iris-28,bravo-28,1027,445
id-00029,Kelp bravo 29,false,false,meadow-29,harbor-29,pine-29,1028,424
id-00030,Cedar summit 30,false,false,pine-30,umber-30,haze-30,1029,380
id-00031,Ember zephyr 31,false,false,kelp-31,orbit-31,alpha-31,1030,876
id-00032,Iris alpha 32,false,false,alpha-32,coral-32,zephyr-32,1031,760
id-00033,Haze frost 33,false,false,iris-33,zephyr-33,pine-33,1032,418
id-00034,Kelp willow 34,false,false,iris-34,bravo-34,meadow-34,1033,514
id-00035,Quartz bravo 35,false,false,jade-35,zephyr-35,harbor-35,1034,772
id-00036,Pine cedar 36,false,false,iris-36,pine-36,jade-36,1035,419
id-00037,River alpha 37,false,false,orbit-37,orbit-37,summit-37,1036,387
id-00038,Orbit kelp 38,false,false,alpha-38,zephyr-38,harbor-38,1037,368
id-00039,Willow bravo 39,false,false,bravo-39,pine-39,harbor-39,1038,840
id-00040,Summit willow 40,false,false,iris-40,frost-40,summit-40,1039,602
id-00041,Umber jade 41,false,false,coral-41,pine-41,tidal-41,1040,510
id-00042,Tidal jade 42,false,false,ember-42,cedar-42,pine-42,1041,721
id-00043,Umber quartz 43,false,false,ember-43,meadow-43,haze-43,1042,397
