id,parent_type,parent_id,title,created_time,last_edited_time,created_by,archived,icon,cover_url
ntn-pg-001,workspace,ntn-aw-studio-2026,Studio Plan Hub,2024-08-15T14:30:00.000Z,2026-10-11T22:14:00.000Z,usr_aw_ntn_001,false,https://www.notion.so/icons/compass_gray.svg,
ntn-pg-002,page,ntn-pg-001,Year One Recap 2026,2024-09-02T18:00:00.000Z,2026-09-30T21:47:00.000Z,usr_aw_ntn_001,false,https://www.notion.so/icons/calendar_gray.svg,
ntn-pg-003,page,ntn-pg-001,Capital Target Tracker,2024-09-02T18:12:00.000Z,2026-09-30T21:58:00.000Z,usr_aw_ntn_001,false,https://www.notion.so/icons/piggy-bank_gray.svg,
ntn-pg-004,page,ntn-pg-001,Grant Pipeline,2025-01-14T09:20:00.000Z,2026-10-06T09:52:00.000Z,usr_aw_ntn_001,false,https://www.notion.so/icons/library_gray.svg,
ntn-pg-005,page,ntn-pg-001,Fall Showcase Nov 14,2026-07-11T10:03:00.000Z,2026-10-11T19:02:00.000Z,usr_aw_ntn_001,false,https://www.notion.so/icons/theater-masks_gray.svg,
ntn-pg-006,page,ntn-pg-001,Halloween Social Oct 31 Playbook,2026-08-08T20:16:00.000Z,2026-10-09T11:18:00.000Z,usr_aw_ntn_001,false,https://www.notion.so/icons/skull_gray.svg,
ntn-pg-007,page,ntn-pg-001,CEN Renewal Tracker,2024-08-20T08:40:00.000Z,2026-09-26T11:04:00.000Z,usr_aw_ntn_001,false,https://www.notion.so/icons/medical_gray.svg,
ntn-pg-008,page,ntn-pg-001,Wedding MOH Standup,2026-05-04T21:12:00.000Z,2026-10-04T22:08:00.000Z,usr_aw_ntn_001,false,https://www.notion.so/icons/rings_gray.svg,
ntn-pg-009,page,ntn-pg-001,Audit Log Trusted and Held,2026-09-01T09:00:00.000Z,2026-10-11T23:55:00.000Z,usr_aw_ntn_001,false,https://www.notion.so/icons/verified_gray.svg,
ntn-pg-001-e001,workspace,ntn-aw-studio-2026-e001,Studio Plan Hub,2024-08-15T14:30:00.000Z,2026-10-11T22:14:00.000Z,usr_aw_ntn_001,false,https://www.notion.so/icons/compass_gray.svg,
