id,name,address1,city,region,postal_code,country,latitude,longitude
ven_001,Orange County Convention Center,9800 International Dr,Orlando,FL,32819,US,28.4294,-81.4700
ven_002,Johnston County Fairgrounds,520 County Home Rd,Smithfield,NC,27577,US,35.5085,-78.3397
ven_003,Johnston County Fairgrounds,520 County Home Rd,Orlando,NC,27577,US,35.5085,-81.4700
ven_004,Orange County Convention Center,520 County Home Rd,Orlando,NC,32819,US,35.5085,-81.4700
ven_005,Johnston County Fairgrounds,9800 International Dr,Smithfield,NC,32819,US,28.4294,-81.4700
ven_006,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,32819,US,28.4294,-78.3397
ven_007,Orange County Convention Center,9800 International Dr,Orlando,FL,27577,US,28.4294,-81.4700
ven_008,Johnston County Fairgrounds,520 County Home Rd,Orlando,NC,27577,US,35.5085,-81.4700
ven_009,Johnston County Fairgrounds,9800 International Dr,Smithfield,FL,27577,US,28.4294,-81.4700
ven_010,Orange County Convention Center,520 County Home Rd,Orlando,NC,27577,US,28.4294,-81.4700
ven_011,Orange County Convention Center,520 County Home Rd,Smithfield,NC,27577,US,28.4294,-78.3397
ven_012,Orange County Convention Center,9800 International Dr,Smithfield,FL,27577,US,28.4294,-81.4700
ven_013,Orange County Convention Center,520 County Home Rd,Smithfield,NC,32819,US,35.5085,-78.3397
ven_014,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,32819,US,28.4294,-81.4700
ven_015,Orange County Convention Center,9800 International Dr,Smithfield,FL,32819,US,35.5085,-81.4700
ven_016,Orange County Convention Center,9800 International Dr,Smithfield,FL,32819,US,35.5085,-78.3397
ven_017,Johnston County Fairgrounds,9800 International Dr,Orlando,FL,32819,US,28.4294,-81.4700
ven_018,Orange County Convention Center,9800 International Dr,Orlando,FL,32819,US,28.4294,-78.3397
ven_019,Johnston County Fairgrounds,520 County Home Rd,Smithfield,FL,27577,US,28.4294,-78.3397
ven_020,Johnston County Fairgrounds,9800 International Dr,Orlando,NC,32819,US,28.4294,-78.3397
ven_021,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,27577,US,35.5085,-78.3397
ven_022,Johnston County Fairgrounds,520 County Home Rd,Smithfield,FL,32819,US,28.4294,-78.3397
ven_023,Orange County Convention Center,9800 International Dr,Orlando,NC,32819,US,28.4294,-81.4700
ven_024,Johnston County Fairgrounds,520 County Home Rd,Orlando,NC,27577,US,35.5085,-78.3397
ven_025,Orange County Convention Center,9800 International Dr,Smithfield,NC,32819,US,28.4294,-78.3397
ven_026,Johnston County Fairgrounds,9800 International Dr,Orlando,FL,32819,US,35.5085,-78.3397
ven_027,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,27577,US,28.4294,-78.3397
ven_028,Orange County Convention Center,9800 International Dr,Smithfield,FL,32819,US,35.5085,-78.3397
ven_029,Orange County Convention Center,9800 International Dr,Smithfield,NC,32819,US,35.5085,-78.3397
ven_030,Johnston County Fairgrounds,520 County Home Rd,Orlando,NC,27577,US,28.4294,-81.4700
ven_031,Johnston County Fairgrounds,520 County Home Rd,Smithfield,FL,27577,US,35.5085,-81.4700
ven_032,Johnston County Fairgrounds,520 County Home Rd,Smithfield,NC,32819,US,35.5085,-81.4700
ven_033,Orange County Convention Center,520 County Home Rd,Smithfield,FL,27577,US,28.4294,-81.4700
ven_034,Johnston County Fairgrounds,9800 International Dr,Orlando,FL,27577,US,28.4294,-78.3397
ven_035,Orange County Convention Center,9800 International Dr,Orlando,NC,27577,US,28.4294,-81.4700
ven_036,Orange County Convention Center,9800 International Dr,Orlando,FL,32819,US,35.5085,-81.4700
ven_037,Orange County Convention Center,520 County Home Rd,Orlando,FL,32819,US,35.5085,-81.4700
ven_038,Johnston County Fairgrounds,520 County Home Rd,Smithfield,FL,27577,US,35.5085,-81.4700
ven_039,Orange County Convention Center,520 County Home Rd,Smithfield,FL,32819,US,28.4294,-78.3397
ven_040,Orange County Convention Center,9800 International Dr,Orlando,FL,32819,US,35.5085,-81.4700
ven_041,Johnston County Fairgrounds,9800 International Dr,Orlando,FL,32819,US,28.4294,-78.3397
ven_042,Johnston County Fairgrounds,9800 International Dr,Orlando,NC,32819,US,35.5085,-81.4700
ven_043,Orange County Convention Center,9800 International Dr,Orlando,FL,32819,US,35.5085,-81.4700
ven_044,Orange County Convention Center,520 County Home Rd,Orlando,FL,32819,US,35.5085,-81.4700
ven_045,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,27577,US,35.5085,-81.4700
ven_046,Orange County Convention Center,520 County Home Rd,Smithfield,FL,32819,US,35.5085,-78.3397
ven_047,Orange County Convention Center,520 County Home Rd,Smithfield,NC,27577,US,28.4294,-78.3397
ven_048,Johnston County Fairgrounds,9800 International Dr,Smithfield,NC,27577,US,35.5085,-78.3397
ven_049,Johnston County Fairgrounds,9800 International Dr,Orlando,NC,32819,US,35.5085,-81.4700
ven_050,Orange County Convention Center,520 County Home Rd,Orlando,FL,32819,US,35.5085,-78.3397
ven_051,Orange County Convention Center,520 County Home Rd,Orlando,FL,27577,US,28.4294,-78.3397
ven_052,Orange County Convention Center,520 County Home Rd,Orlando,FL,32819,US,35.5085,-81.4700
ven_053,Johnston County Fairgrounds,520 County Home Rd,Orlando,NC,27577,US,28.4294,-81.4700
ven_054,Orange County Convention Center,520 County Home Rd,Orlando,NC,32819,US,35.5085,-81.4700
ven_055,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,27577,US,28.4294,-81.4700
ven_056,Johnston County Fairgrounds,9800 International Dr,Smithfield,FL,27577,US,28.4294,-78.3397
ven_057,Johnston County Fairgrounds,520 County Home Rd,Smithfield,FL,27577,US,35.5085,-78.3397
ven_058,Orange County Convention Center,520 County Home Rd,Smithfield,FL,27577,US,35.5085,-78.3397
ven_059,Johnston County Fairgrounds,520 County Home Rd,Smithfield,NC,27577,US,28.4294,-78.3397
ven_060,Orange County Convention Center,9800 International Dr,Smithfield,FL,32819,US,28.4294,-78.3397
ven_061,Orange County Convention Center,9800 International Dr,Smithfield,NC,32819,US,28.4294,-81.4700
ven_062,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,27577,US,35.5085,-81.4700
ven_063,Orange County Convention Center,9800 International Dr,Orlando,FL,27577,US,35.5085,-81.4700
ven_064,Johnston County Fairgrounds,9800 International Dr,Smithfield,NC,27577,US,35.5085,-78.3397
ven_065,Orange County Convention Center,520 County Home Rd,Orlando,NC,27577,US,35.5085,-81.4700
ven_066,Orange County Convention Center,9800 International Dr,Orlando,NC,27577,US,35.5085,-81.4700
ven_067,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,32819,US,35.5085,-78.3397
ven_068,Orange County Convention Center,9800 International Dr,Smithfield,FL,27577,US,35.5085,-78.3397
ven_069,Johnston County Fairgrounds,9800 International Dr,Orlando,NC,27577,US,35.5085,-81.4700
ven_070,Orange County Convention Center,520 County Home Rd,Orlando,FL,27577,US,28.4294,-78.3397
ven_071,Orange County Convention Center,520 County Home Rd,Orlando,NC,32819,US,35.5085,-78.3397
ven_072,Orange County Convention Center,520 County Home Rd,Smithfield,NC,27577,US,35.5085,-78.3397
ven_073,Johnston County Fairgrounds,9800 International Dr,Smithfield,FL,32819,US,35.5085,-81.4700
ven_074,Johnston County Fairgrounds,520 County Home Rd,Smithfield,NC,27577,US,28.4294,-81.4700
ven_075,Johnston County Fairgrounds,520 County Home Rd,Smithfield,NC,32819,US,35.5085,-78.3397
ven_076,Orange County Convention Center,9800 International Dr,Smithfield,FL,27577,US,35.5085,-81.4700
ven_077,Orange County Convention Center,520 County Home Rd,Orlando,NC,27577,US,35.5085,-78.3397
ven_078,Orange County Convention Center,520 County Home Rd,Orlando,NC,32819,US,28.4294,-78.3397
ven_079,Orange County Convention Center,520 County Home Rd,Smithfield,FL,27577,US,28.4294,-78.3397
ven_080,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,32819,US,35.5085,-81.4700
ven_081,Johnston County Fairgrounds,520 County Home Rd,Orlando,NC,27577,US,28.4294,-81.4700
ven_082,Johnston County Fairgrounds,9800 International Dr,Smithfield,FL,27577,US,35.5085,-81.4700
ven_083,Orange County Convention Center,520 County Home Rd,Smithfield,FL,27577,US,28.4294,-81.4700
ven_084,Orange County Convention Center,9800 International Dr,Orlando,FL,27577,US,35.5085,-81.4700
ven_085,Johnston County Fairgrounds,520 County Home Rd,Smithfield,NC,32819,US,28.4294,-78.3397
ven_086,Johnston County Fairgrounds,9800 International Dr,Orlando,FL,32819,US,28.4294,-78.3397
ven_087,Orange County Convention Center,9800 International Dr,Smithfield,FL,32819,US,28.4294,-78.3397
ven_088,Johnston County Fairgrounds,9800 International Dr,Smithfield,FL,27577,US,35.5085,-78.3397
ven_089,Johnston County Fairgrounds,9800 International Dr,Orlando,FL,32819,US,35.5085,-81.4700
ven_090,Johnston County Fairgrounds,520 County Home Rd,Smithfield,NC,32819,US,28.4294,-81.4700
ven_091,Johnston County Fairgrounds,9800 International Dr,Smithfield,NC,32819,US,28.4294,-78.3397
ven_092,Orange County Convention Center,9800 International Dr,Orlando,FL,27577,US,35.5085,-78.3397
ven_093,Johnston County Fairgrounds,520 County Home Rd,Smithfield,FL,32819,US,35.5085,-81.4700
ven_094,Johnston County Fairgrounds,9800 International Dr,Smithfield,FL,32819,US,35.5085,-81.4700
ven_095,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,27577,US,28.4294,-78.3397
ven_096,Johnston County Fairgrounds,9800 International Dr,Smithfield,NC,27577,US,28.4294,-78.3397
ven_097,Johnston County Fairgrounds,520 County Home Rd,Orlando,FL,27577,US,28.4294,-81.4700
ven_098,Orange County Convention Center,9800 International Dr,Smithfield,FL,32819,US,35.5085,-78.3397
ven_099,Johnston County Fairgrounds,9800 International Dr,Orlando,NC,32819,US,28.4294,-81.4700
ven_100,Orange County Convention Center,520 County Home Rd,Smithfield,NC,27577,US,28.4294,-78.3397
ven_101,Orange County Convention Center,9800 International Dr,Smithfield,NC,27577,US,28.4294,-78.3397
ven_102,Orange County Convention Center,520 County Home Rd,Orlando,FL,27577,US,35.5085,-78.3397
ven_103,Orange County Convention Center,520 County Home Rd,Smithfield,NC,27577,US,35.5085,-81.4700
ven_104,Johnston County Fairgrounds,520 County Home Rd,Orlando,NC,32819,US,28.4294,-81.4700
