id,order_id,customer_id,amount,currency,status,source_type,location_id,receipt_number,created_at
PAY_SA0001,ORD_SA0001,CUST_SA0042,6430,USD,COMPLETED,CARD,LOC_SAT,RCP00001,2026-10-17T00:01:00Z
PAY_SA0002,ORD_SA0002,CUST_SA0090,3875,USD,COMPLETED,CARD,LOC_SAT,RCP00002,2026-10-18T00:01:00Z
PAY_SA0003,ORD_SA0003,CUST_SA0170,9248,USD,COMPLETED,CARD,LOC_SAT,RCP00003,2026-10-16T16:01:00Z
PAY_SA0004,ORD_SA0004,CUST_SA0042,1411,USD,COMPLETED,CARD,LOC_SAT,RCP00004,2026-10-18T19:01:00Z
PAY_SA0005,ORD_SA0005,CUST_SA0194,7304,USD,COMPLETED,CARD,LOC_SAT,RCP00005,2026-10-15T19:01:00Z
PAY_SA0006,ORD_SA0006,CUST_SA0192,7998,USD,COMPLETED,CARD,LOC_SAT,RCP00006,2026-10-15T11:01:00Z
PAY_SA0007,ORD_SA0007,CUST_SA0201,7954,USD,COMPLETED,CARD,LOC_SAT,RCP00007,2026-10-19T19:01:00Z
PAY_SA0008,ORD_SA0008,CUST_SA0097,5457,USD,COMPLETED,CARD,LOC_SAT,RCP00008,2026-10-15T21:01:00Z
PAY_SA0009,ORD_SA0009,CUST_SA0089,911,USD,COMPLETED,CARD,LOC_SAT,RCP00009,2026-10-17T09:01:00Z
PAY_SA0010,ORD_SA0010,CUST_SA0073,7571,USD,COMPLETED,CARD,LOC_SAT,RCP00010,2026-10-16T20:01:00Z
PAY_SA0011,ORD_SA0011,CUST_SA0087,9821,USD,COMPLETED,CARD,LOC_SAT,RCP00011,2026-10-17T12:01:00Z
PAY_SA0012,ORD_SA0012,CUST_SA0009,5201,USD,COMPLETED,CARD,LOC_SAT,RCP00012,2026-10-17T21:01:00Z
PAY_SA0013,ORD_SA0013,CUST_SA0131,2618,USD,COMPLETED,CARD,LOC_SAT,RCP00013,2026-10-17T19:01:00Z
PAY_SA0014,ORD_SA0014,CUST_SA0106,7543,USD,COMPLETED,CARD,LOC_SAT,RCP00014,2026-10-15T09:01:00Z
PAY_SA0015,ORD_SA0015,CUST_SA0005,2304,USD,COMPLETED,CARD,LOC_SAT,RCP00015,2026-10-17T09:01:00Z
PAY_SA0016,ORD_SA0016,CUST_SA0149,8970,USD,COMPLETED,CARD,LOC_SAT,RCP00016,2026-10-16T21:01:00Z
PAY_SA0017,ORD_SA0017,CUST_SA0163,3493,USD,COMPLETED,CARD,LOC_SAT,RCP00017,2026-10-17T14:01:00Z
PAY_SA0018,ORD_SA0018,CUST_SA0097,11901,USD,COMPLETED,CARD,LOC_SAT,RCP00018,2026-10-17T10:01:00Z
PAY_SA0019,ORD_SA0019,CUST_SA0127,1063,USD,COMPLETED,CARD,LOC_SAT,RCP00019,2026-10-18T18:01:00Z
PAY_SA0020,ORD_SA0020,CUST_SA0201,11337,USD,COMPLETED,CARD,LOC_SAT,RCP00020,2026-10-18T09:01:00Z
PAY_SA0021,ORD_SA0021,CUST_SA0212,3895,USD,COMPLETED,CARD,LOC_SAT,RCP00021,2026-10-15T20:01:00Z
PAY_SA0022,ORD_SA0022,CUST_SA0072,5291,USD,COMPLETED,CARD,LOC_SAT,RCP00022,2026-10-17T12:01:00Z
PAY_SA0023,ORD_SA0023,CUST_SA0099,11446,USD,COMPLETED,CARD,LOC_SAT,RCP00023,2026-10-17T19:01:00Z
PAY_SA0024,ORD_SA0024,CUST_SA0200,9979,USD,COMPLETED,CARD,LOC_SAT,RCP00024,2026-10-18T19:01:00Z
PAY_SA0025,ORD_SA0025,CUST_SA0102,10613,USD,COMPLETED,CARD,LOC_SAT,RCP00025,2026-10-19T19:01:00Z
PAY_SA0026,ORD_SA0026,CUST_SA0017,6965,USD,COMPLETED,CARD,LOC_SAT,RCP00026,2026-10-18T09:01:00Z
PAY_SA0027,ORD_SA0027,CUST_SA0139,5740,USD,COMPLETED,CARD,LOC_SAT,RCP00027,2026-10-18T20:01:00Z
PAY_SA0028,ORD_SA0028,CUST_SA0201,11704,USD,COMPLETED,CARD,LOC_SAT,RCP00028,2026-10-19T12:01:00Z
PAY_SA0029,ORD_SA0029,CUST_SA0183,2268,USD,COMPLETED,CARD,LOC_SAT,RCP00029,2026-10-19T12:01:00Z
PAY_SA0030,ORD_SA0030,CUST_SA0026,7534,USD,COMPLETED,CARD,LOC_SAT,RCP00030,2026-10-15T09:01:00Z
PAY_SA0031,ORD_SA0031,CUST_SA0159,10059,USD,COMPLETED,CARD,LOC_SAT,RCP00031,2026-10-19T15:01:00Z
PAY_SA0032,ORD_SA0032,CUST_SA0189,11577,USD,COMPLETED,CARD,LOC_SAT,RCP00032,2026-10-18T13:01:00Z
PAY_SA0033,ORD_SA0033,CUST_SA0048,7589,USD,COMPLETED,CARD,LOC_SAT,RCP00033,2026-10-19T12:01:00Z
PAY_SA0034,ORD_SA0034,CUST_SA0099,6931,USD,COMPLETED,CARD,LOC_SAT,RCP00034,2026-10-19T17:01:00Z
PAY_SA0035,ORD_SA0035,CUST_SA0112,9680,USD,COMPLETED,CARD,LOC_SAT,RCP00035,2026-10-16T11:01:00Z
PAY_SA0036,ORD_SA0036,CUST_SA0002,6609,USD,COMPLETED,CARD,LOC_SAT,RCP00036,2026-10-16T19:01:00Z
PAY_SA0037,ORD_SA0037,CUST_SA0033,11251,USD,COMPLETED,CARD,LOC_SAT,RCP00037,2026-10-18T19:01:00Z
PAY_SA0038,ORD_SA0038,CUST_SA0080,9599,USD,COMPLETED,CARD,LOC_SAT,RCP00038,2026-10-16T09:01:00Z
PAY_SA0039,ORD_SA0039,CUST_SA0016,5190,USD,COMPLETED,CARD,LOC_SAT,RCP00039,2026-10-19T16:01:00Z
PAY_SA0040,ORD_SA0040,CUST_SA0053,1908,USD,COMPLETED,CARD,LOC_SAT,RCP00040,2026-10-16T12:01:00Z
PAY_SA0041,ORD_SA0041,CUST_SA0172,11400,USD,COMPLETED,CARD,LOC_SAT,RCP00041,2026-10-15T15:01:00Z
PAY_SA0042,ORD_SA0042,CUST_SA0205,1043,USD,COMPLETED,CARD,LOC_SAT,RCP00042,2026-10-15T14:01:00Z
PAY_SA0043,ORD_SA0043,CUST_SA0098,1497,USD,COMPLETED,CARD,LOC_SAT,RCP00043,2026-10-16T12:01:00Z
PAY_SA0044,ORD_SA0044,CUST_SA0146,11927,USD,COMPLETED,CARD,LOC_SAT,RCP00044,2026-10-18T10:01:00Z
PAY_SA0045,ORD_SA0045,CUST_SA0122,1519,USD,COMPLETED,CARD,LOC_SAT,RCP00045,2026-10-16T12:01:00Z
PAY_SA0046,ORD_SA0046,CUST_SA0200,9533,USD,COMPLETED,CARD,LOC_SAT,RCP00046,2026-10-17T17:01:00Z
PAY_SA0047,ORD_SA0047,CUST_SA0064,6470,USD,COMPLETED,CARD,LOC_SAT,RCP00047,2026-10-19T09:01:00Z
PAY_SA0048,ORD_SA0048,CUST_SA0080,9997,USD,COMPLETED,CARD,LOC_SAT,RCP00048,2026-10-19T11:01:00Z
PAY_SA0049,ORD_SA0049,CUST_SA0214,3807,USD,COMPLETED,CARD,LOC_SAT,RCP00049,2026-10-15T17:01:00Z
PAY_SA0050,ORD_SA0050,CUST_SA0013,1063,USD,COMPLETED,CARD,LOC_SAT,RCP00050,2026-10-15T16:01:00Z
PAY_SA0051,ORD_SA0051,CUST_SA0025,1092,USD,COMPLETED,CARD,LOC_SAT,RCP00051,2026-10-17T10:01:00Z
PAY_SA0052,ORD_SA0052,CUST_SA0111,5156,USD,COMPLETED,CARD,LOC_SAT,RCP00052,2026-10-15T19:01:00Z
PAY_SA0053,ORD_SA0053,CUST_SA0059,3670,USD,COMPLETED,CARD,LOC_SAT,RCP00053,2026-10-19T09:01:00Z
PAY_SA0054,ORD_SA0054,CUST_SA0148,2065,USD,COMPLETED,CARD,LOC_SAT,RCP00054,2026-10-19T09:01:00Z
PAY_SA0055,ORD_SA0055,CUST_SA0187,1015,USD,COMPLETED,CARD,LOC_SAT,RCP00055,2026-10-19T09:01:00Z
PAY_SA0056,ORD_SA0056,CUST_SA0093,10612,USD,COMPLETED,CARD,LOC_SAT,RCP00056,2026-10-16T14:01:00Z
PAY_SA0057,ORD_SA0057,CUST_SA0097,2524,USD,COMPLETED,CARD,LOC_SAT,RCP00057,2026-10-18T19:01:00Z
PAY_SA0058,ORD_SA0058,CUST_SA0182,2247,USD,COMPLETED,CARD,LOC_SAT,RCP00058,2026-10-18T15:01:00Z
PAY_SA0059,ORD_SA0059,CUST_SA0130,9745,USD,COMPLETED,CARD,LOC_SAT,RCP00059,2026-10-18T16:01:00Z
PAY_SA0060,ORD_SA0060,CUST_SA0138,1861,USD,COMPLETED,CARD,LOC_SAT,RCP00060,2026-10-19T12:01:00Z
PAY_SA0061,ORD_SA0061,CUST_SA0027,2501,USD,COMPLETED,CARD,LOC_SAT,RCP00061,2026-10-19T19:01:00Z
PAY_SA0062,ORD_SA0062,CUST_SA0030,737,USD,COMPLETED,CARD,LOC_SAT,RCP00062,2026-10-16T09:01:00Z
PAY_SA0063,ORD_SA0063,CUST_SA0174,2806,USD,COMPLETED,CARD,LOC_SAT,RCP00063,2026-10-18T13:01:00Z
PAY_SA0064,ORD_SA0064,CUST_SA0172,2109,USD,COMPLETED,CARD,LOC_SAT,RCP00064,2026-10-17T16:01:00Z
PAY_SA0065,ORD_SA0065,CUST_SA0076,10840,USD,COMPLETED,CARD,LOC_SAT,RCP00065,2026-10-16T16:01:00Z
PAY_SA0066,ORD_SA0066,CUST_SA0146,7866,USD,COMPLETED,CARD,LOC_SAT,RCP00066,2026-10-19T15:01:00Z
PAY_SA0067,ORD_SA0067,CUST_SA0147,10399,USD,COMPLETED,CARD,LOC_SAT,RCP00067,2026-10-15T18:01:00Z
PAY_SA0068,ORD_SA0068,CUST_SA0095,11341,USD,COMPLETED,CARD,LOC_SAT,RCP00068,2026-10-17T14:01:00Z
PAY_SA0069,ORD_SA0069,CUST_SA0077,4054,USD,COMPLETED,CARD,LOC_SAT,RCP00069,2026-10-16T09:01:00Z
PAY_SA0070,ORD_SA0070,CUST_SA0034,5555,USD,COMPLETED,CARD,LOC_SAT,RCP00070,2026-10-17T12:01:00Z
PAY_SA0071,ORD_SA0071,CUST_SA0130,1495,USD,COMPLETED,CARD,LOC_SAT,RCP00071,2026-10-17T19:01:00Z
PAY_SA0072,ORD_SA0072,CUST_SA0094,5947,USD,COMPLETED,CARD,LOC_SAT,RCP00072,2026-10-16T10:01:00Z
PAY_SA0073,ORD_SA0073,CUST_SA0032,4668,USD,COMPLETED,CARD,LOC_SAT,RCP00073,2026-10-18T12:01:00Z
PAY_SA0074,ORD_SA0074,CUST_SA0213,2782,USD,COMPLETED,CARD,LOC_SAT,RCP00074,2026-10-16T12:01:00Z
PAY_SA0075,ORD_SA0075,CUST_SA0078,3255,USD,COMPLETED,CARD,LOC_SAT,RCP00075,2026-10-16T19:01:00Z
