id,name,permissionLevel
appTAVR001,TAVR Study,edit
appJHC002,Practice Operations,edit
appPersonal003,Fellowship,owner
appCoastal004,Manuscript,edit
appHousehold005,Site Coordination,owner
appExtra000,DSMB,read
appExtra001,Journal Submission,read
appExtra002,Practice HR,read
appExtra003,Practice Finance,read
appExtra004,Insurance,read
appExtra005,Vendors,read
appExtra006,CME,read
appExtra007,Conference,read
appExtra008,Interview,read
appExtra009,Chief Fellow,read
appExtra010,Second-Year,read
appExtra011,First-Year,read
appExtra012,Emergency,read
appExtra013,Marketing,read
appExtra014,Website,read
appExtra015,Photo,read
appExtra016,Referral,read
appExtra017,Panel,read
appExtra018,Credentialing,read
appExtra019,Riverside,read
appExtra020,St Francis,read
appExtra021,Practice IT,read
appExtra022,Epic,read
appExtra023,Cerner,read
appExtra024,Backup,read
appExtra025,Retention,read
appExtra026,Records,read
appExtra027,Emergency,read
appExtra028,Weekend,read
appExtra029,Vacation,read
appExtra030,TAVR Study,read
appExtra031,Practice Operations,read
appExtra032,Fellowship,read
appExtra033,Manuscript,read
appExtra034,Site Coordination,read
appExtra035,DSMB,read
appExtra036,Journal Submission,read
appExtra037,Practice HR,read
appExtra038,Practice Finance,read
appExtra039,Insurance,read
appExtra040,Vendors,read
appExtra041,CME,read
appExtra042,Conference,read
appExtra043,Interview,read
appExtra044,Chief Fellow,read
appExtra045,Second-Year,read
appExtra046,First-Year,read
appExtra047,Emergency,read
appExtra048,Marketing,read
appExtra049,Website,read
appExtra050,Photo,read
appExtra051,Referral,read
appExtra052,Panel,read
appExtra053,Credentialing,read
appExtra054,Riverside,read
appExtra055,St Francis,read
appExtra056,Practice IT,read
appExtra057,Epic,read
appExtra058,Cerner,read
appExtra059,Backup,read
appExtra060,Retention,read
appExtra061,Records,read
appExtra062,Emergency,read
appExtra063,Weekend,read
appExtra064,Vacation,read
appExtra065,TAVR Study,read
appExtra066,Practice Operations,read
appExtra067,Fellowship,read
appExtra068,Manuscript,read
appExtra069,Site Coordination,read
appExtra070,DSMB,read
appExtra071,Journal Submission,read
appExtra072,Practice HR,read
appExtra073,Practice Finance,read
appExtra074,Insurance,read
appExtra075,Vendors,read
appExtra076,CME,read
appExtra077,Conference,read
appExtra078,Interview,read
appExtra079,Chief Fellow,read
appExtra080,Second-Year,read
appExtra081,First-Year,read
appExtra082,Emergency,read
appExtra083,Marketing,read
appExtra084,Website,read
appExtra085,Photo,read
appExtra086,Referral,read
appExtra087,Panel,read
appExtra088,Credentialing,read
appExtra089,Riverside,read
appExtra090,St Francis,read
appExtra091,Practice IT,read
appExtra092,Epic,read
appExtra093,Cerner,read
appExtra094,Backup,read
