Id,Name,Description,Type,UnitPrice,IncomeAccountRef_value,IncomeAccountRef_name,Active,Taxable
quickbooks_items_1000,Quickbooks item 0,Description_0,Type_0,3928,2551,Quickbooks item 0,false,Taxable_0
quickbooks_items_1001,Quickbooks item 1,Description_1,Type_1,1622,191,Quickbooks item 1,false,Taxable_1
quickbooks_items_1002,Quickbooks item 2,Description_2,Type_2,1852,2525,Quickbooks item 2,true,Taxable_2
quickbooks_items_1003,Quickbooks item 3,Description_3,Type_3,611,4326,Quickbooks item 3,false,Taxable_3
quickbooks_items_1004,Quickbooks item 4,Description_4,Type_4,2613,401,Quickbooks item 4,true,Taxable_4
quickbooks_items_1005,Quickbooks item 5,Description_5,Type_5,1008,1148,Quickbooks item 5,true,Taxable_5
quickbooks_items_1006,Quickbooks item 6,Description_6,Type_6,416,4569,Quickbooks item 6,true,Taxable_6
quickbooks_items_1007,Quickbooks item 7,Description_7,Type_7,4119,3922,Quickbooks item 7,false,Taxable_7
quickbooks_items_1008,Quickbooks item 8,Description_8,Type_8,4115,1084,Quickbooks item 8,false,Taxable_8
quickbooks_items_1009,Quickbooks item 9,Description_9,Type_9,1369,1113,Quickbooks item 9,false,Taxable_9
quickbooks_items_1010,Quickbooks item 10,Description_10,Type_10,2738,305,Quickbooks item 10,true,Taxable_10
quickbooks_items_1011,Quickbooks item 11,Description_11,Type_11,2298,2745,Quickbooks item 11,false,Taxable_11
quickbooks_items_1012,Quickbooks item 12,Description_12,Type_12,4369,4876,Quickbooks item 12,false,Taxable_12
quickbooks_items_1013,Quickbooks item 13,Description_13,Type_13,4713,450,Quickbooks item 13,false,Taxable_13
quickbooks_items_1014,Quickbooks item 14,Description_14,Type_14,1827,877,Quickbooks item 14,true,Taxable_14
quickbooks_items_1015,Quickbooks item 15,Description_15,Type_15,4927,1368,Quickbooks item 15,false,Taxable_15
quickbooks_items_1016,Quickbooks item 16,Description_16,Type_16,4414,2722,Quickbooks item 16,false,Taxable_16
quickbooks_items_1017,Quickbooks item 17,Description_17,Type_17,4134,4052,Quickbooks item 17,true,Taxable_17
quickbooks_items_1018,Quickbooks item 18,Description_18,Type_18,1138,2519,Quickbooks item 18,true,Taxable_18
quickbooks_items_1019,Quickbooks item 19,Description_19,Type_19,3561,3564,Quickbooks item 19,true,Taxable_19
quickbooks_items_1020,Quickbooks item 20,Description_20,Type_20,2177,2596,Quickbooks item 20,true,Taxable_20
quickbooks_items_1021,Quickbooks item 21,Description_21,Type_21,464,3398,Quickbooks item 21,false,Taxable_21
quickbooks_items_1022,Quickbooks item 22,Description_22,Type_22,1506,476,Quickbooks item 22,true,Taxable_22
quickbooks_items_1023,Quickbooks item 23,Description_23,Type_23,4276,4267,Quickbooks item 23,false,Taxable_23
quickbooks_items_1024,Quickbooks item 24,Description_24,Type_24,1055,1303,Quickbooks item 24,true,Taxable_24
quickbooks_items_1025,Quickbooks item 25,Description_25,Type_25,4324,2042,Quickbooks item 25,true,Taxable_25
quickbooks_items_1026,Quickbooks item 26,Description_26,Type_26,543,2773,Quickbooks item 26,true,Taxable_26
quickbooks_items_1027,Quickbooks item 27,Description_27,Type_27,3041,3535,Quickbooks item 27,true,Taxable_27
quickbooks_items_1028,Quickbooks item 28,Description_28,Type_28,1457,1220,Quickbooks item 28,false,Taxable_28
quickbooks_items_1029,Quickbooks item 29,Description_29,Type_29,4321,4271,Quickbooks item 29,false,Taxable_29
quickbooks_items_1030,Quickbooks item 30,Description_30,Type_30,1696,2861,Quickbooks item 30,false,Taxable_30
quickbooks_items_1031,Quickbooks item 31,Description_31,Type_31,1887,2997,Quickbooks item 31,true,Taxable_31
quickbooks_items_1032,Quickbooks item 32,Description_32,Type_32,4425,1387,Quickbooks item 32,false,Taxable_32
quickbooks_items_1033,Quickbooks item 33,Description_33,Type_33,3051,3324,Quickbooks item 33,false,Taxable_33
quickbooks_items_1034,Quickbooks item 34,Description_34,Type_34,2529,4110,Quickbooks item 34,true,Taxable_34
quickbooks_items_1035,Quickbooks item 35,Description_35,Type_35,3056,3677,Quickbooks item 35,true,Taxable_35
quickbooks_items_1036,Quickbooks item 36,Description_36,Type_36,4719,4131,Quickbooks item 36,true,Taxable_36
quickbooks_items_1037,Quickbooks item 37,Description_37,Type_37,2815,1898,Quickbooks item 37,true,Taxable_37
quickbooks_items_1038,Quickbooks item 38,Description_38,Type_38,4194,442,Quickbooks item 38,true,Taxable_38
quickbooks_items_1039,Quickbooks item 39,Description_39,Type_39,3263,128,Quickbooks item 39,false,Taxable_39
quickbooks_items_1040,Quickbooks item 40,Description_40,Type_40,4088,881,Quickbooks item 40,false,Taxable_40
quickbooks_items_1041,Quickbooks item 41,Description_41,Type_41,2057,618,Quickbooks item 41,false,Taxable_41
quickbooks_items_1042,Quickbooks item 42,Description_42,Type_42,4268,4373,Quickbooks item 42,true,Taxable_42
quickbooks_items_1043,Quickbooks item 43,Description_43,Type_43,416,275,Quickbooks item 43,false,Taxable_43
quickbooks_items_1044,Quickbooks item 44,Description_44,Type_44,233,2181,Quickbooks item 44,false,Taxable_44
quickbooks_items_1045,Quickbooks item 45,Description_45,Type_45,4157,4927,Quickbooks item 45,false,Taxable_45
quickbooks_items_1046,Quickbooks item 46,Description_46,Type_46,605,4522,Quickbooks item 46,true,Taxable_46
quickbooks_items_1047,Quickbooks item 47,Description_47,Type_47,1840,2183,Quickbooks item 47,false,Taxable_47
quickbooks_items_1048,Quickbooks item 48,Description_48,Type_48,2191,848,Quickbooks item 48,false,Taxable_48
quickbooks_items_1049,Quickbooks item 49,Description_49,Type_49,3873,1103,Quickbooks item 49,true,Taxable_49
quickbooks_items_1050,Quickbooks item 50,Description_50,Type_50,424,3710,Quickbooks item 50,false,Taxable_50
quickbooks_items_1051,Quickbooks item 51,Description_51,Type_51,3522,2857,Quickbooks item 51,false,Taxable_51
quickbooks_items_1052,Quickbooks item 52,Description_52,Type_52,4262,916,Quickbooks item 52,false,Taxable_52
quickbooks_items_1053,Quickbooks item 53,Description_53,Type_53,1368,2312,Quickbooks item 53,true,Taxable_53
quickbooks_items_1054,Quickbooks item 54,Description_54,Type_54,79,206,Quickbooks item 54,true,Taxable_54
quickbooks_items_1055,Quickbooks item 55,Description_55,Type_55,3864,983,Quickbooks item 55,false,Taxable_55
quickbooks_items_1056,Quickbooks item 56,Description_56,Type_56,3822,3572,Quickbooks item 56,true,Taxable_56
quickbooks_items_1057,Quickbooks item 57,Description_57,Type_57,768,1703,Quickbooks item 57,true,Taxable_57
quickbooks_items_1058,Quickbooks item 58,Description_58,Type_58,3105,4886,Quickbooks item 58,true,Taxable_58
quickbooks_items_1059,Quickbooks item 59,Description_59,Type_59,3175,2094,Quickbooks item 59,false,Taxable_59
quickbooks_items_1060,Quickbooks item 60,Description_60,Type_60,2732,1464,Quickbooks item 60,false,Taxable_60
quickbooks_items_1061,Quickbooks item 61,Description_61,Type_61,1199,3573,Quickbooks item 61,false,Taxable_61
quickbooks_items_1062,Quickbooks item 62,Description_62,Type_62,1668,2537,Quickbooks item 62,true,Taxable_62
quickbooks_items_1063,Quickbooks item 63,Description_63,Type_63,2735,1964,Quickbooks item 63,true,Taxable_63
quickbooks_items_1064,Quickbooks item 64,Description_64,Type_64,837,3906,Quickbooks item 64,false,Taxable_64
quickbooks_items_1065,Quickbooks item 65,Description_65,Type_65,735,4983,Quickbooks item 65,true,Taxable_65
quickbooks_items_1066,Quickbooks item 66,Description_66,Type_66,1374,2390,Quickbooks item 66,true,Taxable_66
quickbooks_items_1067,Quickbooks item 67,Description_67,Type_67,1246,517,Quickbooks item 67,true,Taxable_67
quickbooks_items_1068,Quickbooks item 68,Description_68,Type_68,1164,1617,Quickbooks item 68,true,Taxable_68
quickbooks_items_1069,Quickbooks item 69,Description_69,Type_69,4799,1249,Quickbooks item 69,false,Taxable_69
quickbooks_items_1070,Quickbooks item 70,Description_70,Type_70,4554,96,Quickbooks item 70,false,Taxable_70
quickbooks_items_1071,Quickbooks item 71,Description_71,Type_71,233,4092,Quickbooks item 71,false,Taxable_71
quickbooks_items_1072,Quickbooks item 72,Description_72,Type_72,770,2129,Quickbooks item 72,true,Taxable_72
quickbooks_items_1073,Quickbooks item 73,Description_73,Type_73,3633,4893,Quickbooks item 73,true,Taxable_73
quickbooks_items_1074,Quickbooks item 74,Description_74,Type_74,3026,822,Quickbooks item 74,true,Taxable_74
quickbooks_items_1075,Quickbooks item 75,Description_75,Type_75,1660,4045,Quickbooks item 75,true,Taxable_75
quickbooks_items_1076,Quickbooks item 76,Description_76,Type_76,1899,4927,Quickbooks item 76,false,Taxable_76
quickbooks_items_1077,Quickbooks item 77,Description_77,Type_77,1768,4620,Quickbooks item 77,false,Taxable_77
quickbooks_items_1078,Quickbooks item 78,Description_78,Type_78,4752,2183,Quickbooks item 78,false,Taxable_78
quickbooks_items_1079,Quickbooks item 79,Description_79,Type_79,1462,3533,Quickbooks item 79,false,Taxable_79
quickbooks_items_1080,Quickbooks item 80,Description_80,Type_80,2112,2411,Quickbooks item 80,false,Taxable_80
quickbooks_items_1081,Quickbooks item 81,Description_81,Type_81,2094,3959,Quickbooks item 81,false,Taxable_81
quickbooks_items_1082,Quickbooks item 82,Description_82,Type_82,1658,4150,Quickbooks item 82,true,Taxable_82
quickbooks_items_1083,Quickbooks item 83,Description_83,Type_83,3101,1187,Quickbooks item 83,false,Taxable_83
quickbooks_items_1084,Quickbooks item 84,Description_84,Type_84,1284,187,Quickbooks item 84,true,Taxable_84
quickbooks_items_1085,Quickbooks item 85,Description_85,Type_85,1179,698,Quickbooks item 85,false,Taxable_85
quickbooks_items_1086,Quickbooks item 86,Description_86,Type_86,3981,3775,Quickbooks item 86,false,Taxable_86
quickbooks_items_1087,Quickbooks item 87,Description_87,Type_87,1123,1208,Quickbooks item 87,true,Taxable_87
quickbooks_items_1088,Quickbooks item 88,Description_88,Type_88,2211,1401,Quickbooks item 88,true,Taxable_88
quickbooks_items_1089,Quickbooks item 89,Description_89,Type_89,3602,2208,Quickbooks item 89,false,Taxable_89
quickbooks_items_1090,Quickbooks item 90,Description_90,Type_90,2333,1034,Quickbooks item 90,true,Taxable_90
quickbooks_items_1091,Quickbooks item 91,Description_91,Type_91,257,2299,Quickbooks item 91,true,Taxable_91
quickbooks_items_1092,Quickbooks item 92,Description_92,Type_92,1273,3002,Quickbooks item 92,true,Taxable_92
quickbooks_items_1093,Quickbooks item 93,Description_93,Type_93,1735,2761,Quickbooks item 93,true,Taxable_93
quickbooks_items_1094,Quickbooks item 94,Description_94,Type_94,4085,2055,Quickbooks item 94,false,Taxable_94
